State,County,Under 19 years:,Under 19 years With health insurance coverage,Under 19 years No health insurance coverage,19 to 64 years:,19 to 64 years With health insurance coverage,19 to 64 years No health insurance coverage,65 years and over:,65 years and over With health insurance coverage,65 years and over No health insurance coverage
ID,Payette,0.3229676039119804,0.31444834963325186,0.008519254278728607,0.5307151589242054,0.49511002444987773,0.03560513447432763,0.14631723716381417,0.14631723716381417,0.0
ID,Twin Falls,0.29011864648615426,0.2771125330640647,0.013006113422089538,0.5451592014136603,0.44161517270143014,0.10354402871223013,0.16472215210018548,0.16472215210018548,0.0
IL,Adams,0.2488681425047616,0.24404408780091796,0.004824054703843632,0.5532207200174852,0.5251974896181347,0.02802323039935055,0.19791113747775316,0.19773940737502732,0.0001717301027258251
IL,Boone,0.25466507855481824,0.24801013366608057,0.00665494488873764,0.5813434669994139,0.5110127994252548,0.07033066757415915,0.16399145444576788,0.16399145444576788,0.0
IL,Bureau,0.22428843671236245,0.20384828179750414,0.020440154914858302,0.5618737320956538,0.5064547857625868,0.055418946333066946,0.21383783119198377,0.21383783119198377,0.0
IL,Champaign,0.23039491380364346,0.22143049272527204,0.00896442107837144,0.6389925418755349,0.5987235603374496,0.04026898153808534,0.13061254432082162,0.12869054896686635,0.0019219953539552513
IL,Christian,0.23705426850642108,0.23495108505146425,0.002103183454956821,0.5529460501577388,0.517383129919378,0.035562920238360794,0.20999968133584015,0.20958541792804564,0.00041426340779452536
IL,Clinton,0.22746197883536692,0.21543399063204766,0.012027988203319262,0.5909905742207829,0.5368068004394841,0.054183773781298794,0.1815474469438501,0.18105591857977216,0.0004915283640779506
IL,Coles,0.19769894952043324,0.18771613127732226,0.009982818243110985,0.6292872833249962,0.5614737162617717,0.06781356706322451,0.17301376715457056,0.17301376715457056,0.0
IL,Cook,0.22890390106369246,0.22090543928942083,0.007998461774271614,0.6176966941797423,0.5383021716517947,0.07939452252794763,0.15339940475656524,0.15144191111286184,0.0019574936437033955
IL,DeKalb,0.24022027534418022,0.23646558197747183,0.0037546933667083854,0.6294968710888611,0.5782828535669587,0.051214017521902376,0.1302828535669587,0.12993241551939924,0.00035043804755944933
IL,DuPage,0.2382428129637984,0.2326102164773879,0.005632596486410503,0.5975935333564347,0.5561614219990542,0.04143211135738056,0.1641636536797669,0.16347824002336292,0.0006854136564039866
IL,Effingham,0.2647369037853041,0.26215867807336224,0.0025782257119418726,0.5574534161490683,0.5176081096917848,0.039845306457283486,0.17780968006562756,0.1775166998710887,0.0002929801945388492
IL,Fayette,0.2573447558201442,0.2402110256037946,0.017133730216349643,0.5358404723875901,0.46111030443831375,0.07473016794927641,0.20681477179226562,0.20681477179226562,0.0
IL,Franklin,0.23620517525161222,0.2146461239577993,0.021559051293812904,0.5600496478778231,0.49863738161409565,0.061412266263727366,0.20374517687056473,0.20250397992498853,0.0012411969455762121
IL,Fulton,0.22498133541078327,0.21809978251696044,0.006881552893822833,0.5538027071769404,0.5331580484954718,0.020644658681468496,0.22121595741227643,0.22037199337812835,0.0008439640341480832
IL,Grundy,0.26104990771923814,0.25964191259014024,0.0014079951290979318,0.5946115645870198,0.5746903362064045,0.019921228380615334,0.14433852769374203,0.14049508153052875,0.003843446163213273
IL,Henry,0.23191017753195367,0.22813995401155926,0.0037702235203944234,0.5612868477202577,0.5245375261533363,0.03674932156692147,0.2068029747477886,0.2068029747477886,0.0
IL,Iroquois,0.22456153613547022,0.21900514061082552,0.005556395524644693,0.5663365588146356,0.5254384638645297,0.04089809495010584,0.20910190504989418,0.20910190504989418,0.0
IL,Jackson,0.21173694509457852,0.19592909488546983,0.015807850209108697,0.6188466408318306,0.5773510340329202,0.04149560679891033,0.16941641407359093,0.16738287994474926,0.002033534128841653
IL,Jefferson,0.24400821730198585,0.2094270714448756,0.03458114585711025,0.5539260442821273,0.4835368637297421,0.0703891805523853,0.2020657384158868,0.20175188313170508,0.0003138552841816937
IL,Jersey,0.21506602070865394,0.21506602070865394,0.0,0.6148950318229315,0.5568063075900066,0.05808872423292486,0.17003894746841455,0.17003894746841455,0.0
IL,Jo Daviess,0.18410329197381073,0.18382857927750562,0.00027471269630511424,0.5313401401034751,0.5040977977198846,0.027242342383590495,0.28455656792271417,0.28455656792271417,0.0
IL,Kane,0.2585046396060494,0.2527660507274033,0.005738588878646068,0.5948247009846808,0.5349472625247834,0.0598774384598974,0.14667065940926982,0.14500114497765826,0.001669514431611561
IL,Kankakee,0.24426053698026898,0.2382814353640134,0.005979101616255564,0.5778754258923572,0.5279356914403941,0.04993973445196314,0.17786403712737384,0.17667770744160885,0.0011863296857649928
IL,Kendall,0.29724737711905597,0.29599108631764715,0.0012562908014088403,0.5954594061034795,0.5612254817650886,0.0342339243383909,0.10729321677746453,0.106859497334121,0.00043371944334352823
IL,Knox,0.22316744035409694,0.21677642232538055,0.006391018028716398,0.5483752563964158,0.48880492281118426,0.05957033358523157,0.2284573032494872,0.22757206088740148,0.0008852423620857174
IL,Lake,0.25648690368265015,0.24883651547012847,0.007650388212521673,0.5901133001163125,0.5282601708509832,0.061853129265329244,0.15339979620103744,0.15138198469057582,0.002017811510461632
IL,LaSalle,0.22391831116055855,0.21681862324511367,0.007099687915444885,0.580807271287278,0.5405379922874572,0.04026927899982086,0.19527441755216338,0.19527441755216338,0.0
IL,Lee,0.22271301453172013,0.22028039178029576,0.0024326227514243647,0.5707061007617951,0.5359452019717048,0.03476089879009026,0.20658088470648486,0.20475641764291658,0.0018244670635682734
IL,Livingston,0.23044751150146384,0.219155165202844,0.011292346298619825,0.582422178407122,0.5174165023600407,0.06500567604708132,0.18713031009141423,0.18713031009141423,0.0
IL,Logan,0.21922063623137117,0.2161141913412764,0.0031064448900947664,0.5868821517046124,0.5691085682828044,0.01777358342180803,0.19389721206401636,0.19362195745350164,0.0002752546105147261
IL,McDonough,0.20944465432565168,0.18787306384586325,0.02157159047978844,0.6181337363052513,0.5518322629391764,0.0663014733660748,0.1724216093690971,0.1724216093690971,0.0
IL,McHenry,0.24186192137736476,0.2364456810486461,0.005416240328718662,0.6037203567359244,0.5655516786148885,0.038168678121035866,0.15441772188671085,0.15405298103024767,0.0003647408564631757
IL,McLean,0.2368925530413511,0.23115914757491648,0.005733405466434586,0.620189819824058,0.5737992190807734,0.04639060074328456,0.14291762713459097,0.14261772592557745,0.0002999012090135014
IL,Macon,0.2445519616920029,0.22966878714571573,0.01488317454628717,0.545241864030503,0.5052115999163754,0.040030264114127564,0.21020617427749405,0.2093500184173063,0.000856155860187757
IL,Macoupin,0.22318299731488644,0.22238656533017795,0.0007964319847085059,0.5708824466390571,0.5301961498202339,0.0406862968188231,0.2059345560460565,0.2059345560460565,0.0
IL,Madison,0.23276460668584467,0.2297047759303488,0.003059830755495868,0.5885405141431329,0.5458860155814823,0.04265449856165063,0.17869487917102242,0.17824086438311218,0.0004540147879102348
IL,Marion,0.2532601608346012,0.24766355140186916,0.005596609432732015,0.5613725277113671,0.5090469463160182,0.05232558139534884,0.18536731145403174,0.18536731145403174,0.0
IL,Monroe,0.2438975128397484,0.2407236424490738,0.0031738703906745917,0.5672571989151134,0.5478388827976225,0.01941831611749091,0.18884528824513822,0.18884528824513822,0.0
IL,Montgomery,0.22524714241581711,0.2172150139017609,0.008032128514056224,0.5539079394501081,0.521933889403769,0.0319740500463392,0.22084491813407475,0.2196478220574606,0.001197096076614149
IL,Morgan,0.2086855893792793,0.20649972676717349,0.0021858626121058215,0.5840753479700408,0.5487800957922144,0.03529525217782635,0.20723906265067987,0.20723906265067987,0.0
IL,Ogle,0.23975152845273554,0.23442153942624236,0.005329989026493181,0.5648808590688196,0.5159115848879134,0.048969274180906096,0.1953676124784449,0.1953676124784449,0.0
IL,Peoria,0.25666129351545486,0.2541726761121009,0.0024886174033539776,0.5694013178360341,0.5091598088289359,0.060241509007098216,0.17393738864851108,0.1730154690195413,0.000921919628969769
IL,Perry,0.2314541651021831,0.2314541651021831,0.0,0.5688462157378105,0.5359116022099447,0.03293461352786569,0.19969961916000645,0.19969961916000645,0.0
IL,Randolph,0.23664353695066925,0.22204527357524742,0.014598263375421833,0.5565919690592651,0.502862776324271,0.05372919273499412,0.2067644939900656,0.2057786372426345,0.000985856747431085
IL,Rock Island,0.24244407763674655,0.2342549376743127,0.008189139962433832,0.5533468040298253,0.48966930388752916,0.06367750014229609,0.2042091183334282,0.2038178040867437,0.0003913142466845011
IL,St. Clair,0.2540967726311371,0.24758633494244336,0.006510437688693715,0.5750657905358498,0.5271840036164613,0.04788178691938843,0.1708374368330131,0.1708374368330131,0.0
IL,Saline,0.21599790420468934,0.20726542374361437,0.008732480461074969,0.5805353010522639,0.5311531240448849,0.049382177007378944,0.20346679474304677,0.20346679474304677,0.0
IL,Sangamon,0.22896741815534233,0.22400603271186,0.004961385443482331,0.5848974178953117,0.5477546350469356,0.03714278284837611,0.186135163949346,0.18582312712900123,0.0003120368203448007
IL,Shelby,0.23137730358874878,0.22337536372453928,0.008001939864209506,0.5392337536372453,0.5140640155189137,0.025169738118331716,0.22938894277400582,0.22938894277400582,0.0
IL,Stephenson,0.2112967822124016,0.20255029231689914,0.008746489895502464,0.557220457579524,0.4782488606546057,0.07897159692491829,0.2314827602080744,0.2314827602080744,0.0
IL,Tazewell,0.23994614987241902,0.2311172336062366,0.008828916266182433,0.5680092672312581,0.5302906967642961,0.03771857046696201,0.19204458289632284,0.19020522534086817,0.0018393575554546736
IL,Vermilion,0.253118163479842,0.24807512003863966,0.0050430434412023755,0.544947012529477,0.49238571469159303,0.05256129783788391,0.20193482399068102,0.20193482399068102,0.0
IL,Whiteside,0.2392753782466938,0.2304648862512364,0.008810491995457376,0.5514891746345753,0.5101293182400997,0.041359856394475585,0.209235447118731,0.20870425321463898,0.0005311939040920248
IL,Will,0.2552018423387628,0.24738985121464377,0.007811991124119034,0.6060553425363423,0.554055012513371,0.05200033002297134,0.13874281512489486,0.1384533212903898,0.0002894938345050596
IL,Williamson,0.22502710236952145,0.22095400340715501,0.004073098962366424,0.577435341489856,0.5313922874399876,0.04604305404986836,0.19753755614062257,0.19457952609571008,0.002958030044912498
IL,Winnebago,0.24894252257084115,0.23772950746402075,0.011213015106820417,0.5686922320550639,0.5102636989362653,0.05842853311879861,0.18236524537409493,0.18188254223652453,0.0004827031375703942
IL,Woodford,0.2583127670302258,0.24836133004272484,0.009951436987500995,0.559509593185256,0.5356792187458536,0.023830374439402384,0.18217763978451823,0.18217763978451823,0.0
IN,Adams,0.322902815108219,0.21018531616918942,0.11271749893902956,0.5300042438817372,0.4221813552129014,0.10782288866883576,0.14709294101004386,0.13936907624840855,0.007723864761635309
IN,Allen,0.2677173735270677,0.2510014252299449,0.0167159482971228,0.5852996227943333,0.5174051988442397,0.06789442395009358,0.14698300367859896,0.14589266383005237,0.0010903398485466028
IN,Bartholomew,0.2493692590324556,0.24917330067360685,0.00019595835884874465,0.5906184935701163,0.5467973055725658,0.04382118799755052,0.16001224739742806,0.16001224739742806,0.0
IN,Boone,0.2706979567622753,0.2686009133176055,0.0020970434446697848,0.5900693955824124,0.5560614212987873,0.03400797428362513,0.1392326476553123,0.1392326476553123,0.0
IN,Carroll,0.21838289506021136,0.2005898255099533,0.01779306955025805,0.5288277217989678,0.4811993118702384,0.047628409928729416,0.25278938314082083,0.25278938314082083,0.0
IN,Cass,0.24623866166965402,0.24072565314214328,0.005513008527510728,0.5647167454239314,0.5036934441366574,0.061023301287273915,0.18904459290641465,0.17823583727119657,0.010808755635218076
IN,Clark,0.2349055281106447,0.22468722423362722,0.010218303877017476,0.5963563788112459,0.5441597321303391,0.052196646680906865,0.1687380930781094,0.16644536630021525,0.002292726777894155
IN,Clay,0.23517374517374517,0.22984555984555985,0.005328185328185328,0.5796138996138996,0.5411969111969112,0.038416988416988415,0.1852123552123552,0.1852123552123552,0.0
IN,Clinton,0.28603458337172516,0.26075739426886574,0.025277189102859424,0.5522896894867778,0.47317178046008784,0.07911790902669001,0.16167572714149697,0.16167572714149697,0.0
IN,Daviess,0.31856636041117076,0.15628126989902666,0.1622850905121441,0.5173898541496104,0.3961611934867643,0.12122866066284606,0.1640437854392189,0.16298250401770825,0.0010612814215106583
IN,Dearborn,0.23998011928429425,0.23624254473161033,0.0037375745526838965,0.5760238568588469,0.5374552683896621,0.03856858846918489,0.18399602385685884,0.18399602385685884,0.0
IN,Decatur,0.24459819875536315,0.24459819875536315,0.0,0.5820030149588342,0.5705229793977813,0.011480035561052917,0.17339878628580263,0.17200726682385684,0.0013915194619458081
IN,DeKalb,0.25694980243623017,0.23826892053026583,0.01868088190596432,0.5741974702485328,0.5151387622454466,0.059058708003086206,0.16885272731523696,0.16885272731523696,0.0
IN,Delaware,0.2145446945396058,0.21126427799031322,0.003280416549292575,0.616718311267004,0.5606877061619127,0.05603060510509146,0.1687369941933901,0.1681190763946314,0.0006179177987587122
IN,Dubois,0.2636986301369863,0.26006429969247974,0.00363433044450657,0.5598732643742429,0.5311946696486813,0.028678594725561456,0.17642810548877086,0.17642810548877086,0.0
IN,Elkhart,0.28914309707595487,0.2537411080026755,0.035401989073279336,0.5601140519190114,0.46635321918376715,0.09376083273524428,0.1507428510050337,0.14687113988448336,0.0038717111205503396
IN,Fayette,0.1993722105056648,0.19481092746088577,0.004561283044779048,0.5593212026092501,0.5375938005787434,0.021727402030506646,0.2413065868850851,0.2413065868850851,0.0
IN,Floyd,0.23801005303669737,0.22955693571347585,0.008453117323221506,0.6032829841645775,0.5589387621411205,0.044344222023457086,0.1587069627987251,0.1587069627987251,0.0
IN,Franklin,0.23215225399052797,0.21965444658831784,0.012497807402210138,0.5714348359936853,0.5352131205051746,0.03622171548851079,0.1964129100157867,0.1964129100157867,0.0
IN,Fulton,0.21217011087397844,0.19671021810421113,0.01545989276976732,0.549580969236375,0.47930872937379626,0.07027223986257873,0.23824891988964655,0.2369475821144136,0.0013013377752329395
IN,Gibson,0.26200832947709396,0.24183248496066637,0.02017584451642758,0.5639364491747648,0.5223507635354003,0.04158568563936449,0.1740552213481413,0.1740552213481413,0.0
IN,Grant,0.2249214627748803,0.21810473663342178,0.006816726141458505,0.5811297160459938,0.508570470003355,0.07255924604263884,0.19394882117912587,0.19394882117912587,0.0
IN,Greene,0.23470927943299646,0.21032943955899724,0.024379839873999214,0.5671019818873868,0.49310933193332457,0.07399264995406221,0.19818873867961675,0.197401233757711,0.0007875049219057619
IN,Hamilton,0.27896516759096135,0.2657266995598507,0.013238468031110683,0.5879109051667979,0.5461958522865672,0.04171505288023067,0.13312392724224073,0.13275005523109257,0.0003738720111481836
IN,Hancock,0.2500061487001648,0.24136107626847683,0.00864507243168794,0.5809045967682432,0.5289972699771268,0.05190732679111636,0.16908925453159201,0.16811775990555597,0.0009714946260360559
IN,Harrison,0.22307026917010125,0.20658423650333282,0.016486032666768433,0.5975932427619193,0.5608812903882359,0.03671195237368341,0.17933648806797944,0.17933648806797944,0.0
IN,Hendricks,0.2635086506366846,0.2471537620210698,0.016354888615614783,0.5941426150820861,0.56094547803764,0.03319713704444608,0.14234873428122927,0.14159502666311535,0.0007537076181139175
IN,Henry,0.22701478092556748,0.22494721098011614,0.002067569945451346,0.5799093788491994,0.5259546014428998,0.05395477740629949,0.19307584022523316,0.19307584022523316,0.0
IN,Howard,0.23864011442402905,0.23117076808351977,0.007469346340509285,0.5680859647192578,0.5266806029266146,0.04140536179264312,0.19327392085671324,0.19327392085671324,0.0
IN,Huntington,0.23257028222814588,0.21992909945313144,0.012641182775014427,0.5943829179147545,0.5392838495149633,0.055099068399791146,0.17304679985709967,0.1728544340322625,0.00019236582483717608
IN,Jackson,0.2519374724790841,0.2239101717305152,0.028027300748568913,0.5815719947159842,0.4918097754293263,0.08976221928665785,0.16649053280493176,0.15975341259357112,0.006737120211360634
IN,Jasper,0.2297635774940436,0.22918321216934448,0.0005803653246991264,0.5913311747815994,0.5624045451768587,0.02892662960474067,0.178905247724357,0.178905247724357,0.0
IN,Jay,0.2428721226344435,0.23223648075098616,0.010635641883457333,0.5622909072751785,0.5402706346432317,0.02202027263194687,0.19483697009037798,0.19483697009037798,0.0
IN,Jefferson,0.2304836193447738,0.21039001560062404,0.020093603744149768,0.5867706708268331,0.5408736349453979,0.04589703588143526,0.18274570982839314,0.18087363494539782,0.00187207488299532
IN,Jennings,0.24790983757504328,0.21719273691576738,0.030717100659275902,0.5793893410924091,0.504732790689109,0.07465655040330006,0.1727008213325476,0.1727008213325476,0.0
IN,Johnson,0.25862600883579734,0.2500863834933485,0.008539625342448849,0.5936397067897425,0.5459189969642372,0.047720709825505345,0.1477342843744601,0.14698151393242342,0.000752770442036676
IN,Knox,0.22030722053437066,0.21874556347426105,0.0015616570601096,0.5966381782560549,0.5240637156080524,0.0725744626480025,0.18305460120957437,0.18305460120957437,0.0
IN,Kosciusko,0.24747430268107645,0.22621189436734898,0.021262408313727464,0.5776455342651888,0.49601801643118654,0.08162751783400224,0.17488016305373477,0.17384849590478468,0.00103166714895009
IN,LaGrange,0.3403228202208249,0.16175669653908997,0.1785661236817349,0.5205228499282072,0.31873545576075657,0.20178739416745062,0.13915432985096796,0.1274199138485914,0.011734416002376591
IN,Lake,0.24503587198142385,0.22882824936235455,0.01620762261906929,0.5837232022038968,0.5152842755922872,0.0684389266116097,0.17124092581467928,0.17075548597584533,0.0004854398388339735
IN,LaPorte,0.24748107818465395,0.24210355089035393,0.005377527294300012,0.5587078624807433,0.5254954118784028,0.03321245060234047,0.19381105933460277,0.19353357127137374,0.0002774880632290042
IN,Lawrence,0.24041702242394283,0.23284500966161867,0.007572012762324181,0.5615647328450096,0.516155125151665,0.04540960769334472,0.1980182447310475,0.1980182447310475,0.0
IN,Madison,0.23123932133349226,0.22579568482536655,0.00544363650812572,0.5801406603886041,0.5021893749751659,0.07795128541343824,0.18862001827790362,0.18836571701037072,0.00025430126753288036
IN,Marion,0.2613977181173168,0.2489715934194454,0.012426124697871455,0.60999350261195,0.5370855316162902,0.07290797099565975,0.12860877927073316,0.1271471268550043,0.001461652415728877
IN,Marshall,0.2630029224988464,0.22221978070271814,0.04078314179612824,0.5590103056538267,0.4852446768771012,0.07376562877672549,0.1779867718473269,0.17695400909710168,0.0010327627502252302
IN,Miami,0.23660608921406656,0.22852253953268822,0.008083549681378333,0.582930139249469,0.5238081189520888,0.05912202029738022,0.18046377153646448,0.18046377153646448,0.0
IN,Monroe,0.21540331920954758,0.21016624822853197,0.005237070981015618,0.6457423620053377,0.5936522095691645,0.052090152436173195,0.13885431878511464,0.13677531670611257,0.002079002079002079
IN,Montgomery,0.2364744391516087,0.23373340075045906,0.0027410384011496394,0.5844798680043644,0.5512946749341352,0.03318519307022913,0.17904569284402694,0.17904569284402694,0.0
IN,Morgan,0.2358043609677918,0.22223784285332696,0.01356651811446486,0.5901786843992071,0.5322152085588562,0.0579634758403509,0.17401695463300107,0.17401695463300107,0.0
IN,Noble,0.2665852927320228,0.22215084157779777,0.04443445115422502,0.5674761231744401,0.4837037988778963,0.08377232429654374,0.1659385840935372,0.1659385840935372,0.0
IN,Owen,0.23001224220736416,0.2096713438176853,0.02034089838967888,0.6162538845465675,0.5453432526603258,0.07091063188624164,0.15373387324606838,0.1513325171861757,0.0024013560598926454
IN,Porter,0.22890375243523856,0.22549875419843798,0.0034049982368005733,0.5949266104369844,0.5631658968326001,0.031760713604384296,0.17616963712777703,0.17592683589527172,0.00024280123250530405
IN,Posey,0.23983152827918172,0.23537906137184114,0.004452466907340554,0.563818692338548,0.5501403931006819,0.013678299237866025,0.19634977938227036,0.19634977938227036,0.0
IN,Putnam,0.2163667648517017,0.2057511155180962,0.01061564933360553,0.5992300737845957,0.5414564437574733,0.0577736300271224,0.18440316136370263,0.18440316136370263,0.0
IN,Randolph,0.23909256801592568,0.23697743861977438,0.002115129396151294,0.5617534837425349,0.5291141340411414,0.0326393497013935,0.19915394824153948,0.19915394824153948,0.0
IN,Ripley,0.24984317278873633,0.24865825608141076,0.0011849167073255734,0.5706070955600474,0.50975813758974,0.06084895797030738,0.1795497316512163,0.17930577821147278,0.0002439534397435004
IN,St. Joseph,0.25075776102922104,0.23464283332221703,0.01611492770700401,0.5856918413778281,0.5298954326834004,0.05579640869442777,0.16355039759295079,0.16211639505843467,0.0014340025345161076
IN,Scott,0.24013940836450187,0.24013940836450187,0.0,0.5752295137708262,0.5526181570894254,0.022611356681400883,0.18463107786467187,0.18463107786467187,0.0
IN,Shelby,0.23572345745759277,0.23243450248924333,0.0032889549683494403,0.5947827262282895,0.5378792998580794,0.056903426370210175,0.16949381631411772,0.16949381631411772,0.0
IN,Spencer,0.2413406682966585,0.23130603096984514,0.010034637326813365,0.5531784841075794,0.5182864710676447,0.0348920130399348,0.20548084759576202,0.20548084759576202,0.0
IN,Starke,0.24674824576416224,0.2443950025671744,0.002353243196987849,0.5550231045695704,0.5163443436590792,0.03867876091049119,0.19822864966626733,0.19822864966626733,0.0
IN,Steuben,0.21968574830821064,0.21968574830821064,0.0,0.5656530452208766,0.5238012256396851,0.04185181958119137,0.21466120647091283,0.21466120647091283,0.0
IN,Sullivan,0.2431794477685678,0.24153263435252786,0.0016468134160399627,0.5459735411977823,0.46110775649118957,0.08486578470659274,0.2108470110336499,0.2108470110336499,0.0
IN,Tippecanoe,0.23660437731295686,0.22487731565026745,0.011727061662689414,0.6449883914479178,0.591179655137121,0.05380873631079676,0.1184072312391254,0.1184072312391254,0.0
IN,Vanderburgh,0.23259145619239924,0.22510124197678485,0.0074902142156143894,0.5959570891944636,0.5406941984681158,0.055262890726347734,0.1714514546131372,0.1714514546131372,0.0
IN,Vigo,0.23499658902641068,0.23141993957703927,0.0035766494493714063,0.5991521294220836,0.5348698957216645,0.06428223370041906,0.1658512815515057,0.1658512815515057,0.0
IN,Wabash,0.22870286424230213,0.21550653100970418,0.013196333232597965,0.5756690507370471,0.5321513716799302,0.043517679057116954,0.19562808502065074,0.19455357442664786,0.0010745105940028878
IN,Warrick,0.25092354893244007,0.24353515747291968,0.00738839145952038,0.5678260597332665,0.5391177759689437,0.028708283764322835,0.1812503913342934,0.1812503913342934,0.0
IN,Washington,0.24356107062982468,0.22368515980088016,0.01987591082894452,0.5763292691724984,0.4961763220546858,0.08015294711781257,0.18010966019767694,0.17790924175744896,0.0022004184402279778
IN,Wayne,0.23882459897992203,0.2280999121685132,0.010724686811408849,0.5787016348983774,0.5218577129913555,0.056843921907021894,0.18247376612170055,0.18227344869562537,0.00020031742607516526
IN,Wells,0.25366664258362837,0.238169207427209,0.015497435156419334,0.5737663463622571,0.4968571634997471,0.07690918286250993,0.1725670110541146,0.1725670110541146,0.0
IN,White,0.24981622151433472,0.24144409050069426,0.008372131013640448,0.5489667565139263,0.46283590623213267,0.08613085028179368,0.20121702197173896,0.1995017561055297,0.0017152658662092624
IN,Whitley,0.25625018318239107,0.25270377209179634,0.0035464110905946834,0.5560831208417597,0.5003956739646531,0.0556874468771066,0.18766669597584923,0.18766669597584923,0.0
IA,Benton,0.25645249862712793,0.24393975052953637,0.01251274809759159,0.5596610967286421,0.5282027143641641,0.03145838236447791,0.18388640464423,0.18388640464423,0.0
IA,Black Hawk,0.24260345880588477,0.23690578348833793,0.00569767531754683,0.5845876723024948,0.5412018461395737,0.04338582616292105,0.17280886889162048,0.17280886889162048,0.0
IA,Boone,0.22449842416788376,0.20808670920132216,0.016411714966561613,0.5914366976708433,0.5641863325390114,0.027250365131831808,0.18406487816127295,0.18406487816127295,0.0
IA,Bremer,0.2585212375458836,0.25573796942438787,0.002783268121495704,0.5514501230285184,0.536848049695454,0.014602073333064418,0.190028639425598,0.190028639425598,0.0
IA,Buchanan,0.27021609465141294,0.24924220201427594,0.02097389263713699,0.5497702160946514,0.5190182849320426,0.03075193116260878,0.18001368925393565,0.18001368925393565,0.0
IA,Buena Vista,0.3014774001657809,0.29621141937685896,0.005265980788921936,0.5471744112340924,0.5134818860012678,0.033692525232824615,0.15134818860012678,0.15134818860012678,0.0
IA,Carroll,0.2567600606327319,0.25157694000293385,0.005183120629798054,0.5404625690675272,0.511124150408293,0.029338418659234266,0.20277737029974086,0.20233729401985234,0.000440076279888514
IA,Cerro Gordo,0.22696862958322497,0.22226424907212594,0.004704380511099029,0.5551878206188979,0.5043852391196426,0.05080258149925534,0.21784354979787712,0.21784354979787712,0.0
IA,Clinton,0.2658412712252327,0.2658412712252327,0.0,0.5409900385814242,0.5042177997689474,0.03677223881247684,0.19316869019334307,0.19316869019334307,0.0
IA,Dallas,0.2736394952779068,0.2542092429168602,0.0194302523610466,0.6075050317386592,0.5816399597460907,0.02586507199256851,0.11885547298343396,0.11885547298343396,0.0
IA,Des Moines,0.21508600284046078,0.21508600284046078,0.0,0.5680921571721634,0.5262479617063806,0.04184419546578297,0.21682183998737573,0.216401030982063,0.0004208090053127137
IA,Dubuque,0.24299755055189448,0.24127576276223955,0.001721787789654925,0.5697990222705052,0.5429063367939901,0.026892685476515018,0.18720342717760036,0.18625029465118423,0.0009531325264161192
IA,Fayette,0.23484088870125072,0.2246028814185445,0.010238007282706211,0.5582352630745686,0.5191302971133042,0.03910496596126445,0.2069238482241807,0.20613224972294053,0.000791598501240171
IA,Henry,0.24549072303478217,0.23613623443071993,0.009354488604062225,0.5580650162799111,0.5284510827432942,0.029613933536616878,0.19644426068530674,0.19587575585301567,0.0005685048322910744
IA,Jasper,0.22953143238285809,0.2217219720971597,0.007809460285698405,0.5730087265855149,0.5437440942693569,0.029264632316158078,0.19745984103162692,0.19745984103162692,0.0
IA,Johnson,0.21898958000300137,0.21245179854237486,0.006537781460626505,0.652701565283206,0.6101603126651572,0.04254125261804871,0.12830885471379264,0.12635143511480265,0.0019574195989899715
IA,Jones,0.24514033395929555,0.24016647211084607,0.004973861848449474,0.5330660305537228,0.512358524082627,0.02070750647109577,0.22179363548698167,0.22179363548698167,0.0
IA,Lee,0.21955253221830437,0.21733703622804007,0.0022154959902642994,0.5778387992635816,0.5473211221019129,0.0305176771616688,0.20260866851811402,0.20145411426966642,0.0011545542484475927
IA,Linn,0.242691396931311,0.23988327362036638,0.0028081233109446386,0.5926592663667813,0.5643227493199764,0.02833651704680499,0.1646493367019076,0.16379545594591502,0.0008538807559925703
IA,Mahaska,0.2519804716285925,0.2412490788504053,0.010731392778187177,0.565355563743552,0.529891304347826,0.03546425939572587,0.18266396462785556,0.18266396462785556,0.0
IA,Marion,0.24919425283894092,0.24639296364348323,0.0028012891954576945,0.5669447874935992,0.5493840175908913,0.017560769902707912,0.18386095966745986,0.18386095966745986,0.0
IA,Marshall,0.26455790913078253,0.24716839959751283,0.017389509533269693,0.565597667638484,0.48775768208674114,0.07783998555174282,0.1698444232307335,0.1698444232307335,0.0
IA,Muscatine,0.2506306820886287,0.2506306820886287,0.0,0.5717311628349755,0.5432433718882383,0.02848779094673711,0.17763815507639583,0.17704317197391595,0.0005949831024798896
IA,Plymouth,0.273718604834265,0.2610030706243603,0.012715534209904731,0.5434611447917487,0.4948035587748996,0.048657586016849066,0.1828202503739863,0.1828202503739863,0.0
IA,Polk,0.25945881959156347,0.25453194711469773,0.004926872476865742,0.6050276957993004,0.5653637191152039,0.03966397668409645,0.13551348460913615,0.1353808223427748,0.00013266226636133937
IA,Pottawattamie,0.24473635882422842,0.23547839989629357,0.009257958927934839,0.5698451965560825,0.5104624658362951,0.059382730719787405,0.1854184446196891,0.1854184446196891,0.0
IA,Scott,0.25356570443275644,0.24562134388723983,0.007944360545516616,0.5806037251123957,0.5431327281038264,0.03747099700856926,0.16583057045484792,0.16583057045484792,0.0
IA,Sioux,0.30364326909551276,0.25910817273878184,0.044535096356730905,0.5430018286678858,0.5073850049233366,0.035616823744549164,0.1533549022366015,0.1533549022366015,0.0
