State,County,Income in the past 12 months below poverty level:,Income in the past 12 months below poverty level Under 18 years,Income in the past 12 months below poverty level 18 to 64 years,Income in the past 12 months below poverty level 65 years and over,Income in the past 12 months at or above poverty level:,Income in the past 12 months at or above poverty level Under 18 years,Income in the past 12 months at or above poverty level 18 to 64 years,Income in the past 12 months at or above poverty level 65 years and over
KS,Barton,0.14318753550271848,0.07234439665665827,0.05063702020611864,0.020206118639941574,0.8568124644972815,0.164529741134464,0.5234926560090887,0.1687900673537288
KS,Butler,0.10065577827270478,0.03408809700569166,0.05226119772333581,0.014306483543677308,0.8993442217272952,0.2256867112100965,0.5226583766394457,0.15099913387775304
KS,Cherokee,0.11419327463668187,0.019253208868144692,0.06152540574944309,0.03341466001909409,0.8858067253633182,0.19900286411371593,0.5254587885859765,0.16134507266362574
KS,Cowley,0.12103799814643189,0.028112449799196786,0.078714859437751,0.01421068890948409,0.8789620018535681,0.22239728143342602,0.4915353722582638,0.16502934816187828
KS,Crawford,0.28495848933745727,0.0815562428780726,0.18028650496500082,0.023115741494383852,0.7150415106625427,0.12724510282706603,0.4508112214444625,0.13698518639101417
KS,Douglas,0.1732601920409303,0.019014934515123674,0.14818317750274732,0.006062080023059324,0.8267398079590697,0.16871138013655443,0.5189969194184727,0.13903150840404258
KS,Ellis,0.15378221113881962,0.024070259134771767,0.10864143987856446,0.021070512125483394,0.8462177888611804,0.19216451624561784,0.5095955762766996,0.144457696338863
KS,Finney,0.11711016498137307,0.035949973390101114,0.06782863225119745,0.013331559340074508,0.882889835018627,0.26862692921766895,0.5200638637573177,0.09419904204364024
KS,Ford,0.10539530895951987,0.05233021005572907,0.04283789576826505,0.010227203135525751,0.8946046910404801,0.2315818482454529,0.5640884316247168,0.09893441117031049
KS,Franklin,0.10095869333648952,0.015346983863968123,0.059809839428729236,0.025801870043792165,0.8990413066635105,0.2255888270801278,0.5230204757959522,0.15043200378743046
KS,Geary,0.19225854087978872,0.09132990656859682,0.08871723511203249,0.012211399199159402,0.8077414591202113,0.2211115213131514,0.5192116547865845,0.0674182830204754
KS,Harvey,0.10087409906456064,0.037080202422941265,0.05223125287532587,0.011562643766293514,0.8991259009354393,0.20687011194602056,0.48836068087716605,0.20389510811225273
KS,Johnson,0.06014289128231329,0.014106187835287718,0.03641997181729034,0.00961673162973523,0.9398571087176867,0.22181110992080824,0.5743026427470725,0.14374335604980593
KS,Labette,0.20223101835192514,0.0275021847529944,0.14758649051560171,0.027142343083329048,0.7977689816480749,0.22053153755204852,0.404102195034185,0.17313524906184136
KS,Leavenworth,0.08387305280848038,0.01383233145885851,0.06081054876866395,0.00923017258095792,0.9161269471915197,0.23154288669122874,0.5301919720767888,0.15439208842350205
KS,Lyon,0.12977050025786488,0.017889375966993297,0.1098826714801444,0.001998452810727179,0.8702294997421351,0.20742006188757092,0.5191464672511604,0.14366297060340383
KS,McPherson,0.09201652484022457,0.025987782917269872,0.05797817873662653,0.008050563186328167,0.9079834751597754,0.21619999293810246,0.5157303767522333,0.17605310546943964
KS,Miami,0.06095585853529256,0.0,0.032804263965370006,0.028151594569922552,0.9390441414647075,0.23719779734385582,0.5540210253541035,0.14782531876674815
KS,Montgomery,0.13998279171354822,0.04401350188629294,0.08412204646237342,0.011847243364881858,0.8600172082864518,0.18045535773380106,0.49887484280892186,0.1806870077437289
KS,Pottawatomie,0.09326648125661013,0.030827686160836695,0.043871675349602415,0.01856711974617102,0.9067335187433899,0.2652669513102746,0.5148654471385483,0.12660112029456697
KS,Reno,0.11928031985784096,0.032532549636059185,0.07046440898062399,0.016283361241157777,0.8807196801421591,0.1887537162970304,0.4988381232272836,0.19312784061784505
KS,Riley,0.1803993751063402,0.01099750970595969,0.16426660067129664,0.00513526472908385,0.8196006248936598,0.17261913968848122,0.5367898408377287,0.11019164436744984
KS,Saline,0.14954486345903772,0.0365830337336495,0.08230704505469288,0.030654784670695327,0.8504551365409623,0.19306968561156582,0.5109959458425763,0.14638950508682017
KS,Sedgwick,0.13047412093138355,0.044949077045618,0.07204032077208014,0.013484723113685398,0.8695258790686164,0.20744047388893616,0.5224049399518996,0.13968046522778066
KS,Seward,0.13423348181143283,0.05874164810690423,0.06120081662954714,0.01429101707498144,0.8657665181885672,0.26215664439495173,0.5290924276169265,0.07451744617668894
KS,Shawnee,0.15327147220596163,0.042112706260106526,0.08516434156152014,0.025994424384334955,0.8467285277940384,0.18489947083813907,0.493169581017405,0.16865947593849434
KS,Sumner,0.1251088401081527,0.033774804087805324,0.0682370193849961,0.023097016635351266,0.8748911598918473,0.22473763805508457,0.4794464048393749,0.17070711699738783
KS,Wyandotte,0.15855376522869494,0.05686387133831131,0.08544393724114997,0.016245956649233652,0.8414462347713051,0.2173947217267753,0.5099428640527223,0.11410864899180749
KY,Allen,0.1698268356389668,0.06026893682886718,0.08987133597755635,0.019686562832543292,0.8301731643610332,0.18124213988584695,0.48132920576569604,0.16760181870949017
KY,Anderson,0.06767863133176787,0.006164038913116404,0.045454545454545456,0.016060046964106005,0.9323213686682321,0.18575981214357598,0.5769037235826904,0.1696578329419658
KY,Barren,0.23075346676685565,0.07231823667372543,0.13760047362069358,0.02083475647243664,0.7692465332331443,0.16255664093631167,0.45208006011339574,0.15460983218343693
KY,Bell,0.30321992457834324,0.048029505615183786,0.2308648626248394,0.024325556338320002,0.6967800754216568,0.16833119224234389,0.41523351705275374,0.11321536612655919
KY,Boone,0.05213999794724417,0.01788096948725092,0.028877875690972273,0.0053811527690209825,0.9478600020527558,0.23768713068723332,0.5768170554683949,0.1333558158971276
KY,Bourbon,0.13362197670946552,0.02448492087190206,0.0797252911316811,0.029411764705882353,0.8663780232905345,0.1974718821538768,0.5166716432766,0.15223449786005772
KY,Boyd,0.2374921927160733,0.06930714393400961,0.12883633779156167,0.03934871099050204,0.7625078072839266,0.1463677284572807,0.4424630096271887,0.17367706919945725
KY,Boyle,0.1435374149659864,0.04940923737916219,0.08449695667740781,0.009631220909416397,0.8564625850340136,0.16856426781238812,0.5042606516290726,0.18363766559255282
KY,Bullitt,0.135754678057423,0.04000922262942019,0.07710603596825474,0.018639419459748077,0.864245321942577,0.17144382690580784,0.5438924350168677,0.14890906001990145
KY,Calloway,0.16980684915274322,0.019285460362602203,0.12599241616305248,0.024528972627088516,0.8301931508472568,0.17753880791562981,0.48385472212347436,0.1687996208081526
KY,Campbell,0.11297614947955431,0.030615758895344316,0.06406425310212288,0.018296137482087114,0.8870238505204456,0.1772292516024395,0.5577044846088048,0.15209011430920139
KY,Carter,0.3359934280014083,0.08958259985134764,0.21538943003559832,0.03102139811446231,0.6640065719985917,0.08840902867425576,0.3487071157532371,0.22689042757109884
KY,Christian,0.14831278737607503,0.05033377633166827,0.08132838397262576,0.016650627071781006,0.851687212623925,0.24251867467118832,0.49391259184577546,0.11525594610696119
KY,Clark,0.07675771022241822,0.024942810682688863,0.04616487060055673,0.005650028939172615,0.9232422897775818,0.19777857398781798,0.5502852575586362,0.17517845823112752
KY,Clay,0.32629312554467627,0.10483416209565796,0.1972625211462552,0.024196442302763112,0.6737068744553237,0.13938586148562054,0.4003178346234685,0.13400317834623468
KY,Daviess,0.13281832282497028,0.044366778800636546,0.06109622706121709,0.027355316963116653,0.8671816771750297,0.19584835727091432,0.5199625324819209,0.15137078742219448
KY,Fayette,0.14357637154193514,0.034668480240319995,0.09478715757784775,0.014120733723767378,0.8564236284580649,0.17787096337505198,0.5491002504407693,0.12945241464224358
KY,Floyd,0.2738196170150563,0.06949276421575792,0.1654436485893875,0.03888320420991083,0.7261803829849437,0.13422014325391024,0.42283291916386495,0.16912732056716853
KY,Franklin,0.14001257172982948,0.03846543788146076,0.08859014133057566,0.012956992517793054,0.8599874282701705,0.15538252529553703,0.525437475921082,0.17916742705355151
KY,Grant,0.09153846153846154,0.02854251012145749,0.062388663967611335,0.0006072874493927126,0.9084615384615384,0.22870445344129556,0.5470850202429149,0.13267206477732793
KY,Graves,0.1496502723176025,0.04271377622957618,0.09341737856293716,0.01351911752508916,0.8503497276823975,0.22280279782145918,0.4555583202012662,0.1719886096596721
KY,Grayson,0.1825676815706726,0.04912186517370964,0.09820538384845463,0.035240432548508324,0.8174323184293274,0.18571209448577344,0.4845080144182836,0.14721220952527034
KY,Greenup,0.12984655529398417,0.025299940437359957,0.07873613750460902,0.025810477352015204,0.8701534447060159,0.19196187991037242,0.4902856170405877,0.18790594775505573
KY,Hardin,0.1109095262653798,0.03769431960509836,0.05924445590510573,0.013970750755175716,0.8890904737346202,0.2135581669490901,0.535585353274884,0.13994695351064615
KY,Harlan,0.33084228553635375,0.11439358555192278,0.19601432352483264,0.02043437645959832,0.6691577144636462,0.11672894286159116,0.3921454149151487,0.16028335668690644
KY,Henderson,0.08593337465849347,0.010836375324287715,0.0590949789930436,0.016002020341162156,0.9140666253415065,0.21872488922561242,0.5145671189475859,0.1807746171683082
KY,Hopkins,0.19252990295644323,0.06296547054840894,0.11108102008575942,0.01848341232227488,0.8074700970435568,0.1712480252764613,0.46885578876100203,0.16736628300609344
KY,Jefferson,0.14042673738299738,0.044137377489071886,0.08050015541330102,0.015789204480624486,0.8595732626170026,0.1769075507257211,0.5289376943485953,0.1537280175426862
KY,Jessamine,0.17094629949031995,0.059301176333791984,0.09079281409275014,0.020852309063777833,0.8290537005096801,0.17676014030735837,0.5088661072459836,0.14342745295633805
KY,Johnson,0.2522232370331202,0.056289958179108784,0.18444455126664425,0.011488727587367206,0.7477767629668798,0.15940008652598184,0.4736816805268471,0.11469499591405086
KY,Kenton,0.1335481518236655,0.04827437781351444,0.06936564777340037,0.0159081262367507,0.8664518481763345,0.18353828770931352,0.5478708458627514,0.13504271460426967
KY,Knox,0.41374970235058,0.12654352484947443,0.2152600605503963,0.07194611695070925,0.58625029764942,0.10123481987957955,0.3212232540735449,0.16379222369629554
KY,Laurel,0.1858343533251734,0.06343533251733986,0.1035985312117503,0.01880048959608323,0.8141656466748266,0.16199102407180743,0.4994206446348429,0.15275397796817625
KY,Letcher,0.3326030007144558,0.11364610621576565,0.17537508930697784,0.043581805191712314,0.6673969992855442,0.07916170516789711,0.4165277447011193,0.17170754941652774
KY,Lincoln,0.19167200512491991,0.016912235746316465,0.14358317317958574,0.031176596199017723,0.8083279948750801,0.2358744394618834,0.4306641042067051,0.14178945120649156
KY,Logan,0.18319549147332212,0.08885310693112787,0.07886262167898704,0.015479762863207201,0.8168045085266779,0.15260191758764546,0.5028178291736808,0.1613847617653517
KY,McCracken,0.18725189462287983,0.06688319499578972,0.09701672079874894,0.02335197882834115,0.8127481053771202,0.15821604715505835,0.4731143991338867,0.18141765908817514
KY,Madison,0.17479651788038988,0.04256427091705627,0.11836489806083521,0.013867348902498387,0.8252034821196101,0.17850957130081394,0.5126164574300689,0.13407745338872726
KY,Marshall,0.18044532982039008,0.0599235292227613,0.10307489637888378,0.01744690421874498,0.8195546701796099,0.1427561610384603,0.4684959676123767,0.20830254152877292
KY,Meade,0.24444743120190854,0.09761096737340816,0.1358825308289372,0.010953932999563187,0.7555525687980915,0.1797990658916031,0.43694768320956956,0.1388058196969188
KY,Mercer,0.1044224297293454,0.016590036498080295,0.06114613452149595,0.02668625870976916,0.8955775702706545,0.1598331516329336,0.558657629046784,0.1770867895909371
KY,Montgomery,0.18529000823988823,0.07605775086877083,0.08082255579837352,0.028409701572743883,0.8147099917601118,0.1492136280586107,0.5182173180955111,0.14727904560599003
KY,Muhlenberg,0.2345166163141994,0.10213540236198847,0.10134578412524031,0.031035429826970613,0.7654833836858006,0.11933534743202417,0.46968552595440816,0.1764625102993683
KY,Nelson,0.09184332988624612,0.019195966907962773,0.05991468459152016,0.012732678386763185,0.9081566701137539,0.20471389176146157,0.551555498104102,0.1518872802481903
KY,Ohio,0.14291228822646365,0.02500536135535063,0.09749088569590393,0.020416041175209093,0.8570877117735364,0.19674029594681536,0.5004074630066481,0.15993995282007292
KY,Oldham,0.02633030897498774,0.001701201569396763,0.014897008337420303,0.009732099068170671,0.9736696910250122,0.2540614271701815,0.5855505149583129,0.1340577488965179
KY,Perry,0.36259569814072184,0.13168064163324827,0.21523878964637258,0.015676266861100983,0.6374043018592782,0.10889537003281079,0.4035727305869486,0.12493620123951878
KY,Pike,0.31328200192492783,0.10225287848001996,0.16778954122553738,0.04323958221937048,0.6867179980750722,0.10590667664777385,0.4264784515025131,0.15433286992478523
KY,Pulaski,0.19338617707876432,0.05410740021304593,0.094319819537565,0.044958957328153394,0.8066138229212356,0.16213421893602356,0.4984648160912338,0.14601478789397832
KY,Rowan,0.17980272428370128,0.055894786284640674,0.1032409581963363,0.020666979802724285,0.8201972757162987,0.18276186002818223,0.5054015969938939,0.13203381869422265
KY,Scott,0.10547642218879943,0.038379191365124306,0.05669291338582677,0.010404317437848358,0.8945235778112006,0.21597805892240998,0.5572679819516942,0.12127753693709635
KY,Shelby,0.08229921992262647,0.017504175210874575,0.058156987928884005,0.0066380567828678945,0.9177007800773735,0.20269327526795342,0.555398177705431,0.15960932710398917
KY,Taylor,0.13667480683774372,0.033428079586852955,0.07314143880859922,0.030105288442291524,0.8633251931622563,0.16882181032066937,0.5164738380239401,0.17802954481764682
KY,Warren,0.1437362100425246,0.05448798699067818,0.08041501568905889,0.008833207362787537,0.8562637899574754,0.18744417214447676,0.5454295595611645,0.1233900582518342
KY,Wayne,0.21704580866313494,0.061389841071985043,0.1307780201516568,0.024877947439493092,0.7829541913368651,0.13690661680689728,0.46748727537135143,0.1785602991586164
KY,Whitley,0.3277491408934708,0.10461053837342497,0.1845647193585338,0.03857388316151203,0.6722508591065293,0.16280068728522337,0.38536655211912946,0.1240836197021764
KY,Woodford,0.056325301204819274,0.0058734939759036145,0.02944277108433735,0.021009036144578313,0.9436746987951807,0.21886295180722892,0.5297816265060241,0.19503012048192772
LA,Acadia Parish,0.1922476771402227,0.0664586140861054,0.10277324632952692,0.023015816724590396,0.8077523228597773,0.19146747996311794,0.4777998439605646,0.13848499893609476
LA,Allen Parish,0.18128686912824996,0.07455757046100066,0.08941446362246012,0.017314835044789163,0.81871313087175,0.20734105309154469,0.45777802053746997,0.15359405724273542
LA,Ascension Parish,0.11989854014025333,0.0409687374843923,0.0692000219882049,0.009729780667656136,0.8801014598597466,0.2246252189004327,0.531486324121846,0.1239899168374679
LA,Assumption Parish,0.1766452492211838,0.03923286604361371,0.1321553738317757,0.005257009345794392,0.8233547507788161,0.1730432242990654,0.47444509345794394,0.17586643302180685
LA,Avoyelles Parish,0.3303591283077607,0.1319490771625528,0.15421392039137202,0.04419613075383589,0.6696408716922393,0.12630642650655993,0.4020736046253058,0.14126084056037358
LA,Beauregard Parish,0.16484858578288505,0.05173897354761706,0.09559497043883754,0.017514641796430454,0.8351514142171149,0.18652677158797568,0.4989868709578927,0.14963777167124656
LA,Bossier Parish,0.1694490027770765,0.05125757384498864,0.10235735925271396,0.015834069679373897,0.8305509972229235,0.19811916182782124,0.5004575864680636,0.13197424892703863
LA,Caddo Parish,0.23726375706597533,0.08174890813466995,0.13277694470068244,0.022737904230622944,0.7627362429340246,0.15460987946855997,0.44742214858112156,0.16070421488434317
LA,Calcasieu Parish,0.18845344490381996,0.05931225707424554,0.10291387121530958,0.026227316614264848,0.81154655509618,0.18784937984304212,0.492189240710024,0.1315079345431139
LA,De Soto Parish,0.21960242134369629,0.0729766086241686,0.11916149764591585,0.02746431507361184,0.7803975786563037,0.17947089156266346,0.43927957551752483,0.1616471115761154
LA,East Baton Rouge Parish,0.1917604156464181,0.06359289975331814,0.1093964608099274,0.01877105508317256,0.8082395843535819,0.16210848079958637,0.5090188074993109,0.13711229605468456
LA,Evangeline Parish,0.278098217486232,0.10437644605207416,0.1408413986378597,0.03288037279629811,0.721901782513768,0.15954638772118487,0.43832893407631895,0.12402646071626422
LA,Grant Parish,0.1951870171733452,0.0679153003945979,0.08064247207247263,0.046629244706274664,0.8048129828266548,0.1696215194797977,0.49952759406435837,0.13566386928249874
LA,Iberia Parish,0.24769011560438914,0.10383830074768277,0.12331624484040131,0.020535570016305068,0.7523098843956109,0.1572484098888024,0.44925598954125473,0.1458054849655537
LA,Iberville Parish,0.2007915173237754,0.041741338112305855,0.11043906810035842,0.04861111111111111,0.7992084826762246,0.18025686977299882,0.4854017323775388,0.13354988052568698
LA,Jefferson Parish,0.17257082905859905,0.052914633750052224,0.09676992567765176,0.022886269630895073,0.8274291709414009,0.1699688505336261,0.49688969560797164,0.16057062479980316
LA,Jefferson Davis Parish,0.13645242596093257,0.03027725267800882,0.09977945809703843,0.006395715185885318,0.8635475740390675,0.2226843100189036,0.4807498424700693,0.16011342155009453
LA,Lafayette Parish,0.18428625046916053,0.07198381917511155,0.0943158597105801,0.01798657158346887,0.8157137495308395,0.1678301847449852,0.5248175486884357,0.12306601609741857
LA,Lafourche Parish,0.145600584154801,0.03959735044072393,0.07646169091952225,0.029541542794554843,0.854399415845199,0.1944922547332186,0.51061388410786,0.14929327700412037
LA,Lincoln Parish,0.2565591959274246,0.04638210851498934,0.19692816429534873,0.013248923117086543,0.7434408040725754,0.15504938432754645,0.45803419919070615,0.13035722055432275
LA,Livingston Parish,0.11866813512596194,0.04108915348862983,0.06367710519571376,0.013901876441618354,0.881331864874038,0.21523318718007328,0.5456573087020067,0.1204413689919581
LA,Morehouse Parish,0.3494425332614913,0.11907821113275584,0.1737472541136486,0.056617068015086834,0.6505574667385087,0.1265801798814606,0.3707464666141667,0.15323082024288143
LA,Natchitoches Parish,0.214107459634986,0.05333894584924381,0.13313689527646652,0.027631618509275684,0.785892540365014,0.1874079196608437,0.4348296701644668,0.16365495053970353
LA,Orleans Parish,0.24813885653957923,0.07418724626955017,0.14335430294191273,0.030597307328116326,0.7518611434604208,0.1269468540145191,0.48943447360114933,0.13547981584475233
LA,Ouachita Parish,0.26329414650836996,0.0786964409066553,0.158135301067147,0.026462404534567687,0.73670585349163,0.16752206276347814,0.4370267077256793,0.1321570830024726
LA,Plaquemines Parish,0.07310488962424348,0.01071102015935908,0.04489049505812688,0.017503374406757522,0.9268951103757566,0.17268254452039883,0.6029956023860321,0.15121696346932556
LA,Pointe Coupee Parish,0.18017351868283546,0.04594301488711427,0.06694271911663216,0.06728778467908902,0.8198264813171645,0.22577146800749284,0.4531696736665681,0.14088533964310362
LA,Rapides Parish,0.19900183662061807,0.07508584205062685,0.10483909606324363,0.019076898506747583,0.8009981633793819,0.1745188852511379,0.47819212648726345,0.1482871516409806
LA,Richland Parish,0.24778181084896148,0.06599112724339584,0.12436983262754588,0.057420850978019765,0.7522181891510386,0.19545271224037103,0.4423774954627949,0.11438798144787256
LA,Sabine Parish,0.19437864431486881,0.07010750728862973,0.10017310495626822,0.024098032069970847,0.8056213556851312,0.17005284256559766,0.4633746355685131,0.17219387755102042
LA,St. Bernard Parish,0.2663196654241295,0.10435039549049914,0.1452404764069461,0.016728793526684244,0.7336803345758706,0.1909719065369579,0.44915446858805347,0.09355395945085918
LA,St. Charles Parish,0.09975226445769142,0.03361848726484478,0.05858558488813192,0.0075481923047147174,0.9002477355423086,0.2154137957730123,0.5399473561972594,0.14488658357203685
LA,St. James Parish,0.1641523906929174,0.04965481973919714,0.09572999232932754,0.01876757862439274,0.8358476093070826,0.17110713372538994,0.4814625415494758,0.18327793403221682
LA,St. John the Baptist Parish,0.10134923125196109,0.03026719123361734,0.053655475368685285,0.017426564649658468,0.898650768748039,0.21375298689387173,0.547295503367044,0.13760227848712317
LA,St. Landry Parish,0.2712832917828845,0.09582109446350554,0.13844938661664158,0.037012810702737396,0.7287167082171155,0.1711302544862143,0.42551773504800927,0.1320687186828919
LA,St. Martin Parish,0.1640477442218198,0.033491052826294374,0.09694880931518586,0.03360788208033958,0.8359522557781802,0.20219249566758182,0.5045466051365929,0.12921315497400548
LA,St. Mary Parish,0.22713417838599145,0.07252317588446743,0.12267978390195708,0.03193121859956696,0.7728658216140085,0.16707658026949193,0.45590801118328395,0.14988123016123267
LA,St. Tammany Parish,0.1397598761521709,0.04565576750793728,0.07913291525944696,0.014971193384786658,0.8602401238478291,0.19243268773029362,0.5028094415227585,0.16499799459477696
LA,Tangipahoa Parish,0.15385899927131405,0.045975528297303864,0.08195439640514939,0.02592907456886082,0.8461410007286859,0.20408519553072627,0.5073172212776293,0.13473858392033033
LA,Terrebonne Parish,0.14561367495847874,0.030464478324966876,0.08948998824341725,0.025659208390094612,0.8543863250415212,0.22011868550208072,0.5030884356280441,0.13117920391139642
LA,Union Parish,0.25024533856722275,0.04043179587831207,0.1521099116781158,0.0577036310107949,0.7497546614327772,0.08326790971540726,0.4414131501472031,0.22507360157016684
LA,Vermilion Parish,0.2196830985915493,0.07292253521126761,0.13246478873239437,0.014295774647887324,0.7803169014084507,0.18086267605633802,0.46515845070422535,0.13429577464788733
LA,Vernon Parish,0.18974426633243177,0.04536359038634914,0.11130901334740638,0.033071662598676256,0.8102557336675682,0.20762143501110453,0.5049145722013325,0.09771972645513116
LA,Washington Parish,0.24721978517060678,0.09138548360325327,0.11649633651862566,0.03933796504872786,0.7527802148293932,0.13691224242999075,0.45562326607070874,0.16024470632869373
LA,Webster Parish,0.26893863966091086,0.09060393138565699,0.15435382470912867,0.023980883566125225,0.7310613603390891,0.14274741842801467,0.4077888089210025,0.18052513299007197
LA,West Baton Rouge Parish,0.19170984455958548,0.06571737428709881,0.11466060312371865,0.011331867148768032,0.8082901554404145,0.146941514146196,0.5164945763596377,0.14485406493458083
ME,Androscoggin,0.15901348704668022,0.05581391031531657,0.08025396118181059,0.022945615549553062,0.8409865129533198,0.15829875711249106,0.5213165882320181,0.16137116760881068
ME,Aroostook,0.15096908415046428,0.03882455523091279,0.08996343944562574,0.022181089473925747,0.8490309158495357,0.14457481146073947,0.481406128099616,0.22304997628918022
ME,Cumberland,0.07600724294434422,0.017422035885496977,0.042846248685620605,0.015738958373226638,0.9239927570556558,0.16569410990059427,0.5789114754979524,0.17938717165710907
ME,Franklin,0.08724363229796303,0.021522658188043744,0.05244400964326893,0.013276964466650361,0.9127563677020369,0.16257293595611613,0.5246147933335663,0.22556863841235456
ME,Hancock,0.11810220838567553,0.02248438837001839,0.07795801700438765,0.017659803011269504,0.8818977916143245,0.13872958654213774,0.49562146121215434,0.24754674386003242
ME,Kennebec,0.1162792624818728,0.019888129272840272,0.0763289828050549,0.020062150403977626,0.8837207375181272,0.16548580899109178,0.5353552931427388,0.18287963538429666
ME,Knox,0.09545649270468462,0.02046216263891339,0.046695058337323285,0.02829927172844795,0.9045435072953154,0.1590101554821964,0.4991810095002898,0.24635234231282918
ME,Lincoln,0.06958908761602899,0.0037355671270092824,0.04924156667421327,0.01661195381480643,0.930410912383971,0.1596671949286846,0.4922175684853973,0.2785261489698891
ME,Oxford,0.1793966126225469,0.05847792001929737,0.10401626492530884,0.016902427677940694,0.8206033873774531,0.12038456899670912,0.49540825996312826,0.20481055841761575
ME,Penobscot,0.15952561017531797,0.03410794087315228,0.1021244413887934,0.023293227913372294,0.840474389824682,0.14422138191818495,0.5229975936748024,0.17325541423169474
ME,Sagadahoc,0.09322767350029751,0.01703900037864445,0.06382863633904906,0.012360036782603992,0.9067723264997025,0.17347325147400877,0.5110618272299454,0.22223724779574835
ME,Somerset,0.15545342268834403,0.03263752505517199,0.0865744771314612,0.036241420501710836,0.8445465773116559,0.13352635095462737,0.5226660727662934,0.18835415359073515
ME,Waldo,0.13639255809218395,0.038431192894046985,0.07342648443663943,0.024534880761497544,0.863607441907816,0.1485327428673233,0.49527881703189025,0.21979588200860248
ME,Washington,0.199046523097156,0.042281768864047345,0.12082853855005754,0.03593621568305112,0.800953476902844,0.14959723820483314,0.43116883116883115,0.22018740752917967
ME,York,0.07967916711935343,0.020037883976778352,0.043684665492042946,0.015956617650532124,0.9203208328806466,0.15963230813560764,0.5609001459619554,0.19978837878308353
MD,Allegany,0.14549341171362248,0.03627315085422268,0.09407304731207936,0.01514721354732043,0.8545065882863775,0.14831577013644182,0.5046009452395664,0.20158987291036926
MD,Anne Arundel,0.058173805452447484,0.014793691176266143,0.034512240897526796,0.008867873378654544,0.9418261945475526,0.21079750038231082,0.5832325422974796,0.14779615186776215
MD,Baltimore,0.09792436873263259,0.03277274374773469,0.049092666425033224,0.016058958559864684,0.9020756312673675,0.1881925818533285,0.5511840038661351,0.16269904554790382
MD,Calvert,0.04881701108116202,0.019413425747657552,0.022600864245069095,0.006802721088435374,0.951182988918838,0.21227484704573654,0.5762632096863903,0.16264493218671117
MD,Caroline,0.15179381692782382,0.05547825034787343,0.08418537116582975,0.012130195414120637,0.8482061830721762,0.1845241696412366,0.5102849537177083,0.15339705971323128
MD,Carroll,0.04690711358004392,0.009319177422575075,0.025408998555439415,0.012178937602029432,0.953092886419956,0.2127438430009278,0.57738969077008,0.16295935264894829
MD,Cecil,0.1261440976296644,0.03848861769537667,0.07475749041696003,0.0128979895173277,0.8738559023703356,0.1778240632089494,0.5417742314010796,0.15425760776030667
MD,Charles,0.054185268192442425,0.008339892686971622,0.03582308371738099,0.010022291788089817,0.9458147318075576,0.22344062633315107,0.6036207632083351,0.11875334226607141
MD,Dorchester,0.12845123091305702,0.046930507946400746,0.056933624181988156,0.02458709878466812,0.871548769086943,0.14372078529136803,0.5099407915238392,0.21788719227173575
MD,Frederick,0.06762095661394106,0.022618995744186386,0.03466018853399567,0.010341772335759001,0.9323790433860589,0.21252923148430578,0.5811110142780368,0.13873879762371635
MD,Garrett,0.07444905552375501,0.012342587292501431,0.04303806525472238,0.019068402976531198,0.925550944476245,0.1651402404121351,0.5393889524899829,0.22102175157412707
MD,Harford,0.0782980384353403,0.026335325766678658,0.03975555062336887,0.01220716204529278,0.9217019615646597,0.19649704196355455,0.5694889829405867,0.15571593666051844
MD,Howard,0.06432144148487405,0.019543208388574183,0.03263227672652766,0.012145956369772207,0.9356785585151259,0.22129384114740266,0.5809208147523202,0.13346390261540317
MD,Montgomery,0.0864305797295488,0.027387487328577168,0.045789262284107644,0.01325383011686399,0.9135694202704512,0.20018170342176234,0.5621655222538875,0.15122219459480138
MD,Prince George's,0.11542274722865409,0.034516023807104695,0.06738073720742448,0.013525986214124907,0.8845772527713459,0.1867478061849275,0.5653866515510446,0.13244279503537376
MD,Queen Anne's,0.09247558874210224,0.030679950088138012,0.04658440452375765,0.01521123413020658,0.9075244112578977,0.18356473687337835,0.5388698528392323,0.18508982154528708
MD,St. Mary's,0.07271769318009305,0.01678856234539788,0.04621319688161384,0.009715933953081327,0.927282306819907,0.22544896009144408,0.5741509720398996,0.12768237468856325
MD,Somerset,0.16996108152396558,0.06646866038508809,0.08930766079475624,0.014184760344121262,0.8300389184760344,0.16821999180663663,0.46528062269561654,0.19653830397378125
MD,Talbot,0.08507905931455173,0.018968884608181504,0.04585707788212002,0.020253096824250208,0.9149209406854483,0.14843352864060785,0.48602081493966875,0.28046659710517163
MD,Washington,0.16930836740104085,0.04914819103961156,0.10117760321468934,0.018982573146739963,0.8306916325989592,0.1721547069246976,0.49328877788784864,0.16524814778641292
MD,Wicomico,0.1374485678903847,0.0317480925178764,0.08773419086805417,0.01796628450445412,0.8625514321096153,0.19759916909679223,0.5204729756721128,0.14447928734071025
MD,Worcester,0.0949629036257176,0.02391714825198833,0.05000858270870287,0.021037172665026416,0.9050370963742824,0.14577253914668803,0.49909404741469743,0.26017050981289697
MD,Baltimore city,0.22993172672604784,0.07157932811864177,0.1275181986707058,0.030834199936700276,0.7700682732739521,0.13487724374915225,0.5154243342225437,0.11976669530225618
MA,Barnstable,0.07434157221142872,0.014183532117684982,0.04050321917390509,0.01965482091983865,0.9256584277885713,0.1278478145337643,0.4960794905080109,0.3017311227467961
MA,Berkshire,0.0975244299674267,0.014796416938110749,0.06195439739413681,0.020773615635179155,0.9024755700325733,0.15059446254071662,0.5249592833876221,0.22692182410423453
