"GEO_ID","NAME","B25034_001E","B25034_001M","B25034_002E","B25034_002M","B25034_003E","B25034_003M","B25034_004E","B25034_004M","B25034_005E","B25034_005M","B25034_006E","B25034_006M","B25034_007E","B25034_007M","B25034_008E","B25034_008M","B25034_009E","B25034_009M","B25034_010E","B25034_010M","B25034_011E","B25034_011M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Built 2020 or later","Margin of Error!!Total:!!Built 2020 or later","Estimate!!Total:!!Built 2010 to 2019","Margin of Error!!Total:!!Built 2010 to 2019","Estimate!!Total:!!Built 2000 to 2009","Margin of Error!!Total:!!Built 2000 to 2009","Estimate!!Total:!!Built 1990 to 1999","Margin of Error!!Total:!!Built 1990 to 1999","Estimate!!Total:!!Built 1980 to 1989","Margin of Error!!Total:!!Built 1980 to 1989","Estimate!!Total:!!Built 1970 to 1979","Margin of Error!!Total:!!Built 1970 to 1979","Estimate!!Total:!!Built 1960 to 1969","Margin of Error!!Total:!!Built 1960 to 1969","Estimate!!Total:!!Built 1950 to 1959","Margin of Error!!Total:!!Built 1950 to 1959","Estimate!!Total:!!Built 1940 to 1949","Margin of Error!!Total:!!Built 1940 to 1949","Estimate!!Total:!!Built 1939 or earlier","Margin of Error!!Total:!!Built 1939 or earlier",
"0500000US17021","Christian County, Illinois","15242","245","0","25","353","123","1245","202","1426","282","1162","193","2589","344","1354","197","1614","228","1239","208","4260","332",
"0500000US17023","Clark County, Illinois","7378","52","0","19","300","111","864","214","584","161","574","133","1111","202","833","171","767","182","544","150","1801","229",
"0500000US17025","Clay County, Illinois","6171","59","1","2","387","115","681","161","918","175","624","166","789","171","396","111","781","167","617","178","977","239",
"0500000US17027","Clinton County, Illinois","15575","147","0","25","831","165","2377","283","1852","209","1976","248","2390","258","1649","178","1234","184","898","193","2368","278",
"0500000US17029","Coles County, Illinois","22852","191","0","25","665","200","1491","345","3128","396","2770","375","3625","457","2386","305","2480","302","1018","199","5289","447",
"0500000US17031","Cook County, Illinois","2253936","976","865","214","69562","2107","169466","3577","148038","2769","163179","3314","278170","4111","283035","4005","333984","3679","166667","2910","640970","5296",
"0500000US17033","Crawford County, Illinois","8497","257","0","19","375","143","709","147","971","193","576","125","1170","188","842","164","1368","209","757","162","1729","234",
"0500000US17035","Cumberland County, Illinois","4736","57","0","19","156","70","509","106","495","103","457","107","736","121","627","176","440","101","312","84","1004","154",
"0500000US17037","DeKalb County, Illinois","41289","158","24","24","977","227","8341","597","6660","643","3233","458","7003","588","4324","562","2752","373","1201","229","6774","542",
"0500000US17039","De Witt County, Illinois","7350","45","0","19","187","70","541","103","626","150","451","140","1192","206","938","167","746","155","708","168","1961","187",
"0500000US17041","Douglas County, Illinois","8463","32","56","66","559","132","678","127","906","153","685","138","1382","193","902","153","1084","167","365","81","1846","195",
"0500000US17043","DuPage County, Illinois","364157","344","242","99","13327","850","29716","1025","57082","1360","62986","1815","85310","1823","47896","1426","37850","1229","8988","741","20760","806",
"0500000US17045","Edgar County, Illinois","8306","66","0","19","275","114","518","128","679","162","523","134","1341","193","807","162","1231","230","409","121","2523","256",
"0500000US17047","Edwards County, Illinois","3053","31","14","17","136","62","307","88","230","61","270","82","558","99","234","60","406","94","269","64","629","108",
"0500000US17049","Effingham County, Illinois","15237","54","33","30","1141","166","1552","224","2292","307","1901","250","2556","287","1404","213","1349","196","753","158","2256","291",
"0500000US17051","Fayette County, Illinois","8887","110","8","12","456","127","751","175","973","163","789","154","1079","159","840","137","1062","161","645","131","2284","228",
"0500000US17053","Ford County, Illinois","6281","69","0","19","190","86","220","70","352","104","417","102","684","123","702","153","1026","161","491","134","2199","243",
"0500000US17055","Franklin County, Illinois","18521","66","27","32","697","123","1695","195","1787","200","1465","232","2710","309","2072","253","2095","276","1932","269","4041","360",
"0500000US17057","Fulton County, Illinois","15884","161","6","8","473","163","888","128","1122","207","972","167","2981","289","1417","201","1860","281","1316","208","4849","306",
"0500000US17059","Gallatin County, Illinois","2528","19","0","17","75","34","210","65","184","68","316","71","525","91","341","85","269","70","226","81","382","69",
"0500000US17061","Greene County, Illinois","5858","47","14","17","106","49","296","77","520","100","514","118","615","110","571","134","484","97","379","95","2359","177",
"0500000US17063","Grundy County, Illinois","21046","72","19","29","1515","283","5129","367","3489","392","1854","312","2895","366","1565","283","1239","246","560","110","2781","293",
"0500000US17065","Hamilton County, Illinois","3847","37","31","42","144","85","411","133","392","106","452","128","426","131","311","106","491","162","479","133","710","154",
"0500000US17067","Hancock County, Illinois","8980","55","0","19","257","98","694","111","872","155","558","106","1412","195","934","156","905","156","455","95","2893","263",
"0500000US17069","Hardin County, Illinois","2239","97","0","12","108","51","106","50","255","78","341","92","323","76","216","78","200","82","204","61","486","112",
"0500000US17071","Henderson County, Illinois","3423","39","0","17","19","15","183","53","606","109","313","99","669","98","293","63","243","67","118","50","979","133",
"0500000US17073","Henry County, Illinois","22204","76","9","14","412","120","1194","186","1717","296","1332","252","4066","364","2382","308","2534","320","1777","276","6781","415",
"0500000US17075","Iroquois County, Illinois","12865","52","0","22","178","62","826","136","1117","196","1029","197","2013","234","1300","177","1704","184","878","142","3820","241",
"0500000US17077","Jackson County, Illinois","27898","355","0","28","1611","260","3549","357","3672","411","3588","423","4872","478","3662","534","2199","375","1355","318","3390","424",
"0500000US17079","Jasper County, Illinois","4235","37","0","17","310","96","510","131","519","150","306","84","697","148","300","84","417","124","360","89","816","157",
"0500000US17081","Jefferson County, Illinois","16657","167","13","14","748","100","1880","179","2604","236","1855","235","2942","253","1468","216","1945","243","1102","185","2100","247",
"0500000US17083","Jersey County, Illinois","9817","88","22","24","444","160","1528","225","1220","252","1050","223","1339","266","924","183","921","222","464","163","1905","278",
"0500000US17085","Jo Daviess County, Illinois","13425","83","51","55","411","137","1788","227","2051","223","1630","206","1641","263","965","170","638","152","565","113","3685","284",
"0500000US17087","Johnson County, Illinois","5534","111","12","14","351","89","942","160","945","149","669","134","1110","167","490","108","322","76","325","92","368","70",
"0500000US17089","Kane County, Illinois","187852","197","395","255","9552","893","39770","1439","32884","1357","17386","868","23676","1142","16760","1181","16772","967","5205","593","25452","1104",
"0500000US17091","Kankakee County, Illinois","45288","182","0","28","1305","237","5445","447","5230","498","3280","367","8213","559","6259","563","5153","393","2576","299","7827","477",
"0500000US17093","Kendall County, Illinois","44443","80","17","30","3102","607","19836","983","7036","779","3158","763","4309","585","2507","423","1653","438","506","221","2319","508",
"0500000US17095","Knox County, Illinois","23839","195","0","28","470","170","804","145","1606","234","1249","218","4281","351","1965","231","3850","436","1074","145","8540","443",
"0500000US17097","Lake County, Illinois","268508","387","280","126","9638","610","38592","1208","52588","1434","38424","1370","42252","1271","24663","1009","27778","1104","10455","791","23838","995",
"0500000US17099","LaSalle County, Illinois","49825","169","5","8","1055","174","4647","384","5309","453","3447","434","6236","514","4930","497","7305","526","3991","358","12900","658",
"0500000US17101","Lawrence County, Illinois","6361","192","0","19","62","36","371","134","742","205","625","130","813","151","618","112","763","147","457","115","1910","238",
"0500000US17103","Lee County, Illinois","14999","173","0","25","213","100","1034","203","1534","234","816","182","2362","342","1640","246","1595","215","1067","183","4738","342",
"0500000US17105","Livingston County, Illinois","15925","124","2","4","471","136","897","171","1312","200","914","186","2261","294","1846","230","1784","254","989","188","5449","335",
"0500000US17107","Logan County, Illinois","11981","213","0","22","182","76","571","151","1001","177","810","156","1814","199","1811","210","1547","194","748","137","3497","265",
"0500000US17109","McDonough County, Illinois","13714","164","0","22","323","108","1232","291","1482","314","1168","272","2367","269","1405","199","1595","217","697","161","3445","331",
"0500000US17111","McHenry County, Illinois","119465","148","78","74","4062","513","25576","930","28243","1169","14918","854","15981","907","8476","758","9891","717","2862","396","9378","703",
"0500000US17113","McLean County, Illinois","74487","711","69","75","4317","516","11124","783","13204","794","7713","595","12618","898","6897","573","5090","506","3112","392","10343","616",
"0500000US17115","Macon County, Illinois","49832","168","61","70","914","212","3286","356","3750","457","3749","464","8626","574","6921","579","9386","571","4291","373","8848","556",
"0500000US17117","Macoupin County, Illinois","21114","83","29","27","715","168","1868","268","2210","313","1493","209","3085","292","1946","247","2131","286","1660","222","5977","448",
"0500000US17119","Madison County, Illinois","118518","604","140","78","5325","553","13328","819","14189","806","11316","902","14847","787","16251","976","16307","812","9162","704","17653","848",
"0500000US17121","Marion County, Illinois","17470","129","3","4","741","137","1962","215","2065","225","1747","215","2849","269","1791","234","1959","232","1460","207","2893","248",
"0500000US17123","Marshall County, Illinois","5835","67","1","3","92","33","381","76","494","94","382","94","1140","132","560","91","668","119","495","99","1622","134",
"0500000US17125","Mason County, Illinois","6688","60","0","19","184","80","383","84","481","108","416","111","1356","157","690","114","868","142","492","111","1818","158",
"0500000US17127","Massac County, Illinois","6840","45","0","19","232","91","612","139","1146","221","835","180","1258","229","779","151","878","205","323","113","777","187",
"0500000US17129","Menard County, Illinois","5608","45","4","6","358","107","576","141","899","145","436","121","913","140","427","95","354","77","184","57","1457","156",
"0500000US17131","Mercer County, Illinois","7299","61","0","19","191","69","475","105","591","134","321","92","1283","170","603","134","788","150","504","118","2543","184",
"0500000US17133","Monroe County, Illinois","14438","54","29","30","1527","346","2825","306","2721","312","1459","223","1339","250","1479","289","1048","235","563","181","1448","212",
"0500000US17135","Montgomery County, Illinois","12581","444","10","18","470","149","908","187","1327","226","1018","175","1663","269","1283","233","1253","195","1002","164","3647","346",
"0500000US17137","Morgan County, Illinois","15082","148","0","25","418","144","991","199","1550","247","1006","171","2561","296","2088","270","1816","264","979","184","3673","349",
"0500000US17139","Moultrie County, Illinois","6172","60","0","19","258","83","683","124","663","131","360","103","1035","174","562","109","676","118","374","134","1561","209",
"0500000US17141","Ogle County, Illinois","22637","87","16","17","333","112","2557","294","2805","300","2173","299","3777","380","2465","313","2328","328","1233","247","4950","383",
"0500000US17143","Peoria County, Illinois","84914","214","69","52","3059","379","8345","651","6694","638","5474","577","12892","806","10725","651","12040","793","6707","657","18909","825",
"0500000US17145","Perry County, Illinois","9166","111","5","5","330","98","915","192","711","150","1601","271","1459","191","688","199","711","176","740","160","2006","261",
"0500000US17147","Piatt County, Illinois","7359","35","0","19","312","113","828","166","984","171","588","156","1273","182","723","149","725","141","387","144","1539","190",
"0500000US17149","Pike County, Illinois","7332","66","0","19","189","62","537","106","717","143","418","97","921","151","1033","154","679","119","592","138","2246","204",
"0500000US17151","Pope County, Illinois","2370","91","0","12","89","40","342","96","558","97","315","78","222","76","210","72","180","85","118","51","336","82",
"0500000US17153","Pulaski County, Illinois","2876","32","0","17","96","49","233","73","243","63","327","83","412","77","481","105","264","68","245","68","575","100",
"0500000US17155","Putnam County, Illinois","3069","21","0","17","105","64","374","108","359","80","354","102","579","86","214","47","188","47","146","40","750","118",
"0500000US17157","Randolph County, Illinois","13425","176","36","57","707","194","1282","203","1633","236","1448","206","2046","251","1369","189","1442","228","1126","197","2336","252",
"0500000US17159","Richland County, Illinois","7381","58","7","12","263","68","562","119","798","142","917","177","1314","167","761","137","1079","207","441","132","1239","213",
"0500000US17161","Rock Island County, Illinois","66667","208","81","50","2374","288","3725","453","4265","403","4416","523","9064","646","9275","541","10191","654","6539","593","16737","619",
"0500000US17163","St. Clair County, Illinois","115125","292","142","117","6914","597","15504","820","14653","1011","13371","865","13252","740","12897","940","16522","1063","6367","655","15503","805",
"0500000US17165","Saline County, Illinois","11593","70","0","22","536","154","1022","203","1186","202","1322","231","1806","269","1100","190","1246","238","1314","250","2061","227",
"0500000US17167","Sangamon County, Illinois","92702","193","36","36","3844","439","9257","659","12042","761","8140","716","16056","753","11109","702","10493","712","5675","489","16050","772",
"0500000US17169","Schuyler County, Illinois","3342","170","0","17","136","64","281","85","353","106","258","86","669","145","227","69","243","82","288","104","887","162",
"0500000US17171","Scott County, Illinois","2403","43","4","6","127","63","187","56","186","47","117","35","299","71","306","67","169","37","142","43","866","93",
"0500000US17173","Shelby County, Illinois","10075","49","15","25","285","115","878","182","1111","160","875","183","1504","222","1123","177","1100","173","429","140","2755","266",
"0500000US17175","Stark County, Illinois","2588","41","0","17","36","26","49","26","196","41","82","32","431","87","278","79","366","73","200","56","950","99",
"0500000US17177","Stephenson County, Illinois","21449","96","0","25","327","95","1062","154","2210","265","1915","280","2834","373","2197","282","2378","314","1115","199","7411","400",
"0500000US17179","Tazewell County, Illinois","58606","163","40","32","2521","330","5816","460","4874","475","2912","343","11189","667","8060","623","9275","761","4586","445","9333","573",
"0500000US17181","Union County, Illinois","7860","95","0","19","313","96","899","146","1011","167","847","179","1677","225","753","168","578","135","523","161","1259","182",
"0500000US17183","Vermilion County, Illinois","34626","147","10","17","725","168","1601","199","2386","266","2784","326","4398","348","3658","309","4092","352","2257","299","12715","518",
"0500000US17185","Wabash County, Illinois","5418","42","0","19","137","55","337","90","440","100","629","150","976","180","413","98","609","137","509","111","1368","174",
"0500000US17187","Warren County, Illinois","7613","107","3","4","133","80","401","110","266","100","370","104","1237","210","746","188","963","181","740","176","2754","272",
"0500000US17189","Washington County, Illinois","6428","59","18","28","331","91","612","109","666","106","703","144","953","130","666","126","755","117","308","80","1416","157",
"0500000US17191","Wayne County, Illinois","7707","46","8","8","372","101","736","129","889","142","918","154","1231","178","528","108","1125","147","693","150","1207","188",
"0500000US17193","White County, Illinois","6805","38","3","5","196","71","300","101","597","145","560","126","984","186","744","146","1286","171","947","159","1188","208",
"0500000US17195","Whiteside County, Illinois","25872","97","0","28","649","182","1432","175","2023","293","1610","266","4257","358","3264","328","4111","358","1943","291","6583","456",
"0500000US17197","Will County, Illinois","249401","287","220","94","10689","629","64520","1530","55795","1381","21944","927","35975","1210","19696","1076","16202","773","6656","596","17704","841",
"0500000US17199","Williamson County, Illinois","31674","138","40","48","2855","335","4402","389","4955","446","3940","532","4679","464","2763","368","2032","346","1469","234","4539","464",
"0500000US17201","Winnebago County, Illinois","125111","245","80","60","2081","397","13935","693","15737","913","12291","845","19380","1015","17143","933","17915","953","7513","652","19036","921",
"0500000US17203","Woodford County, Illinois","15677","104","23","23","705","171","2130","221","1705","262","1122","183","2909","312","1265","216","2039","326","763","159","3016","303",
"0500000US18001","Adams County, Indiana","13153","101","0","26","552","140","1356","219","1815","328","1310","222","1419","230","1454","255","1234","252","653","196","3360","381",
"0500000US18003","Allen County, Indiana","161287","215","252","102","9370","680","18225","848","22791","1012","16873","866","25398","923","20485","906","18279","988","8867","709","20747","810",
"0500000US18005","Bartholomew County, Indiana","35155","123","54","65","3397","434","3524","437","5804","610","2997","413","5637","610","4701","473","3882","469","1680","321","3479","361",
"0500000US18007","Benton County, Indiana","3804","43","0","17","148","67","117","41","239","61","211","59","438","94","372","81","421","88","271","86","1587","166",
"0500000US18009","Blackford County, Indiana","5885","41","0","19","165","79","177","63","540","134","539","180","506","109","866","181","704","154","387","118","2001","214",
"0500000US18011","Boone County, Indiana","27750","84","69","53","4977","490","5102","408","4633","438","1779","355","3556","362","1710","305","1730","305","742","203","3452","398",
"0500000US18013","Brown County, Indiana","8440","47","0","19","523","153","1363","253","1393","211","1151","246","1471","228","848","165","726","181","203","85","762","186",
"0500000US18015","Carroll County, Indiana","9494","46","24","38","429","123","731","149","1164","181","489","110","1469","237","907","163","1049","198","624","144","2608","245",
"0500000US18017","Cass County, Indiana","16387","134","0","26","279","101","884","189","1056","204","1221","210","2400","305","1470","234","1790","287","1336","239","5951","420",
"0500000US18019","Clark County, Indiana","51790","140","77","58","4738","516","8305","648","7655","600","4678","629","8347","625","6563","554","5261","509","2382","344","3784","464",
"0500000US18021","Clay County, Indiana","11657","72","67","94","510","177","1411","258","1723","256","982","197","1453","237","952","223","980","229","727","179","2852","307",
"0500000US18023","Clinton County, Indiana","13418","78","0","26","331","145","689","190","1544","243","634","172","1559","220","1515","264","1552","254","882","162","4712","321",
"0500000US18025","Crawford County, Indiana","5829","93","29","35","282","145","704","141","1453","218","833","173","921","198","338","106","222","76","166","68","881","170",
"0500000US18027","Daviess County, Indiana","12719","70","0","26","960","205","1860","227","1459","251","1016","175","1475","246","1377","229","1068","200","741","158","2763","333",
"0500000US18029","Dearborn County, Indiana","20759","68","7","12","801","217","3240","402","4164","426","2118","359","2902","394","1481","296","1366","270","863","213","3817","463",
"0500000US18031","Decatur County, Indiana","11489","53","2","3","487","146","1440","243","1657","267","1033","298","1599","281","1151","261","974","226","548","192","2598","303",
"0500000US18033","DeKalb County, Indiana","18033","72","22","24","894","185","2248","260","2743","281","1925","292","2289","318","1439","320","1352","198","649","150","4472","336",
"0500000US18035","Delaware County, Indiana","51683","204","29","35","1917","416","3539","449","5183","541","3717","442","7515","497","7877","660","7775","630","4025","454","10106","594",
"0500000US18037","Dubois County, Indiana","18481","80","16","27","1175","240","2170","260","3209","423","2789","317","2047","407","1919","342","1859","262","1306","307","1991","318",
"0500000US18039","Elkhart County, Indiana","79411","162","90","107","3895","519","8904","643","13210","892","9007","644","11761","807","7744","597","8101","677","3375","465","13324","793",
"0500000US18041","Fayette County, Indiana","10878","77","5","10","116","61","464","120","1100","227","860","175","1919","306","1233","195","1459","248","1019","204","2703","268",
"0500000US18043","Floyd County, Indiana","34111","108","27","32","1846","291","4034","367","5193","463","3735","421","4815","371","3287","352","3183","360","2456","308","5535","421",
"0500000US18045","Fountain County, Indiana","7748","38","47","35","222","82","537","130","902","194","696","192","1030","217","759","132","743","154","435","104","2377","262",
"0500000US18047","Franklin County, Indiana","9641","67","12","17","715","234","1185","237","1924","299","976","208","1315","253","1040","242","528","135","283","111","1663","254",
"0500000US18049","Fulton County, Indiana","9540","45","0","23","203","98","898","214","1081","194","718","200","1466","277","777","167","1022","184","491","142","2884","308",
"0500000US18051","Gibson County, Indiana","14576","85","107","132","1086","223","1299","205","1597","216","1552","224","2460","331","1284","193","1574","222","726","173","2891","282",
"0500000US18053","Grant County, Indiana","29877","257","0","29","672","183","1883","345","2738","414","2646","315","4191","384","4371","434","5063","492","1611","329","6702","516",
"0500000US18055","Greene County, Indiana","14446","71","0","26","566","132","1639","245","2312","320","1752","245","2160","314","1220","217","1303","205","611","179","2883","256",
"0500000US18057","Hamilton County, Indiana","132952","123","755","296","27683","1092","36160","1457","29175","1147","12777","867","11804","868","5357","566","3315","466","1622","430","4304","558",
"0500000US18059","Hancock County, Indiana","31680","66","217","138","3563","440","6344","549","6058","587","2819","426","4083","477","2543","422","1884","372","618","208","3551","512",
"0500000US18061","Harrison County, Indiana","16703","75","0","26","1085","216","2455","351","3694","405","2273","373","2085","305","1088","248","1063","258","630","222","2330","358",
"0500000US18063","Hendricks County, Indiana","65852","196","281","136","9583","890","17424","1010","14104","953","5122","711","6752","549","4051","548","4262","509","992","232","3281","402",
"0500000US18065","Henry County, Indiana","20962","144","4","6","326","117","1369","264","2066","287","1221","212","2676","285","2452","350","2717","312","2022","273","6109","384",
"0500000US18067","Howard County, Indiana","39485","116","53","51","1160","263","3090","404","4684","550","2981","431","5296","505","6575","632","5188","576","2831","433","7627","581",
"0500000US18069","Huntington County, Indiana","16168","102","19","19","638","142","1369","193","2179","246","1302","231","1660","215","1217","202","1118","182","774","198","5892","398",
"0500000US18071","Jackson County, Indiana","19027","73","0","26","1353","312","2217","346","3615","376","1766","271","2638","361","1683","269","1731","309","1092","221","2932","354",
"0500000US18073","Jasper County, Indiana","13491","66","3","5","838","201","2173","320","2521","341","1072","206","2452","276","1032","202","931","150","741","137","1728","260",
"0500000US18075","Jay County, Indiana","8939","51","12","15","243","109","568","127","1093","189","767","161","842","158","862","142","932","169","552","124","3068","281",
"0500000US18077","Jefferson County, Indiana","14389","191","48","69","397","170","1342","247","1958","342","1528","286","2590","400","2091","331","1133","210","493","207","2809","330",
"0500000US18079","Jennings County, Indiana","11650","74","20","37","548","207","1330","288","2511","408","1308","231","2052","269","1036","227","1151","242","406","119","1288","274",
"0500000US18081","Johnson County, Indiana","62781","138","148","105","6223","588","11995","980","14388","956","7866","628","7889","808","4726","565","4417","523","1310","288","3819","526",
"0500000US18083","Knox County, Indiana","16936","144","47","53","637","202","1044","291","1911","339","1587","283","2371","362","1888","305","1847","245","1143","258","4461","447",
"0500000US18085","Kosciusko County, Indiana","38079","125","129","93","2177","330","4886","491","5887","517","4458","383","5526","504","3134","418","3086","420","1653","274","7143","548",
"0500000US18087","LaGrange County, Indiana","14775","39","32","45","1036","274","2134","281","2530","346","1644","240","1844","270","1129","190","1131","207","405","131","2890","362",
"0500000US18089","Lake County, Indiana","214176","266","211","113","9454","690","22709","1103","20590","1095","13957","955","30378","1287","27904","1337","34137","1180","20244","877","34592","1192",
"0500000US18091","LaPorte County, Indiana","49656","264","8","13","1658","309","5063","493","5580","478","4064","527","6992","511","5369","560","6476","584","3786","420","10660","630",
"0500000US18093","Lawrence County, Indiana","20560","81","1","8","1149","229","2687","397","3099","358","2185","344","2446","299","2111","305","2200","366","851","218","3831","432",
"0500000US18095","Madison County, Indiana","58791","232","50","39","1312","236","4777","425","5768","561","4317","380","7885","608","9440","678","9017","643","4348","444","11877","637",
"0500000US18097","Marion County, Indiana","434596","354","431","230","21150","1400","40836","1574","56645","2038","49520","1887","55375","2242","58422","2096","57508","2104","26901","1425","67808","1661",
"0500000US18099","Marshall County, Indiana","19736","87","37","42","800","185","1862","263","3454","346","2003","263","2645","295","1428","255","1835","229","1062","173","4610","444",
"0500000US18101","Martin County, Indiana","4598","21","0","17","180","73","677","157","775","175","481","131","616","156","514","129","592","163","240","81","523","120",
"0500000US18103","Miami County, Indiana","14921","99","29","24","249","107","868","154","1407","230","1300","213","2184","312","1457","203","1442","224","623","124","5362","329",
"0500000US18105","Monroe County, Indiana","63155","384","167","108","5552","628","8916","742","12453","864","8578","730","9165","674","6990","619","4651","525","1290","256","5393","627",
"0500000US18107","Montgomery County, Indiana","16471","97","7","12","484","119","1918","330","1618","254","1349","302","2285","300","2353","400","1693","298","642","139","4122","345",
"0500000US18109","Morgan County, Indiana","29175","92","155","104","1525","306","4100","397","6179","499","2465","303","3838","406","3292","418","2774","402","1389","276","3458","385",
"0500000US18111","Newton County, Indiana","6022","46","0","19","72","48","536","155","635","181","262","99","1515","191","563","123","513","107","401","120","1525","170",
"0500000US18113","Noble County, Indiana","20068","82","12","9","1413","234","1664","296","3706","394","2096","398","2220","287","1414","278","1644","268","854","160","5045","383",
"0500000US18115","Ohio County, Indiana","2723","34","14","16","212","97","359","101","656","117","195","79","326","77","135","66","137","56","91","42","598","100",
"0500000US18117","Orange County, Indiana","9060","62","0","19","386","124","1151","203","1326","214","1340","203","1342","221","907","151","699","136","426","130","1483","196",
"0500000US18119","Owen County, Indiana","9816","33","52","63","548","144","1236","230","1654","246","956","194","1355","237","1248","271","756","185","375","160","1636","233",
"0500000US18121","Parke County, Indiana","7610","222","0","19","523","172","1037","211","836","195","484","114","1295","227","751","239","538","155","410","150","1736","250",
"0500000US18123","Perry County, Indiana","8512","89","0","19","249","84","1058","200","1156","195","992","232","1067","167","1072","207","924","156","506","115","1488","217",
"0500000US18125","Pike County, Indiana","5596","59","16","19","235","67","596","130","693","136","615","145","973","175","562","113","473","128","380","124","1053","160",
"0500000US18127","Porter County, Indiana","70944","178","105","82","4496","568","10513","748","12764","714","7619","694","13387","692","7969","649","6041","649","1975","312","6075","701",
"0500000US18129","Posey County, Indiana","11071","61","0","23","596","159","1193","239","1173","218","1128","229","2858","336","1024","197","1265","229","356","95","1478","214",
"0500000US18131","Pulaski County, Indiana","5853","41","27","32","194","99","426","101","971","182","619","173","531","129","512","116","656","141","448","120","1469","192",
"0500000US18133","Putnam County, Indiana","14890","155","19","26","705","175","1829","311","2929","342","1892","352","1708","253","1334","236","1398","282","497","116","2579","275",
"0500000US18135","Randolph County, Indiana","11415","76","0","23","293","106","665","199","701","173","681","170","1645","228","1063","188","999","139","747","157","4621","311",
"0500000US18137","Ripley County, Indiana","12243","56","16","18","392","133","1455","280","2048","268","1358","199","1786","282","933","192","1056","210","828","182","2371","249",
"0500000US18139","Rush County, Indiana","7364","38","0","19","86","56","549","187","697","161","513","125","610","159","604","141","781","160","576","176","2948","287",
"0500000US18141","St. Joseph County, Indiana","117767","268","170","127","4485","637","9926","815","14090","861","11827","760","15002","837","12719","756","18568","901","11113","813","19867","833",
"0500000US18143","Scott County, Indiana","10688","61","0","23","649","169","1410","281","1918","301","1175","335","1839","355","1255","256","688","180","572","175","1182","291",
"0500000US18145","Shelby County, Indiana","19375","75","10","14","805","223","1776","252","2807","355","1379","206","2691","332","2214","311","2184","273","1055","263","4454","345",
"0500000US18147","Spencer County, Indiana","8625","45","9","14","415","106","901","143","1773","231","1006","176","1424","212","953","158","803","164","337","99","1004","164",
"0500000US18149","Starke County, Indiana","11114","29","0","23","477","127","974","190","1404","220","913","192","2163","238","902","189","1401","217","858","149","2022","251",
"0500000US18151","Steuben County, Indiana","18924","101","12","13","1188","190","2649","347","3522","322","2019","274","2300","263","1404","272","1268","242","970","194","3592","331",
"0500000US18153","Sullivan County, Indiana","8786","99","0","23","478","166","989","210","1507","276","493","128","1116","182","909","197","719","180","548","150","2027","276",
"0500000US18155","Switzerland County, Indiana","4396","30","33","48","337","101","607","143","1300","201","323","99","442","117","193","84","348","102","72","33","741","137",
"0500000US18157","Tippecanoe County, Indiana","76982","463","156","109","8364","697","12434","789","12470","961","8579","785","7863","657","8828","749","6143","551","3313","436","8832","808",
"0500000US18159","Tipton County, Indiana","6820","45","5","6","142","68","430","130","818","195","477","152","974","223","588","147","474","157","495","175","2417","230",
"0500000US18161","Union County, Indiana","3233","26","0","17","77","47","285","81","438","104","361","101","425","102","214","73","180","70","144","53","1109","153",
"0500000US18163","Vanderburgh County, Indiana","84111","251","95","67","3731","517","8868","671","8732","723","8248","712","10767","756","7302","644","12969","815","7860","582","15539","703",
"0500000US18165","Vermillion County, Indiana","7307","81","0","19","247","82","464","125","884","181","501","118","1264","167","461","132","603","172","415","113","2468","260",
"0500000US18167","Vigo County, Indiana","46940","319","36","37","2445","378","4152","480","5659","510","4136","531","6860","672","4219","437","4982","477","3562","497","10889","586",
"0500000US18169","Wabash County, Indiana","14046","150","0","26","340","129","1036","262","1510","234","1147","234","1704","222","1209","187","1559","242","695","200","4846","407",
"0500000US18171","Warren County, Indiana","3673","47","0","17","87","46","384","88","537","110","321","128","453","108","324","92","314","90","146","57","1107","140",
"0500000US18173","Warrick County, Indiana","25974","77","7","11","2409","339","4466","402","4577","432","3140","341","4815","498","1775","308","1734","314","885","207","2166","332",
"0500000US18175","Washington County, Indiana","12111","64","115","91","642","183","1299","270","2271","282","1375","272","1638","239","1295","237","834","191","748","178","1894","284",
"0500000US18177","Wayne County, Indiana","30798","268","0","29","702","202","1831","309","2351","333","1835","308","4020","436","4649","478","4273","453","2416","409","8721","537",
"0500000US18179","Wells County, Indiana","11913","69","0","23","568","138","1086","182","1656","230","1327","231","1551","273","866","159","702","151","473","136","3684","368",
"0500000US18181","White County, Indiana","12879","50","1","3","368","126","1162","202","1523","243","1187","227","2655","297","1400","236","1308","242","827","198","2448","244",
"0500000US18183","Whitley County, Indiana","14768","62","18","24","931","185","1983","289","2352","316","1483","241","1594","250","1287","256","1117","206","665","195","3338","277",
"0500000US19001","Adair County, Iowa","3591","46","0","15","107","45","193","46","325","69","258","62","491","78","351","78","381","86","248","66","1237","141",
"0500000US19003","Adams County, Iowa","1894","46","3","6","93","44","124","45","86","32","145","51","160","64","152","53","147","38","137","45","847","86",
"0500000US19005","Allamakee County, Iowa","7662","50","5","8","402","118","975","152","1006","168","552","134","919","144","631","146","599","158","302","109","2271","214",
"0500000US19007","Appanoose County, Iowa","6337","48","22","36","242","61","449","104","551","110","415","114","1101","156","689","179","381","98","275","76","2212","230",
