"GEO_ID","NAME","B25034_001E","B25034_001M","B25034_002E","B25034_002M","B25034_003E","B25034_003M","B25034_004E","B25034_004M","B25034_005E","B25034_005M","B25034_006E","B25034_006M","B25034_007E","B25034_007M","B25034_008E","B25034_008M","B25034_009E","B25034_009M","B25034_010E","B25034_010M","B25034_011E","B25034_011M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Built 2020 or later","Margin of Error!!Total:!!Built 2020 or later","Estimate!!Total:!!Built 2010 to 2019","Margin of Error!!Total:!!Built 2010 to 2019","Estimate!!Total:!!Built 2000 to 2009","Margin of Error!!Total:!!Built 2000 to 2009","Estimate!!Total:!!Built 1990 to 1999","Margin of Error!!Total:!!Built 1990 to 1999","Estimate!!Total:!!Built 1980 to 1989","Margin of Error!!Total:!!Built 1980 to 1989","Estimate!!Total:!!Built 1970 to 1979","Margin of Error!!Total:!!Built 1970 to 1979","Estimate!!Total:!!Built 1960 to 1969","Margin of Error!!Total:!!Built 1960 to 1969","Estimate!!Total:!!Built 1950 to 1959","Margin of Error!!Total:!!Built 1950 to 1959","Estimate!!Total:!!Built 1940 to 1949","Margin of Error!!Total:!!Built 1940 to 1949","Estimate!!Total:!!Built 1939 or earlier","Margin of Error!!Total:!!Built 1939 or earlier",
"0500000US01001","Autauga County, Alabama","24170","70","71","82","2448","392","5225","566","5219","620","2378","432","4314","587","2826","437","860","238","327","123","502","199",
"0500000US01003","Baldwin County, Alabama","121763","201","441","193","16439","1146","33130","1319","28609","1517","18606","1356","10981","870","6222","699","2909","528","1721","441","2705","494",
"0500000US01005","Barbour County, Alabama","11667","141","0","24","430","124","1091","178","2551","337","1918","266","1751","236","1457","201","1000","199","580","176","889","167",
"0500000US01007","Bibb County, Alabama","9013","86","0","24","619","146","1337","230","1837","309","1446","295","1413","254","997","299","448","221","268","123","648","252",
"0500000US01009","Blount County, Alabama","24527","93","22","25","1352","292","4763","461","5545","548","3508","426","3645","503","2300","388","1173","336","974","198","1245","284",
"0500000US01011","Bullock County, Alabama","4522","60","12","18","204","139","622","190","1176","262","651","158","879","297","309","141","264","125","110","72","295","128",
"0500000US01013","Butler County, Alabama","9842","75","12","13","276","91","548","129","1978","253","1734","250","2158","282","1296","206","764","133","374","118","702","211",
"0500000US01015","Calhoun County, Alabama","53112","206","31","27","2718","430","6143","538","7200","577","8302","696","10760","613","5991","556","5430","533","3731","436","2806","351",
"0500000US01017","Chambers County, Alabama","16433","80","52","65","1049","252","1990","392","2239","282","2040","335","3085","401","1880","320","1348","230","864","187","1886","343",
"0500000US01019","Cherokee County, Alabama","14734","46","35","40","905","234","2864","390","3152","319","2390","423","2103","333","1398","242","835","202","502","180","550","159",
"0500000US01021","Chilton County, Alabama","19407","86","11","18","1676","377","3562","459","3239","473","2649","395","3465","538","1863","334","972","220","767","214","1203","266",
"0500000US01023","Choctaw County, Alabama","7132","38","33","52","243","89","782","178","1291","227","1077","183","1425","246","1057","233","877","177","175","73","172","78",
"0500000US01025","Clarke County, Alabama","11788","58","0","24","373","127","1535","256","2196","309","2245","312","2344","268","1635","272","675","171","384","146","401","120",
"0500000US01027","Clay County, Alabama","7009","34","0","20","414","130","749","189","1542","253","905","214","776","198","875","227","591","170","311","119","846","213",
"0500000US01029","Cleburne County, Alabama","6792","54","18","26","458","145","1078","192","1347","226","1004","199","863","146","768","163","552","157","385","143","319","120",
"0500000US01031","Coffee County, Alabama","23934","73","79","60","2351","342","4127","384","3486","324","3208","372","4550","427","2692","303","1876","310","670","141","895","120",
"0500000US01033","Colbert County, Alabama","27496","67","21","25","2469","365","3837","447","3332","387","2967","410","4807","450","4322","503","2412","321","1271","270","2058","296",
"0500000US01035","Conecuh County, Alabama","6469","16","23","24","134","58","373","104","2128","297","1164","228","1264","243","527","137","360","131","286","126","210","124",
"0500000US01037","Coosa County, Alabama","6064","42","17","18","268","110","872","184","1344","213","784","192","813","179","898","180","406","151","237","90","425","111",
"0500000US01039","Covington County, Alabama","18627","106","40","31","885","204","1782","262","4594","376","3133","276","2627","298","1944","247","1448","203","966","200","1208","203",
"0500000US01041","Crenshaw County, Alabama","6544","27","0","20","461","132","554","125","1065","188","1137","150","1663","210","673","112","503","100","195","61","293","74",
"0500000US01043","Cullman County, Alabama","38859","91","57","49","3342","541","4493","487","8222","607","5561","486","6880","650","4600","480","2000","331","1317","347","2387","366",
"0500000US01045","Dale County, Alabama","22790","104","0","27","1200","218","2789","281","3844","345","4521","399","4077","360","3603","377","1053","204","771","178","932","178",
"0500000US01047","Dallas County, Alabama","19037","82","29","34","576","178","1744","333","2674","345","1822","285","3999","447","2895","409","1911","361","1224","292","2163","370",
"0500000US01049","DeKalb County, Alabama","30647","135","155","123","1497","291","4533","517","6442","615","4498","534","5182","441","3442","493","1679","338","1374","284","1845","290",
"0500000US01051","Elmore County, Alabama","36425","238","79","60","4939","566","8924","689","7098","628","4011","474","5459","653","2551","432","1817","403","764","241","783","210",
"0500000US01053","Escambia County, Alabama","16672","381","0","27","732","207","1352","255","5304","541","3600","514","2113","313","1558","288","1158","278","375","141","480","145",
"0500000US01055","Etowah County, Alabama","47329","117","38","36","2159","345","4878","516","6398","624","5748","526","7391","633","6889","543","6801","619","3430","397","3597","399",
"0500000US01057","Fayette County, Alabama","7836","41","15","18","450","136","897","175","1091","203","1537","241","1243","232","923","201","634","179","424","138","622","188",
"0500000US01059","Franklin County, Alabama","13930","50","6","10","1010","237","1597","298","2681","377","2305","328","2007","383","1921","353","1221","288","611","210","571","151",
"0500000US01061","Geneva County, Alabama","12495","55","33","32","807","188","1742","254","2136","311","1801","319","1794","314","1442","279","1445","287","504","201","791","189",
"0500000US01063","Greene County, Alabama","4303","20","0","18","51","46","259","113","827","218","994","227","952","245","502","169","361","169","195","111","162","93",
"0500000US01065","Hale County, Alabama","7422","41","78","62","400","121","844","177","1484","279","1250","232","1237","209","1041","201","393","127","341","112","354","96",
"0500000US01067","Henry County, Alabama","9057","41","5","9","680","155","1255","200","1692","273","1422","204","1369","207","943","181","793","181","307","118","591","158",
"0500000US01069","Houston County, Alabama","48940","135","106","40","4007","275","7424","313","8175","363","6948","339","8939","390","5603","343","4235","288","2019","188","1484","147",
"0500000US01071","Jackson County, Alabama","24666","77","21","21","1549","339","2229","346","5258","469","3824","506","4875","492","2578","361","1605","242","1058","245","1669","324",
"0500000US01073","Jefferson County, Alabama","307607","308","235","121","19181","1282","34296","1406","36097","1376","34897","1651","52328","1698","42271","1631","42166","1469","17260","873","28876","1177",
"0500000US01075","Lamar County, Alabama","7104","29","3","6","296","102","747","209","1029","244","983","232","1739","285","805","170","753","171","386","133","363","185",
"0500000US01077","Lauderdale County, Alabama","44528","132","42","48","3443","423","4851","557","7595","708","5059","542","7537","546","7044","738","4732","530","1936","323","2289","422",
"0500000US01079","Lawrence County, Alabama","15220","54","12","11","1465","328","1896","299","3717","392","2209","326","2508","276","1942","312","720","186","340","136","411","120",
"0500000US01081","Lee County, Alabama","73557","234","496","236","12208","961","16827","1076","17413","1123","9495","877","7797","785","4223","585","2664","500","1051","250","1383","283",
"0500000US01083","Limestone County, Alabama","41768","111","38","54","8105","794","8944","696","6443","620","6199","869","5051","606","3212","391","2043","484","682","214","1051","277",
"0500000US01085","Lowndes County, Alabama","4833","57","0","20","304","105","691","160","1275","204","954","169","825","150","348","131","228","87","96","63","112","50",
"0500000US01087","Macon County, Alabama","9684","191","34","45","333","108","823","164","1763","228","1650","235","2014","232","1208","202","829","165","530","123","500","106",
"0500000US01089","Madison County, Alabama","167859","492","365","151","22506","1261","30657","1343","28536","1368","27621","1193","17231","1184","24089","1317","10222","689","3268","479","3364","447",
"0500000US01091","Marengo County, Alabama","9850","118","0","20","545","153","925","220","2142","296","1787","287","1525","247","1062","239","767","190","410","142","687","200",
"0500000US01093","Marion County, Alabama","14131","74","20","17","967","229","873","164","2741","346","2276","323","2974","406","2015","322","1417","335","299","94","549","160",
"0500000US01095","Marshall County, Alabama","41129","116","88","85","2717","395","5771","521","8347","625","6162","583","6961","597","5162","458","3065","454","1238","246","1618","309",
"0500000US01097","Mobile County, Alabama","184218","212","114","87","10976","908","23522","1176","25092","1308","29129","1439","36534","1337","24536","1261","18776","1013","8396","730","7143","657",
"0500000US01099","Monroe County, Alabama","10275","45","44","65","531","156","1124","202","1845","319","2177","282","2158","304","888","212","767","218","343","140","398","122",
"0500000US01101","Montgomery County, Alabama","105139","289","90","52","7678","652","11868","830","17292","1014","13844","1133","19903","1274","12641","805","11163","637","3844","496","6816","552",
"0500000US01103","Morgan County, Alabama","53086","125","117","95","3485","534","7094","621","9155","661","8928","762","8873","795","7658","634","4268","551","1429","345","2079","298",
"0500000US01105","Perry County, Alabama","4022","70","18","28","148","96","304","183","692","181","720","167","731","190","391","175","502","177","294","153","222","86",
"0500000US01107","Pickens County, Alabama","8738","161","14","14","365","122","1123","213","1502","241","1316","192","1564","203","1138","189","835","189","416","150","465","126",
"0500000US01109","Pike County, Alabama","15958","128","27","30","1559","358","2693","361","2594","382","2345","401","2783","373","1274","227","1010","246","750","216","923","238",
"0500000US01111","Randolph County, Alabama","12356","74","30","47","607","192","2675","374","2341","331","2049","291","1548","264","1180","256","666","189","316","126","944","193",
"0500000US01113","Russell County, Alabama","27219","91","0","30","4030","443","3148","520","4130","552","3413","538","4231","588","3101","481","2708","405","1245","316","1213","277",
"0500000US01115","St. Clair County, Alabama","37651","123","61","58","4070","559","10566","804","7922","826","5685","697","4521","518","2345","412","895","226","958","344","628","226",
"0500000US01117","Shelby County, Alabama","88480","165","291","143","9921","532","23519","891","23214","1028","15607","893","9490","707","2535","260","1994","337","772","200","1137","281",
"0500000US01119","Sumter County, Alabama","6340","124","6","11","250","103","695","170","1003","192","1139","199","1465","211","575","162","703","173","170","85","334","115",
"0500000US01121","Talladega County, Alabama","37905","188","123","123","2351","370","4674","543","6577","603","6061","533","6062","602","3759","474","3880","603","1788","270","2630","434",
"0500000US01123","Tallapoosa County, Alabama","22603","85","8","14","1346","277","2646","320","4503","449","3691","465","3782","349","2413","314","1904","351","984","269","1326","318",
"0500000US01125","Tuscaloosa County, Alabama","99540","265","71","48","14017","905","19955","1186","18190","1173","12696","875","13931","1040","8170","809","6279","604","2875","461","3356","517",
"0500000US01127","Walker County, Alabama","30093","119","47","59","1853","335","3830","417","5763","601","4496","535","5461","443","2740","304","2498","354","1663","300","1742","321",
"0500000US01129","Washington County, Alabama","7793","207","0","20","431","162","1082","201","1691","261","1417","290","1530","248","663","159","505","170","328","144","146","68",
"0500000US01131","Wilcox County, Alabama","5304","56","10","12","254","91","686","139","1173","179","1090","194","945","151","395","125","246","91","260","114","245","80",
"0500000US01133","Winston County, Alabama","13083","68","1","3","954","259","2473","307","2504","335","2062","299","2396","330","1403","263","647","159","344","111","299","118",
"0500000US02013","Aleutians East Borough, Alaska","1113","116","0","10","24","14","80","30","121","24","413","62","216","34","112","28","43","15","23","13","81","38",
"0500000US02016","Aleutians West Census Area, Alaska","1456","209","1","2","83","26","48","14","361","72","388","61","311","58","71","22","15","9","135","32","43","15",
"0500000US02020","Anchorage Municipality, Alaska","118055","197","46","60","5497","628","14021","847","14008","935","30443","985","33063","1373","12054","836","6882","574","1447","383","594","218",
"0500000US02050","Bethel Census Area, Alaska","5992","126","3","4","300","67","1087","139","1228","134","1573","135","1337","141","350","66","47","14","44","21","23","11",
"0500000US02060","Bristol Bay Borough, Alaska","922","58","0","10","11","10","80","23","231","37","209","29","231","30","80","20","15","7","27","10","38","13",
"0500000US02063","Chugach Census Area, Alaska","3626","137","0","14","20","22","311","110","391","115","1018","166","1006","176","243","109","449","102","99","61","89","68",
"0500000US02066","Copper River Census Area, Alaska","2676","134","0","10","67","33","613","97","357","73","693","90","444","75","286","66","46","26","120","60","50","26",
"0500000US02068","Denali Borough, Alaska","1415","308","0","10","75","36","227","71","291","67","401","112","249","79","103","34","26","24","17","12","26","17",
"0500000US02070","Dillingham Census Area, Alaska","2406","69","0","10","25","15","369","49","441","46","717","67","598","68","137","28","53","22","28","15","38","20",
"0500000US02090","Fairbanks North Star Borough, Alaska","42870","166","24","44","2943","423","6930","668","4901","585","12123","969","9869","788","2861","379","2000","358","790","232","429","148",
"0500000US02100","Haines Borough, Alaska","1450","138","0","10","176","91","183","89","331","105","334","104","167","73","99","56","33","33","35","46","92","52",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","1699","116","0","10","80","25","193","42","326","57","409","51","371","61","72","30","47","18","90","31","111","39",
"0500000US02110","Juneau City and Borough, Alaska","13987","59","8","14","828","253","1446","270","1602","229","3486","333","3598","337","1145","212","616","148","322","87","936","174",
"0500000US02122","Kenai Peninsula Borough, Alaska","32406","143","59","83","2386","276","7104","391","5395","371","7835","612","6142","456","1994","261","1001","208","205","81","285","93",
"0500000US02130","Ketchikan Gateway Borough, Alaska","6564","63","5","8","355","87","489","114","780","104","1157","106","1436","123","498","97","788","109","317","65","739","94",
"0500000US02150","Kodiak Island Borough, Alaska","5750","37","8","11","340","140","704","194","961","196","1586","231","978","189","600","140","373","112","193","65","7","12",
"0500000US02158","Kusilvak Census Area, Alaska","2335","81","20","11","129","41","375","70","424","92","635","75","561","76","140","68","41","21","8","8","2","3",
"0500000US02164","Lake and Peninsula Borough, Alaska","1398","163","0","10","62","18","132","33","242","46","537","79","244","48","71","27","38","14","48","18","24","13",
"0500000US02170","Matanuska-Susitna Borough, Alaska","49810","149","78","40","5287","343","14858","419","8381","398","11470","486","6323","388","1850","181","981","131","311","72","271","62",
"0500000US02180","Nome Census Area, Alaska","4092","113","3","5","96","28","451","61","679","65","1240","100","976","69","201","37","206","37","66","20","174","37",
"0500000US02185","North Slope Borough, Alaska","2622","140","0","16","29","27","164","57","535","92","802","133","664","109","145","47","84","39","39","32","160","67",
"0500000US02188","Northwest Arctic Borough, Alaska","2728","61","0","14","82","24","200","41","584","81","854","74","713","73","170","33","64","30","53","23","8","5",
"0500000US02195","Petersburg Borough, Alaska","1749","146","0","10","56","45","136","41","264","57","425","88","275","44","66","23","79","24","83","37","365","75",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","3267","75","1","2","222","49","331","58","696","80","828","77","742","68","196","33","65","24","58","32","128","35",
"0500000US02220","Sitka City and Borough, Alaska","4143","60","3","6","160","43","463","107","432","82","891","143","1047","123","566","112","212","62","148","34","221","55",
"0500000US02230","Skagway Municipality, Alaska","618","59","2","3","32","12","76","18","111","23","149","49","74","16","39","18","16","8","38","13","81","18",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","3561","51","0","14","310","83","674","112","540","88","1063","127","536","87","204","57","179","61","37","28","18","13",
"0500000US02275","Wrangell City and Borough, Alaska","1294","76","0","10","34","24","94","40","190","52","192","50","347","72","125","37","93","31","77","39","142","29",
"0500000US02282","Yakutat City and Borough, Alaska","401","54","0","10","14","10","60","18","65","17","75","40","138","39","15","13","6","5","5","8","23","8",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","4029","57","0","14","165","33","431","58","682","73","1293","73","897","70","301","40","118","26","65","18","77","26",
"0500000US04001","Apache County, Arizona","29192","134","28","25","1107","217","5264","347","6331","343","6484","401","5833","336","2337","217","994","142","414","113","400","101",
"0500000US04003","Cochise County, Arizona","58881","333","27","31","3171","407","11351","782","10752","731","8694","738","11030","619","4430","428","3697","428","1472","251","4257","363",
"0500000US04005","Coconino County, Arizona","68446","451","113","68","4792","554","13490","750","15273","806","15247","787","10942","672","4004","435","2751","357","836","243","998","186",
"0500000US04007","Gila County, Arizona","32452","118","12","19","1656","303","5962","554","5688","589","5626","582","6363","469","2842","364","1967","324","715","217","1621","242",
"0500000US04009","Graham County, Arizona","13622","167","25","30","1133","247","2534","258","2427","292","1999","295","2316","309","1058","208","918","211","352","130","860","182",
"0500000US04011","Greenlee County, Arizona","4394","32","0","19","236","89","305","121","950","239","632","152","1145","208","359","152","298","128","303","105","166","89",
"0500000US04012","La Paz County, Arizona","13797","63","0","21","1056","313","2792","327","2303","305","2556","369","3089","308","1353","290","379","109","150","67","119","84",
"0500000US04013","Maricopa County, Arizona","1794248","1085","5199","596","168242","3124","402537","4692","354614","3685","314751","4239","290588","3958","131128","2980","89631","2388","21475","967","16083","1085",
"0500000US04015","Mohave County, Arizona","116893","185","273","234","7166","883","33253","1345","27001","1202","23366","1263","17144","1083","5544","677","1947","394","608","206","591","141",
"0500000US04017","Navajo County, Arizona","56270","150","55","44","1773","325","13930","768","10528","603","11413","656","10314","705","4436","471","1758","232","678","183","1385","200",
"0500000US04019","Pima County, Arizona","467191","619","1087","281","28880","1155","84755","1701","80818","1915","82604","2165","89275","2050","39035","1416","38240","1500","12955","816","9542","647",
"0500000US04021","Pinal County, Arizona","171384","684","848","300","23963","1202","79002","1395","26132","1171","15286","913","12934","832","5156","594","5421","579","1171","252","1471","329",
"0500000US04023","Santa Cruz County, Arizona","18677","66","0","28","733","239","3804","471","3779","428","3205","436","3737","443","1413","309","994","214","242","108","770","173",
"0500000US04025","Yavapai County, Arizona","119753","324","359","152","10534","950","28371","1269","28382","1108","22104","1303","17811","1113","5826","732","2736","461","1104","259","2526","400",
"0500000US04027","Yuma County, Arizona","91690","403","171","106","9073","791","24088","1145","18891","847","14643","1073","12754","805","4337","460","4959","506","1568","258","1206","273",
"0500000US05001","Arkansas County, Arkansas","8776","57","0","20","352","130","915","172","1054","176","1279","207","1972","273","1318","229","1037","199","363","105","486","126",
"0500000US05003","Ashley County, Arkansas","9466","34","0","20","600","139","419","131","1433","246","1075","205","2342","299","1181","208","1326","269","419","139","671","203",
"0500000US05005","Baxter County, Arkansas","22689","91","9","10","1035","236","2985","338","4516","478","3923","455","6098","527","1933","330","862","244","627","169","701","176",
"0500000US05007","Benton County, Arkansas","110752","194","427","150","18379","836","27905","1034","25388","893","14996","882","13018","1007","4171","563","2429","361","1468","318","2571","373",
"0500000US05009","Boone County, Arkansas","17311","69","8","19","927","249","2696","334","3378","413","2535","412","3338","489","1417","248","1165","258","476","151","1371","300",
"0500000US05011","Bradley County, Arkansas","5172","36","0","20","207","91","481","116","596","152","921","168","1156","177","747","143","368","118","272","105","424","123",
"0500000US05013","Calhoun County, Arkansas","2498","203","0","13","164","70","408","131","166","63","368","164","436","109","480","112","229","66","119","62","128","63",
"0500000US05015","Carroll County, Arkansas","13829","72","0","24","617","209","2261","383","3711","424","2261","402","2351","331","557","145","564","156","376","140","1131","205",
"0500000US05017","Chicot County, Arkansas","5140","67","0","20","336","113","442","127","650","146","901","198","1196","167","805","197","444","123","182","87","184","73",
"0500000US05019","Clark County, Arkansas","10031","179","54","55","998","272","1304","249","1812","258","1806","253","1450","215","1130","240","581","150","284","84","612","196",
"0500000US05021","Clay County, Arkansas","7536","28","1","2","377","118","503","113","779","139","963","153","1811","206","1275","214","938","189","430","124","459","95",
"0500000US05023","Cleburne County, Arkansas","15602","59","11","12","1255","216","2604","340","3342","434","2472","345","3414","373","1390","249","531","171","296","121","287","119",
"0500000US05025","Cleveland County, Arkansas","3632","36","5","7","326","113","443","103","715","127","556","138","844","162","328","122","214","82","139","55","62","39",
"0500000US05027","Columbia County, Arkansas","11075","341","4","6","767","198","1089","275","1588","315","1562","267","1843","334","1800","324","1317","261","683","168","422","172",
"0500000US05029","Conway County, Arkansas","9658","34","20","27","1003","250","1330","236","1218","206","1144","204","1736","259","1191","218","719","202","355","122","942","190",
"0500000US05031","Craighead County, Arkansas","46285","154","85","74","7708","693","7022","662","9081","726","6418","686","7670","623","4063","625","1896","331","1058","280","1284","343",
"0500000US05033","Crawford County, Arkansas","25444","95","11","19","2302","384","4434","515","5293","428","4043","450","4664","485","2073","360","1055","199","918","257","651","209",
"0500000US05035","Crittenden County, Arkansas","21356","70","0","27","1122","199","3803","395","3502","356","3084","333","3790","354","3150","376","1694","274","694","199","517","126",
"0500000US05037","Cross County, Arkansas","7637","37","0","20","341","106","922","171","1149","238","1084","180","1655","245","1309","197","521","138","355","116","301","86",
"0500000US05039","Dallas County, Arkansas","3566","98","2","3","170","82","522","137","412","114","654","133","615","150","424","117","305","115","182","78","280","100",
"0500000US05041","Desha County, Arkansas","5859","31","20","28","165","60","638","170","483","136","913","164","1665","199","771","155","549","147","246","89","409","132",
"0500000US05043","Drew County, Arkansas","8282","98","4","6","716","236","1141","248","1556","289","1235","223","1576","245","677","173","626","214","251","121","500","181",
"0500000US05045","Faulkner County, Arkansas","51410","244","363","168","7750","620","12972","817","11791","754","8001","607","5287","446","2618","284","1506","317","508","133","614","127",
"0500000US05047","Franklin County, Arkansas","7746","63","0","20","618","187","1144","221","1287","228","1441","284","1338","276","770","200","250","100","342","122","556","171",
"0500000US05049","Fulton County, Arkansas","6260","36","0","20","340","128","1043","207","1329","264","819","182","1325","214","591","160","247","107","191","87","375","111",
"0500000US05051","Garland County, Arkansas","52115","170","50","49","3314","510","8704","807","7825","699","7867","784","9992","987","5007","643","3573","499","2467","418","3316","381",
"0500000US05053","Grant County, Arkansas","7846","34","1","2","931","219","1112","211","1662","320","1492","289","1377","298","581","155","259","103","87","46","344","119",
"0500000US05055","Greene County, Arkansas","19068","77","56","43","2354","359","3300","370","3274","400","2228","398","3580","419","1798","320","961","249","870","255","647","238",
"0500000US05057","Hempstead County, Arkansas","9715","55","0","24","565","173","697","172","1234","252","1791","284","2133","298","1228","217","902","191","492","166","673","186",
"0500000US05059","Hot Spring County, Arkansas","14227","69","100","80","1067","309","1794","309","2463","304","1674","257","2811","333","1450","281","1329","277","1018","294","521","202",
"0500000US05061","Howard County, Arkansas","6169","45","0","20","370","107","786","166","839","178","971","186","1543","263","401","130","524","159","188","98","547","148",
"0500000US05063","Independence County, Arkansas","16634","63","42","41","1806","409","2449","368","3210","432","3032","404","2904","380","1216","271","741","219","679","164","555","218",
"0500000US05065","Izard County, Arkansas","6795","146","0","20","197","87","865","172","1258","210","1175","232","1759","241","572","133","363","104","270","110","336","145",
"0500000US05067","Jackson County, Arkansas","7149","156","0","20","443","143","428","122","687","135","876","190","2072","250","978","190","746","173","596","154","323","106",
"0500000US05069","Jefferson County, Arkansas","30921","279","24","36","1295","281","3321","391","3721","482","4588","501","7068","545","4323","441","3432","385","1204","238","1945","332",
"0500000US05071","Johnson County, Arkansas","11466","113","12","17","808","184","1882","231","2508","303","1946","269","1767","285","791","173","666","175","480","140","606","152",
"0500000US05073","Lafayette County, Arkansas","3977","29","10","16","182","72","371","104","558","140","521","124","746","136","615","125","376","112","349","92","249","85",
"0500000US05075","Lawrence County, Arkansas","7540","57","0","20","316","97","592","133","1288","240","1072","181","1926","242","1038","174","622","128","265","82","421","116",
"0500000US05077","Lee County, Arkansas","3774","62","0","18","164","67","261","89","341","98","439","109","852","147","856","156","478","122","122","68","261","108",
"0500000US05079","Lincoln County, Arkansas","4432","165","0","20","257","97","686","172","1015","196","586","145","556","105","565","139","382","118","215","89","170","69",
"0500000US05081","Little River County, Arkansas","6089","58","0","20","324","119","791","187","836","193","1034","218","1404","235","1039","218","256","96","145","65","260","115",
"0500000US05083","Logan County, Arkansas","9779","98","24","31","391","99","1130","212","1591","222","1425","240","2247","271","1069","187","689","182","446","133","767","157",
"0500000US05085","Lonoke County, Arkansas","29854","120","78","50","4285","565","7786","588","6248","640","4021","424","3833","465","1499","303","782","215","614","173","708","228",
"0500000US05087","Madison County, Arkansas","7613","25","115","138","714","219","1480","259","1422","300","881","221","976","189","474","139","307","115","252","82","992","213",
"0500000US05089","Marion County, Arkansas","9426","65","0","20","339","126","1519","208","2150","335","1565","241","2140","314","680","175","448","137","241","77","344","102",
"0500000US05091","Miller County, Arkansas","19746","97","56","60","1477","325","2573","416","3130","389","2847","384","3296","450","2843","378","1686","249","976","245","862","205",
"0500000US05093","Mississippi County, Arkansas","19250","87","0","27","987","197","1272","247","2734","384","3287","354","4211","479","2655","292","2036","301","972","223","1096","221",
"0500000US05095","Monroe County, Arkansas","3894","44","0","18","170","79","521","140","391","105","567","119","863","179","685","146","451","122","77","46","169","70",
"0500000US05097","Montgomery County, Arkansas","5480","47","11","15","298","89","944","199","1012","168","1067","182","662","136","316","98","429","129","376","118","365","109",
"0500000US05099","Nevada County, Arkansas","4325","43","0","18","214","107","302","89","688","167","794","205","702","200","223","95","685","230","378","162","339","149",
"0500000US05101","Newton County, Arkansas","4163","42","40","45","294","99","439","116","647","129","561","124","779","152","416","115","300","130","149","76","538","155",
"0500000US05103","Ouachita County, Arkansas","11983","56","0","24","482","168","795","246","1434","286","2171","365","1957","282","1513","250","1600","283","976","265","1055","225",
"0500000US05105","Perry County, Arkansas","4941","29","8","12","612","167","657","148","816","172","969","193","872","187","357","96","228","68","166","71","256","114",
"0500000US05107","Phillips County, Arkansas","8523","47","0","20","187","95","360","128","1095","197","1056","240","2510","292","1417","270","723","153","535","151","640","176",
"0500000US05109","Pike County, Arkansas","5328","39","0","20","292","87","745","136","810","154","1000","141","1007","173","485","115","371","109","241","83","377","91",
"0500000US05111","Poinsett County, Arkansas","10419","69","24","24","688","148","1022","180","1270","171","1553","244","2148","257","1606","249","1076","178","490","117","542","154",
"0500000US05113","Polk County, Arkansas","9669","26","2","6","489","171","1440","243","1591","269","1278","248","1556","211","1520","296","615","163","553","200","625","143",
"0500000US05115","Pope County, Arkansas","26811","170","13","20","2479","352","3943","478","4741","487","5168","525","5778","548","2022","301","1042","296","703","180","922","286",
"0500000US05117","Prairie County, Arkansas","4133","37","28","41","326","96","464","129","674","130","511","114","820","153","598","150","354","87","129","56","229","72",
"0500000US05119","Pulaski County, Arkansas","189271","309","268","161","17783","1412","23036","1183","23979","1458","26492","1441","36336","1459","25352","1432","17637","1303","8449","766","9939","648",
"0500000US05121","Randolph County, Arkansas","8572","69","0","20","430","161","1036","211","1359","245","1196","225","2018","305","1192","229","519","115","271","112","551","157",
"0500000US05123","St. Francis County, Arkansas","9741","105","0","24","398","113","983","197","1428","199","2221","348","1849","195","1468","274","612","162","464","153","318","114",
"0500000US05125","Saline County, Arkansas","51352","112","171","97","8764","831","12696","713","10989","887","5946","596","5583","586","3104","463","2237","403","1004","245","858","286",
"0500000US05127","Scott County, Arkansas","4898","29","0","18","293","102","414","108","837","173","835","176","811","191","604","154","424","132","353","118","327","118",
"0500000US05129","Searcy County, Arkansas","4723","54","0","18","233","90","396","126","832","164","597","115","1051","215","573","154","369","118","238","81","434","117",
"0500000US05131","Sebastian County, Arkansas","56672","156","173","93","4392","521","6772","662","6999","658","9494","789","9555","777","6018","785","6565","664","3399","635","3305","361",
"0500000US05133","Sevier County, Arkansas","6771","34","19","31","284","129","866","167","806","193","1284","219","1644","255","889","196","522","150","119","58","338","132",
"0500000US05135","Sharp County, Arkansas","9544","51","26","29","297","89","1140","208","1447","243","1790","266","3111","312","1047","237","349","115","73","48","264","84",
"0500000US05137","Stone County, Arkansas","6792","31","2","5","537","161","1168","249","1622","288","1246","252","933","218","521","153","295","129","192","94","276","132",
"0500000US05139","Union County, Arkansas","18779","63","74","81","1318","238","1996","329","2439","332","2424","319","3185","376","2807","342","2462","348","1237","255","837","200",
"0500000US05141","Van Buren County, Arkansas","9763","47","1","4","697","186","1817","255","1779","253","1639","253","2079","271","744","190","405","133","373","144","229","76",
"0500000US05143","Washington County, Arkansas","98774","249","273","140","12579","866","21503","1214","21711","1333","14254","992","12618","959","7134","627","3667","581","1735","326","3300","444",
"0500000US05145","White County, Arkansas","33324","187","52","42","3235","486","6121","660","7681","658","5064","544","5755","512","2352","408","1376","199","779","226","909","247",
"0500000US05147","Woodruff County, Arkansas","3319","43","7","12","167","84","385","145","485","122","458","113","951","113","407","89","250","78","47","28","162","84",
"0500000US05149","Yell County, Arkansas","9319","46","27","44","468","193","1723","243","1719","278","1494","276","1496","232","840","174","381","123","435","155","736","186",
