"GEO_ID","NAME","B25048_001E","B25048_001M","B25048_002E","B25048_002M","B25048_003E","B25048_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Complete plumbing facilities","Margin of Error!!Total:!!Complete plumbing facilities","Estimate!!Total:!!Lacking complete plumbing facilities","Margin of Error!!Total:!!Lacking complete plumbing facilities",
"0500000US32011","Eureka County, Nevada","555","95","545","96","10","13",
"0500000US32013","Humboldt County, Nevada","6804","209","6788","210","16","18",
"0500000US32015","Lander County, Nevada","2298","207","2298","207","0","19",
"0500000US32017","Lincoln County, Nevada","1728","189","1728","189","0","13",
"0500000US32019","Lyon County, Nevada","22342","286","22323","285","19","22",
"0500000US32021","Mineral County, Nevada","1737","195","1713","191","24","39",
"0500000US32023","Nye County, Nevada","21411","613","21148","610","263","138",
"0500000US32027","Pershing County, Nevada","1857","165","1846","164","11","17",
"0500000US32029","Storey County, Nevada","1611","194","1611","194","0","13",
"0500000US32031","Washoe County, Nevada","188878","1031","188113","1007","765","191",
"0500000US32033","White Pine County, Nevada","3482","423","3451","415","31","37",
"0500000US32510","Carson City, Nevada","23191","421","23162","423","29","26",
"0500000US33001","Belknap County, New Hampshire","25571","656","25355","642","216","139",
"0500000US33003","Carroll County, New Hampshire","21521","639","21311","647","210","102",
"0500000US33005","Cheshire County, New Hampshire","29991","513","29875","530","116","83",
"0500000US33007","Coos County, New Hampshire","13592","355","13547","354","45","22",
"0500000US33009","Grafton County, New Hampshire","34357","620","34009","640","348","149",
"0500000US33011","Hillsborough County, New Hampshire","165309","768","164728","827","581","205",
"0500000US33013","Merrimack County, New Hampshire","59175","627","58857","644","318","119",
"0500000US33015","Rockingham County, New Hampshire","124080","744","123534","800","546","249",
"0500000US33017","Strafford County, New Hampshire","50630","618","50390","624","240","138",
"0500000US33019","Sullivan County, New Hampshire","16272","449","16201","452","71","49",
"0500000US34001","Atlantic County, New Jersey","105277","840","104865","857","412","159",
"0500000US34003","Bergen County, New Jersey","348674","1210","347709","1287","965","255",
"0500000US34005","Burlington County, New Jersey","172400","1182","172166","1203","234","113",
"0500000US34007","Camden County, New Jersey","196939","1149","196266","1182","673","230",
"0500000US34009","Cape May County, New Jersey","41971","768","41900","772","71","50",
"0500000US34011","Cumberland County, New Jersey","51873","968","51678","953","195","150",
"0500000US34013","Essex County, New Jersey","307613","1167","306734","1162","879","261",
"0500000US34015","Gloucester County, New Jersey","109290","784","109128","785","162","91",
"0500000US34017","Hudson County, New Jersey","282832","1261","281911","1317","921","237",
"0500000US34019","Hunterdon County, New Jersey","48975","400","48910","403","65","44",
"0500000US34021","Mercer County, New Jersey","137114","926","136419","926","695","275",
"0500000US34023","Middlesex County, New Jersey","299455","1185","298653","1230","802","403",
"0500000US34025","Monmouth County, New Jersey","245569","1175","245130","1188","439","141",
"0500000US34027","Morris County, New Jersey","187430","919","186797","1008","633","434",
"0500000US34029","Ocean County, New Jersey","237729","1634","237048","1663","681","247",
"0500000US34031","Passaic County, New Jersey","176203","641","175574","676","629","176",
"0500000US34033","Salem County, New Jersey","24753","379","24674","378","79","66",
"0500000US34035","Somerset County, New Jersey","125363","697","125020","684","343","130",
"0500000US34037","Sussex County, New Jersey","55401","647","55275","650","126","97",
"0500000US34039","Union County, New Jersey","198506","846","197546","838","960","225",
"0500000US34041","Warren County, New Jersey","43789","435","43741","452","48","51",
"0500000US35001","Bernalillo County, New Mexico","277653","1311","276518","1406","1135","396",
"0500000US35003","Catron County, New Mexico","1523","164","1489","161","34","40",
"0500000US35005","Chaves County, New Mexico","23244","509","23086","520","158","102",
"0500000US35006","Cibola County, New Mexico","7934","323","7606","336","328","148",
"0500000US35007","Colfax County, New Mexico","5638","268","5620","268","18","28",
"0500000US35009","Curry County, New Mexico","18285","391","18249","391","36","34",
"0500000US35011","De Baca County, New Mexico","580","120","572","121","8","13",
"0500000US35013","Doña Ana County, New Mexico","79933","913","79369","933","564","176",
"0500000US35015","Eddy County, New Mexico","22315","506","22180","518","135","113",
"0500000US35017","Grant County, New Mexico","11144","432","10683","399","461","250",
"0500000US35019","Guadalupe County, New Mexico","1146","190","1137","188","9","11",
"0500000US35021","Harding County, New Mexico","202","56","202","56","0","13",
"0500000US35023","Hidalgo County, New Mexico","1573","119","1551","118","22","27",
"0500000US35025","Lea County, New Mexico","23851","467","23675","480","176","124",
"0500000US35027","Lincoln County, New Mexico","8723","479","8682","476","41","58",
"0500000US35028","Los Alamos County, New Mexico","8029","177","8012","183","17","27",
"0500000US35029","Luna County, New Mexico","9047","307","9047","307","0","25",
"0500000US35031","McKinley County, New Mexico","20769","248","18774","325","1995","198",
"0500000US35033","Mora County, New Mexico","2129","193","1968","190","161","131",
"0500000US35035","Otero County, New Mexico","23590","644","23382","641","208","187",
"0500000US35037","Quay County, New Mexico","3359","222","3350","224","9","13",
"0500000US35039","Rio Arriba County, New Mexico","13293","506","12965","536","328","144",
"0500000US35041","Roosevelt County, New Mexico","6895","290","6881","294","14","18",
"0500000US35043","Sandoval County, New Mexico","53567","462","53060","471","507","131",
"0500000US35045","San Juan County, New Mexico","40639","661","39703","655","936","149",
"0500000US35047","San Miguel County, New Mexico","11451","380","11181","406","270","139",
"0500000US35049","Santa Fe County, New Mexico","65856","694","65654","708","202","94",
"0500000US35051","Sierra County, New Mexico","5321","318","5303","321","18","23",
"0500000US35053","Socorro County, New Mexico","4834","275","4768","272","66","35",
"0500000US35055","Taos County, New Mexico","12840","512","12720","506","120","71",
"0500000US35057","Torrance County, New Mexico","5406","253","5335","265","71","70",
"0500000US35059","Union County, New Mexico","1277","120","1274","119","3","5",
"0500000US35061","Valencia County, New Mexico","25550","614","25373","609","177","106",
"0500000US36001","Albany County, New York","130754","1085","130355","1101","399","139",
"0500000US36003","Allegany County, New York","16671","314","16509","310","162","55",
"0500000US36005","Bronx County, New York","521340","1242","517227","1357","4113","636",
"0500000US36007","Broome County, New York","81031","786","80836","797","195","85",
"0500000US36009","Cattaraugus County, New York","31333","428","30824","417","509","125",
"0500000US36011","Cayuga County, New York","30604","484","30202","528","402","185",
"0500000US36013","Chautauqua County, New York","53050","598","52747","606","303","122",
"0500000US36015","Chemung County, New York","34223","587","34132","596","91","73",
"0500000US36017","Chenango County, New York","19753","330","19681","331","72","38",
"0500000US36019","Clinton County, New York","32379","500","32300","488","79","54",
"0500000US36021","Columbia County, New York","25167","525","25094","523","73","33",
"0500000US36023","Cortland County, New York","18260","405","18212","402","48","26",
"0500000US36025","Delaware County, New York","18487","561","18433","558","54","33",
"0500000US36027","Dutchess County, New York","111735","796","111470","816","265","103",
"0500000US36029","Erie County, New York","403064","1528","401835","1588","1229","273",
"0500000US36031","Essex County, New York","15714","401","15648","396","66","26",
"0500000US36033","Franklin County, New York","18561","427","18428","434","133","71",
"0500000US36035","Fulton County, New York","21712","455","21657","461","55","42",
"0500000US36037","Genesee County, New York","24461","283","24308","294","153","86",
"0500000US36039","Greene County, New York","17451","489","17418","489","33","24",
"0500000US36041","Hamilton County, New York","1457","137","1447","136","10","6",
"0500000US36043","Herkimer County, New York","24441","445","24381","451","60","34",
"0500000US36045","Jefferson County, New York","45517","803","45250","813","267","104",
"0500000US36047","Kings County, New York","985108","2352","981865","2397","3243","532",
"0500000US36049","Lewis County, New York","10453","289","10417","288","36","20",
"0500000US36051","Livingston County, New York","24012","402","23953","400","59","30",
"0500000US36053","Madison County, New York","24779","528","24704","528","75","56",
"0500000US36055","Monroe County, New York","311955","1303","310986","1333","969","204",
"0500000US36057","Montgomery County, New York","18907","389","18806","387","101","51",
"0500000US36059","Nassau County, New York","453576","1375","452567","1383","1009","247",
"0500000US36061","New York County, New York","767213","4386","763535","4283","3678","670",
"0500000US36063","Niagara County, New York","90030","707","89698","744","332","168",
"0500000US36065","Oneida County, New York","90866","820","90422","812","444","155",
"0500000US36067","Onondaga County, New York","190353","1221","189695","1240","658","190",
"0500000US36069","Ontario County, New York","46547","550","46416","558","131","75",
"0500000US36071","Orange County, New York","132880","858","132687","848","193","87",
"0500000US36073","Orleans County, New York","16203","352","16128","363","75","69",
"0500000US36075","Oswego County, New York","46749","625","46517","616","232","99",
"0500000US36077","Otsego County, New York","22448","515","22283","510","165","55",
"0500000US36079","Putnam County, New York","34651","501","34625","498","26","30",
"0500000US36081","Queens County, New York","807468","2634","805436","2618","2032","392",
"0500000US36083","Rensselaer County, New York","66341","689","66116","693","225","107",
"0500000US36085","Richmond County, New York","169528","839","169021","873","507","175",
"0500000US36087","Rockland County, New York","102161","653","101992","643","169","89",
"0500000US36089","St. Lawrence County, New York","41224","506","40562","521","662","189",
"0500000US36091","Saratoga County, New York","97829","873","97601","910","228","163",
"0500000US36093","Schenectady County, New York","61038","676","60878","681","160","87",
"0500000US36095","Schoharie County, New York","12110","295","12046","297","64","28",
"0500000US36097","Schuyler County, New York","7542","258","7501","257","41","24",
"0500000US36099","Seneca County, New York","13603","281","13520","293","83","52",
"0500000US36101","Steuben County, New York","38650","401","38295","429","355","101",
"0500000US36103","Suffolk County, New York","505564","1727","504447","1742","1117","232",
"0500000US36105","Sullivan County, New York","28816","727","28751","723","65","52",
"0500000US36107","Tioga County, New York","20316","310","20235","315","81","66",
"0500000US36109","Tompkins County, New York","42889","595","42755","596","134","110",
"0500000US36111","Ulster County, New York","71194","816","71003","817","191","100",
"0500000US36113","Warren County, New York","29261","465","29133","484","128","102",
"0500000US36115","Washington County, New York","24073","375","23897","377","176","100",
"0500000US36117","Wayne County, New York","37771","444","37475","446","296","184",
"0500000US36119","Westchester County, New York","364413","1415","363202","1463","1211","244",
"0500000US36121","Wyoming County, New York","15870","378","15844","378","26","27",
"0500000US36123","Yates County, New York","8594","310","8549","312","45","53",
"0500000US37001","Alamance County, North Carolina","66311","633","66032","663","279","164",
"0500000US37003","Alexander County, North Carolina","13496","390","13479","390","17","31",
"0500000US37005","Alleghany County, North Carolina","4772","275","4765","274","7","8",
"0500000US37007","Anson County, North Carolina","8381","273","8369","273","12","17",
"0500000US37009","Ashe County, North Carolina","11723","504","11672","508","51","40",
"0500000US37011","Avery County, North Carolina","6378","437","6358","441","20","29",
"0500000US37013","Beaufort County, North Carolina","18579","470","18563","471","16","18",
"0500000US37015","Bertie County, North Carolina","7188","345","7136","340","52","52",
"0500000US37017","Bladen County, North Carolina","11492","368","11428","378","64","66",
"0500000US37019","Brunswick County, North Carolina","57812","874","57649","873","163","108",
"0500000US37021","Buncombe County, North Carolina","103575","1484","103162","1468","413","152",
"0500000US37023","Burke County, North Carolina","34376","529","34137","543","239","110",
"0500000US37025","Cabarrus County, North Carolina","74967","897","74888","904","79","88",
"0500000US37027","Caldwell County, North Carolina","31840","558","31701","593","139","127",
"0500000US37029","Camden County, North Carolina","3792","145","3792","145","0","21",
"0500000US37031","Carteret County, North Carolina","30069","537","29999","543","70","65",
"0500000US37033","Caswell County, North Carolina","8595","321","8595","321","0","25",
"0500000US37035","Catawba County, North Carolina","63386","595","63067","591","319","134",
"0500000US37037","Chatham County, North Carolina","30128","487","30073","499","55","51",
"0500000US37039","Cherokee County, North Carolina","12371","492","12371","492","0","25",
"0500000US37041","Chowan County, North Carolina","6270","244","6270","244","0","21",
"0500000US37043","Clay County, North Carolina","5152","337","5115","338","37","51",
"0500000US37045","Cleveland County, North Carolina","36665","591","36505","592","160","135",
"0500000US37047","Columbus County, North Carolina","19230","472","19157","485","73","98",
"0500000US37049","Craven County, North Carolina","40420","703","40334","710","86","52",
"0500000US37051","Cumberland County, North Carolina","125158","886","124768","878","390","112",
"0500000US37053","Currituck County, North Carolina","10702","281","10667","283","35","34",
"0500000US37055","Dare County, North Carolina","15832","592","15822","594","10","17",
"0500000US37057","Davidson County, North Carolina","66986","745","66866","736","120","82",
"0500000US37059","Davie County, North Carolina","16319","435","16235","452","84","90",
"0500000US37061","Duplin County, North Carolina","19827","548","19722","543","105","67",
"0500000US37063","Durham County, North Carolina","132762","884","132609","868","153","107",
"0500000US37065","Edgecombe County, North Carolina","19259","481","19229","483","30","37",
"0500000US37067","Forsyth County, North Carolina","150651","1317","150347","1329","304","123",
"0500000US37069","Franklin County, North Carolina","25473","523","25360","529","113","103",
"0500000US37071","Gaston County, North Carolina","88710","654","88328","686","382","197",
"0500000US37073","Gates County, North Carolina","4139","168","4131","166","8","13",
"0500000US37075","Graham County, North Carolina","3150","203","3092","202","58","49",
"0500000US37077","Granville County, North Carolina","21132","518","21114","519","18","25",
"0500000US37079","Greene County, North Carolina","6779","208","6655","223","124","73",
"0500000US37081","Guilford County, North Carolina","209602","1462","208839","1471","763","307",
"0500000US37083","Halifax County, North Carolina","20049","441","19768","506","281","202",
"0500000US37085","Harnett County, North Carolina","47075","523","46931","533","144","62",
"0500000US37087","Haywood County, North Carolina","26399","716","26329","714","70","81",
"0500000US37089","Henderson County, North Carolina","48519","701","48473","703","46","38",
"0500000US37091","Hertford County, North Carolina","8243","240","8206","235","37","37",
"0500000US37093","Hoke County, North Carolina","17705","335","17701","335","4","7",
"0500000US37095","Hyde County, North Carolina","2000","175","2000","175","0","13",
"0500000US37097","Iredell County, North Carolina","70654","633","70516","628","138","68",
"0500000US37099","Jackson County, North Carolina","16901","672","16840","674","61","65",
"0500000US37101","Johnston County, North Carolina","76121","695","76026","697","95","80",
"0500000US37103","Jones County, North Carolina","3779","158","3763","162","16","27",
"0500000US37105","Lee County, North Carolina","23782","409","23728","414","54","62",
"0500000US37107","Lenoir County, North Carolina","22767","445","22687","447","80","75",
"0500000US37109","Lincoln County, North Carolina","33863","469","33792","479","71","57",
"0500000US37111","McDowell County, North Carolina","18209","401","18124","397","85","72",
"0500000US37113","Macon County, North Carolina","17161","624","17100","619","61","44",
"0500000US37115","Madison County, North Carolina","8280","312","8243","315","37","28",
"0500000US37117","Martin County, North Carolina","9262","290","9243","294","19","31",
"0500000US37119","Mecklenburg County, North Carolina","435562","1569","434497","1574","1065","322",
"0500000US37121","Mitchell County, North Carolina","6438","300","6412","300","26","23",
"0500000US37123","Montgomery County, North Carolina","9112","409","9112","409","0","25",
"0500000US37125","Moore County, North Carolina","40595","633","40455","640","140","91",
"0500000US37127","Nash County, North Carolina","37477","573","37373","590","104","80",
"0500000US37129","New Hanover County, North Carolina","97852","1043","97651","1069","201","127",
"0500000US37131","Northampton County, North Carolina","7397","265","7271","255","126","99",
"0500000US37133","Onslow County, North Carolina","69246","1259","69095","1250","151","95",
"0500000US37135","Orange County, North Carolina","54783","849","54681","844","102","61",
"0500000US37137","Pamlico County, North Carolina","5120","250","5102","249","18","19",
"0500000US37139","Pasquotank County, North Carolina","15061","369","14945","391","116","99",
"0500000US37141","Pender County, North Carolina","22653","512","22507","490","146","91",
"0500000US37143","Perquimans County, North Carolina","5733","217","5704","216","29","41",
"0500000US37145","Person County, North Carolina","15927","409","15925","410","2","5",
"0500000US37147","Pitt County, North Carolina","71134","733","70880","715","254","149",
"0500000US37149","Polk County, North Carolina","8596","269","8570","267","26","34",
"0500000US37151","Randolph County, North Carolina","55757","524","55304","624","453","344",
"0500000US37153","Richmond County, North Carolina","16292","489","16277","490","15","22",
"0500000US37155","Robeson County, North Carolina","42241","458","42022","467","219","77",
"0500000US37157","Rockingham County, North Carolina","37926","562","37751","565","175","111",
"0500000US37159","Rowan County, North Carolina","55485","700","55405","708","80","62",
"0500000US37161","Rutherford County, North Carolina","25925","531","25875","528","50","39",
"0500000US37163","Sampson County, North Carolina","21281","477","21215","485","66","39",
"0500000US37165","Scotland County, North Carolina","12214","292","12196","292","18","25",
"0500000US37167","Stanly County, North Carolina","23633","438","23563","434","70","60",
"0500000US37169","Stokes County, North Carolina","18777","367","18719","365","58","63",
"0500000US37171","Surry County, North Carolina","28603","413","28553","414","50","31",
"0500000US37173","Swain County, North Carolina","5505","291","5505","291","0","21",
"0500000US37175","Transylvania County, North Carolina","14113","496","13995","512","118","91",
"0500000US37177","Tyrrell County, North Carolina","1415","152","1411","151","4","6",
"0500000US37179","Union County, North Carolina","78473","662","78295","664","178","117",
"0500000US37181","Vance County, North Carolina","16063","397","16042","394","21","24",
"0500000US37183","Wake County, North Carolina","422144","1743","421452","1789","692","209",
"0500000US37185","Warren County, North Carolina","7737","280","7700","282","37","31",
"0500000US37187","Washington County, North Carolina","4938","307","4879","303","59","64",
"0500000US37189","Watauga County, North Carolina","20805","562","20752","571","53","45",
"0500000US37191","Wayne County, North Carolina","46761","593","46550","598","211","118",
"0500000US37193","Wilkes County, North Carolina","27265","568","27208","572","57","51",
"0500000US37195","Wilson County, North Carolina","31980","508","31803","509","177","109",
"0500000US37197","Yadkin County, North Carolina","14829","326","14782","335","47","53",
"0500000US37199","Yancey County, North Carolina","7618","285","7589","283","29","28",
"0500000US38001","Adams County, North Dakota","999","70","986","70","13","15",
"0500000US38003","Barnes County, North Dakota","4833","171","4811","172","22","28",
"0500000US38005","Benson County, North Dakota","1899","76","1899","76","0","14",
"0500000US38007","Billings County, North Dakota","305","39","303","38","2","4",
"0500000US38009","Bottineau County, North Dakota","2586","132","2583","131","3","4",
"0500000US38011","Bowman County, North Dakota","1190","79","1190","79","0","10",
"0500000US38013","Burke County, North Dakota","903","68","899","68","4","6",
"0500000US38015","Burleigh County, North Dakota","39323","436","39236","438","87","72",
"0500000US38017","Cass County, North Dakota","77977","879","77847","878","130","105",
"0500000US38019","Cavalier County, North Dakota","1553","102","1549","102","4","6",
"0500000US38021","Dickey County, North Dakota","1945","110","1945","110","0","14",
"0500000US38023","Divide County, North Dakota","911","73","911","73","0","10",
"0500000US38025","Dunn County, North Dakota","1476","98","1472","98","4","5",
"0500000US38027","Eddy County, North Dakota","1053","85","1053","85","0","10",
"0500000US38029","Emmons County, North Dakota","1507","75","1495","74","12","10",
"0500000US38031","Foster County, North Dakota","1456","79","1447","80","9","14",
"0500000US38033","Golden Valley County, North Dakota","719","60","716","60","3","4",
"0500000US38035","Grand Forks County, North Dakota","30862","378","30723","379","139","81",
"0500000US38037","Grant County, North Dakota","1056","63","1048","61","8","6",
"0500000US38039","Griggs County, North Dakota","927","69","922","69","5","6",
"0500000US38041","Hettinger County, North Dakota","1037","80","1022","80","15","14",
"0500000US38043","Kidder County, North Dakota","1042","88","1040","87","2","5",
"0500000US38045","LaMoure County, North Dakota","1728","93","1725","93","3","6",
"0500000US38047","Logan County, North Dakota","772","62","765","62","7","6",
"0500000US38049","McHenry County, North Dakota","2329","93","2316","95","13","16",
"0500000US38051","McIntosh County, North Dakota","1224","74","1218","74","6","6",
"0500000US38053","McKenzie County, North Dakota","4928","293","4879","284","49","58",
"0500000US38055","McLean County, North Dakota","4101","137","4096","138","5","5",
"0500000US38057","Mercer County, North Dakota","3513","182","3497","182","16","14",
"0500000US38059","Morton County, North Dakota","13237","406","13176","415","61","59",
"0500000US38061","Mountrail County, North Dakota","3472","143","3388","153","84","71",
"0500000US38063","Nelson County, North Dakota","1318","80","1315","81","3","5",
"0500000US38065","Oliver County, North Dakota","687","77","687","77","0","10",
"0500000US38067","Pembina County, North Dakota","2941","113","2923","112","18","15",
"0500000US38069","Pierce County, North Dakota","1671","108","1671","108","0","10",
"0500000US38071","Ramsey County, North Dakota","4915","196","4915","196","0","16",
"0500000US38073","Ransom County, North Dakota","2305","89","2305","89","0","14",
"0500000US38075","Renville County, North Dakota","854","68","848","70","6","9",
"0500000US38077","Richland County, North Dakota","6668","179","6521","182","147","79",
"0500000US38079","Rolette County, North Dakota","3693","106","3664","106","29","21",
"0500000US38081","Sargent County, North Dakota","1775","64","1770","65","5","8",
"0500000US38083","Sheridan County, North Dakota","624","56","600","53","24","18",
"0500000US38085","Sioux County, North Dakota","1061","33","1039","38","22","20",
"0500000US38087","Slope County, North Dakota","319","38","315","37","4","5",
"0500000US38089","Stark County, North Dakota","13123","305","12987","324","136","141",
"0500000US38091","Steele County, North Dakota","776","79","776","79","0","10",
"0500000US38093","Stutsman County, North Dakota","9069","280","8904","313","165","124",
"0500000US38095","Towner County, North Dakota","980","67","976","69","4","6",
"0500000US38097","Traill County, North Dakota","3276","120","3268","120","8","11",
"0500000US38099","Walsh County, North Dakota","4526","140","4509","140","17","13",
"0500000US38101","Ward County, North Dakota","27994","568","27968","564","26","34",
"0500000US38103","Wells County, North Dakota","1818","105","1818","105","0","10",
"0500000US38105","Williams County, North Dakota","15286","710","15282","710","4","5",
"0500000US39001","Adams County, Ohio","10163","350","10078","358","85","52",
"0500000US39003","Allen County, Ohio","40671","490","40498","498","173","82",
"0500000US39005","Ashland County, Ohio","20531","333","20210","369","321","167",
"0500000US39007","Ashtabula County, Ohio","38332","580","38166","594","166","75",
"0500000US39009","Athens County, Ohio","22381","572","22288","567","93","72",
"0500000US39011","Auglaize County, Ohio","18872","229","18813","227","59","56",
"0500000US39013","Belmont County, Ohio","25388","385","25314","396","74","62",
"0500000US39015","Brown County, Ohio","16968","372","16924","376","44","29",
"0500000US39017","Butler County, Ohio","142881","897","142672","911","209","103",
"0500000US39019","Carroll County, Ohio","11300","324","11240","310","60","55",
"0500000US39021","Champaign County, Ohio","15506","280","15492","278","14","15",
"0500000US39023","Clark County, Ohio","55124","639","55034","629","90","45",
"0500000US39025","Clermont County, Ohio","81785","610","81571","601","214","106",
"0500000US39027","Clinton County, Ohio","16548","339","16529","339","19","18",
"0500000US39029","Columbiana County, Ohio","41313","497","41246","500","67","48",
"0500000US39031","Coshocton County, Ohio","14517","326","14411","333","106","80",
"0500000US39033","Crawford County, Ohio","18028","297","17938","311","90","58",
"0500000US39035","Cuyahoga County, Ohio","551267","1883","549391","1912","1876","310",
"0500000US39037","Darke County, Ohio","20826","321","20791","325","35","28",
"0500000US39039","Defiance County, Ohio","15075","234","15036","232","39","34",
"0500000US39041","Delaware County, Ohio","76549","558","76402","585","147","87",
"0500000US39043","Erie County, Ohio","31984","549","31897","543","87","85",
"0500000US39045","Fairfield County, Ohio","57841","544","57738","542","103","68",
"0500000US39047","Fayette County, Ohio","11471","257","11437","265","34","44",
"0500000US39049","Franklin County, Ohio","537109","2218","535474","2266","1635","386",
"0500000US39051","Fulton County, Ohio","16763","245","16665","271","98","75",
"0500000US39053","Gallia County, Ohio","11292","314","11267","314","25","22",
"0500000US39055","Geauga County, Ohio","35249","417","35067","414","182","91",
"0500000US39057","Greene County, Ohio","66279","709","66195","732","84","84",
"0500000US39059","Guernsey County, Ohio","16136","322","15993","322","143","83",
"0500000US39061","Hamilton County, Ohio","345878","1645","344683","1648","1195","358",
"0500000US39063","Hancock County, Ohio","31164","400","31159","400","5","6",
"0500000US39065","Hardin County, Ohio","11557","293","11317","297","240","95",
"0500000US39067","Harrison County, Ohio","5748","181","5736","181","12","17",
"0500000US39069","Henry County, Ohio","11040","235","11026","236","14","16",
"0500000US39071","Highland County, Ohio","16526","344","16424","334","102","68",
"0500000US39073","Hocking County, Ohio","11240","344","11209","344","31","39",
"0500000US39075","Holmes County, Ohio","13200","266","13106","274","94","65",
"0500000US39077","Huron County, Ohio","23288","365","23262","363","26","23",
"0500000US39079","Jackson County, Ohio","12361","351","12288","361","73","52",
"0500000US39081","Jefferson County, Ohio","26776","400","26729","408","47","35",
"0500000US39083","Knox County, Ohio","22908","481","22823","482","85","54",
"0500000US39085","Lake County, Ohio","98217","685","98052","687","165","88",
"0500000US39087","Lawrence County, Ohio","22608","461","22510","448","98","73",
"0500000US39089","Licking County, Ohio","66342","619","66081","639","261","155",
"0500000US39091","Logan County, Ohio","18928","394","18766","423","162","135",
"0500000US39093","Lorain County, Ohio","123500","782","123165","800","335","129",
"0500000US39095","Lucas County, Ohio","179358","1218","178687","1264","671","214",
"0500000US39097","Madison County, Ohio","15181","388","15173","387","8","13",
"0500000US39099","Mahoning County, Ohio","97293","739","96972","733","321","124",
"0500000US39101","Marion County, Ohio","24251","317","24122","339","129","120",
"0500000US39103","Medina County, Ohio","71360","425","71135","411","225","119",
"0500000US39105","Meigs County, Ohio","8719","252","8695","253","24","20",
"0500000US39107","Mercer County, Ohio","15923","247","15847","247","76","60",
"0500000US39109","Miami County, Ohio","43279","490","43228","479","51","53",
"0500000US39111","Monroe County, Ohio","5565","208","5511","204","54","31",
"0500000US39113","Montgomery County, Ohio","226199","1319","225679","1326","520","189",
"0500000US39115","Morgan County, Ohio","5629","222","5575","225","54","31",
"0500000US39117","Morrow County, Ohio","13048","260","12796","274","252","125",
"0500000US39119","Muskingum County, Ohio","33970","433","33844","437","126","88",
"0500000US39121","Noble County, Ohio","4608","225","4485","252","123","94",
"0500000US39123","Ottawa County, Ohio","17930","411","17888","404","42","48",
"0500000US39125","Paulding County, Ohio","7480","185","7454","189","26","22",
"0500000US39127","Perry County, Ohio","13071","318","13054","316","17","18",
"0500000US39129","Pickaway County, Ohio","20706","341","20653","336","53","50",
"0500000US39131","Pike County, Ohio","10478","334","10453","337","25","27",
"0500000US39133","Portage County, Ohio","63372","1062","63272","1059","100","72",
"0500000US39135","Preble County, Ohio","16648","290","16615","289","33","24",
"0500000US39137","Putnam County, Ohio","13158","192","13130","196","28","35",
"0500000US39139","Richland County, Ohio","49505","550","49197","543","308","107",
"0500000US39141","Ross County, Ohio","29455","412","29308","421","147","67",
"0500000US39143","Sandusky County, Ohio","23797","380","23688","382","109","76",
"0500000US39145","Scioto County, Ohio","28152","589","28060","575","92","67",
"0500000US39147","Seneca County, Ohio","21862","378","21820","370","42","44",
"0500000US39149","Shelby County, Ohio","18429","333","18381","336","48","45",
"0500000US39151","Stark County, Ohio","154426","903","153763","909","663","214",
"0500000US39153","Summit County, Ohio","228283","1175","227716","1193","567","152",
"0500000US39155","Trumbull County, Ohio","84989","753","84786","749","203","101",
"0500000US39157","Tuscarawas County, Ohio","37661","465","37559","462","102","59",
"0500000US39159","Union County, Ohio","21654","355","21584","352","70","54",
"0500000US39161","Van Wert County, Ohio","11553","186","11522","187","31","22",
"0500000US39163","Vinton County, Ohio","5052","216","5008","221","44","42",
"0500000US39165","Warren County, Ohio","86981","813","86820","823","161","82",
"0500000US39167","Washington County, Ohio","24435","427","24367","432","68","54",
"0500000US39169","Wayne County, Ohio","43964","831","43519","828","445","113",
"0500000US39171","Williams County, Ohio","15261","243","15195","264","66","71",
"0500000US39173","Wood County, Ohio","53010","613","52961","613","49","32",
"0500000US39175","Wyandot County, Ohio","9036","214","9029","213","7","8",
"0500000US40001","Adair County, Oklahoma","6770","126","6648","137","122","40",
"0500000US40003","Alfalfa County, Oklahoma","1812","102","1802","100","10","9",
"0500000US40005","Atoka County, Oklahoma","4886","144","4782","152","104","40",
"0500000US40007","Beaver County, Oklahoma","1781","89","1781","89","0","14",
"0500000US40009","Beckham County, Oklahoma","7907","381","7895","378","12","17",
"0500000US40011","Blaine County, Oklahoma","3542","200","3541","200","1","2",
"0500000US40013","Bryan County, Oklahoma","17731","223","17532","234","199","73",
"0500000US40015","Caddo County, Oklahoma","9094","199","9057","200","37","15",
"0500000US40017","Canadian County, Oklahoma","54871","537","54809","542","62","50",
"0500000US40019","Carter County, Oklahoma","18441","239","18361","245","80","40",
"0500000US40021","Cherokee County, Oklahoma","17486","286","17346","299","140","73",
"0500000US40023","Choctaw County, Oklahoma","5756","132","5720","132","36","20",
"0500000US40025","Cimarron County, Oklahoma","829","70","829","70","0","10",
"0500000US40027","Cleveland County, Oklahoma","112437","855","112200","880","237","96",
"0500000US40029","Coal County, Oklahoma","2092","83","2091","83","1","2",
"0500000US40031","Comanche County, Oklahoma","44138","822","44035","808","103","70",
"0500000US40033","Cotton County, Oklahoma","2001","117","1999","117","2","5",
"0500000US40035","Craig County, Oklahoma","5197","162","5126","166","71","67",
"0500000US40037","Creek County, Oklahoma","27031","283","26866","283","165","95",
"0500000US40039","Custer County, Oklahoma","10882","384","10846","389","36","37",
"0500000US40041","Delaware County, Oklahoma","16342","313","16074","328","268","91",
