"GEO_ID","NAME","B25048_001E","B25048_001M","B25048_002E","B25048_002M","B25048_003E","B25048_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Complete plumbing facilities","Margin of Error!!Total:!!Complete plumbing facilities","Estimate!!Total:!!Lacking complete plumbing facilities","Margin of Error!!Total:!!Lacking complete plumbing facilities",
"0500000US19005","Allamakee County, Iowa","5814","178","5763","186","51","31",
"0500000US19007","Appanoose County, Iowa","4920","207","4848","223","72","63",
"0500000US19009","Audubon County, Iowa","2498","80","2488","81","10","9",
"0500000US19011","Benton County, Iowa","10075","224","10068","224","7","7",
"0500000US19013","Black Hawk County, Iowa","53465","505","53437","505","28","36",
"0500000US19015","Boone County, Iowa","10720","232","10664","244","56","48",
"0500000US19017","Bremer County, Iowa","9638","191","9620","192","18","14",
"0500000US19019","Buchanan County, Iowa","7787","210","7709","212","78","46",
"0500000US19021","Buena Vista County, Iowa","7506","174","7505","174","1","2",
"0500000US19023","Butler County, Iowa","5860","140","5846","138","14","13",
"0500000US19025","Calhoun County, Iowa","3932","134","3922","135","10","10",
"0500000US19027","Carroll County, Iowa","8761","225","8737","226","24","20",
"0500000US19029","Cass County, Iowa","5777","176","5752","175","25","24",
"0500000US19031","Cedar County, Iowa","7381","197","7359","195","22","35",
"0500000US19033","Cerro Gordo County, Iowa","19569","391","19522","383","47","59",
"0500000US19035","Cherokee County, Iowa","5126","163","5077","175","49","58",
"0500000US19037","Chickasaw County, Iowa","5005","143","4978","146","27","36",
"0500000US19039","Clarke County, Iowa","3740","185","3731","187","9","11",
"0500000US19041","Clay County, Iowa","7137","225","7136","225","1","3",
"0500000US19043","Clayton County, Iowa","7319","199","7200","209","119","61",
"0500000US19045","Clinton County, Iowa","19103","326","19079","325","24","31",
"0500000US19047","Crawford County, Iowa","6159","194","6145","194","14","13",
"0500000US19049","Dallas County, Iowa","37970","488","37932","484","38","32",
"0500000US19051","Davis County, Iowa","3150","129","3093","137","57","41",
"0500000US19053","Decatur County, Iowa","3053","130","2989","126","64","35",
"0500000US19055","Delaware County, Iowa","6944","232","6944","232","0","16",
"0500000US19057","Des Moines County, Iowa","17042","274","16967","281","75","51",
"0500000US19059","Dickinson County, Iowa","8096","252","8031","273","65","88",
"0500000US19061","Dubuque County, Iowa","39534","392","39155","382","379","202",
"0500000US19063","Emmet County, Iowa","3856","155","3828","165","28","42",
"0500000US19065","Fayette County, Iowa","8107","211","8099","211","8","9",
"0500000US19067","Floyd County, Iowa","6712","192","6702","192","10","10",
"0500000US19069","Franklin County, Iowa","4108","177","4104","177","4","6",
"0500000US19071","Fremont County, Iowa","2742","95","2728","95","14","11",
"0500000US19073","Greene County, Iowa","3790","150","3787","150","3","5",
"0500000US19075","Grundy County, Iowa","5024","109","5024","109","0","16",
"0500000US19077","Guthrie County, Iowa","4463","157","4452","156","11","11",
"0500000US19079","Hamilton County, Iowa","5993","244","5982","244","11","8",
"0500000US19081","Hancock County, Iowa","4610","118","4610","118","0","16",
"0500000US19083","Hardin County, Iowa","7033","193","7005","193","28","28",
"0500000US19085","Harrison County, Iowa","5932","142","5926","143","6","7",
"0500000US19087","Henry County, Iowa","7565","221","7481","223","84","64",
"0500000US19089","Howard County, Iowa","3708","172","3659","175","49","40",
"0500000US19091","Humboldt County, Iowa","4189","98","4184","98","5","7",
"0500000US19093","Ida County, Iowa","2951","96","2927","98","24","31",
"0500000US19095","Iowa County, Iowa","6765","153","6758","153","7","9",
"0500000US19097","Jackson County, Iowa","8020","207","8005","206","15","17",
"0500000US19099","Jasper County, Iowa","14370","349","14316","359","54","50",
"0500000US19101","Jefferson County, Iowa","6688","313","6688","313","0","16",
"0500000US19103","Johnson County, Iowa","60573","768","60407","762","166","109",
"0500000US19105","Jones County, Iowa","8053","196","8049","196","4","6",
"0500000US19107","Keokuk County, Iowa","4136","97","4119","98","17","12",
"0500000US19109","Kossuth County, Iowa","6422","143","6414","142","8","7",
"0500000US19111","Lee County, Iowa","14068","262","14027","266","41","29",
"0500000US19113","Linn County, Iowa","93602","691","93443","681","159","107",
"0500000US19115","Louisa County, Iowa","4043","146","4029","147","14","13",
"0500000US19117","Lucas County, Iowa","3614","124","3572","124","42","29",
"0500000US19119","Lyon County, Iowa","4364","113","4364","113","0","16",
"0500000US19121","Madison County, Iowa","6377","157","6363","158","14","24",
"0500000US19123","Mahaska County, Iowa","8813","210","8779","207","34","31",
"0500000US19125","Marion County, Iowa","13241","226","13199","226","42","30",
"0500000US19127","Marshall County, Iowa","15298","306","15263","303","35","29",
"0500000US19129","Mills County, Iowa","5301","196","5283","197","18","20",
"0500000US19131","Mitchell County, Iowa","4400","121","4365","124","35","22",
"0500000US19133","Monona County, Iowa","3786","134","3776","131","10","15",
"0500000US19135","Monroe County, Iowa","2998","142","2990","143","8","9",
"0500000US19137","Montgomery County, Iowa","4380","175","4375","175","5","10",
"0500000US19139","Muscatine County, Iowa","16785","268","16725","276","60","69",
"0500000US19141","O'Brien County, Iowa","5670","220","5666","220","4","6",
"0500000US19143","Osceola County, Iowa","2659","83","2649","84","10","12",
"0500000US19145","Page County, Iowa","6171","267","6156","266","15","14",
"0500000US19147","Palo Alto County, Iowa","3685","164","3685","164","0","15",
"0500000US19149","Plymouth County, Iowa","10191","178","10166","179","25","30",
"0500000US19151","Pocahontas County, Iowa","3121","96","3121","96","0","15",
"0500000US19153","Polk County, Iowa","195263","1007","194606","1090","657","268",
"0500000US19155","Pottawattamie County, Iowa","36964","488","36827","481","137","94",
"0500000US19157","Poweshiek County, Iowa","7820","249","7762","253","58","38",
"0500000US19159","Ringgold County, Iowa","1860","108","1847","107","13","10",
"0500000US19161","Sac County, Iowa","4196","117","4182","121","14","14",
"0500000US19163","Scott County, Iowa","69955","619","69858","615","97","60",
"0500000US19165","Shelby County, Iowa","4918","355","4918","355","0","16",
"0500000US19167","Sioux County, Iowa","12284","211","12277","212","7","7",
"0500000US19169","Story County, Iowa","37944","566","37899","561","45","40",
"0500000US19171","Tama County, Iowa","6655","167","6649","166","6","7",
"0500000US19173","Taylor County, Iowa","2446","76","2439","78","7","10",
"0500000US19175","Union County, Iowa","4936","193","4862","189","74","67",
"0500000US19177","Van Buren County, Iowa","2858","144","2787","148","71","43",
"0500000US19179","Wapello County, Iowa","14120","268","14104","269","16","18",
"0500000US19181","Warren County, Iowa","19517","245","19496","247","21","17",
"0500000US19183","Washington County, Iowa","8833","195","8811","196","22","20",
"0500000US19185","Wayne County, Iowa","2536","94","2529","94","7","7",
"0500000US19187","Webster County, Iowa","15659","270","15568","291","91","80",
"0500000US19189","Winnebago County, Iowa","4473","167","4459","169","14","14",
"0500000US19191","Winneshiek County, Iowa","8156","198","8156","198","0","19",
"0500000US19193","Woodbury County, Iowa","39826","463","39563","474","263","183",
"0500000US19195","Worth County, Iowa","3164","102","3127","104","37","26",
"0500000US19197","Wright County, Iowa","5343","143","5342","142","1","2",
"0500000US20001","Allen County, Kansas","4976","181","4914","194","62","64",
"0500000US20003","Anderson County, Kansas","3164","130","3091","140","73","69",
"0500000US20005","Atchison County, Kansas","5874","260","5863","261","11","17",
"0500000US20007","Barber County, Kansas","1808","134","1794","132","14","16",
"0500000US20009","Barton County, Kansas","10147","364","10088","358","59","47",
"0500000US20011","Bourbon County, Kansas","5773","179","5693","192","80","61",
"0500000US20013","Brown County, Kansas","3678","159","3657","159","21","14",
"0500000US20015","Butler County, Kansas","24620","442","24559","442","61","45",
"0500000US20017","Chase County, Kansas","1063","70","1063","70","0","11",
"0500000US20019","Chautauqua County, Kansas","1294","97","1291","96","3","5",
"0500000US20021","Cherokee County, Kansas","7543","235","7501","242","42","31",
"0500000US20023","Cheyenne County, Kansas","1229","75","1219","75","10","11",
"0500000US20025","Clark County, Kansas","844","66","835","66","9","11",
"0500000US20027","Clay County, Kansas","3605","134","3582","135","23","34",
"0500000US20029","Cloud County, Kansas","3633","145","3614","144","19","22",
"0500000US20031","Coffey County, Kansas","3492","126","3478","128","14","11",
"0500000US20033","Comanche County, Kansas","844","78","844","78","0","11",
"0500000US20035","Cowley County, Kansas","13017","388","12967","389","50","37",
"0500000US20037","Crawford County, Kansas","15512","375","15464","372","48","38",
"0500000US20039","Decatur County, Kansas","1304","78","1301","79","3","5",
"0500000US20041","Dickinson County, Kansas","7719","240","7658","241","61","46",
"0500000US20043","Doniphan County, Kansas","2785","119","2785","119","0","15",
"0500000US20045","Douglas County, Kansas","49259","438","49193","440","66","91",
"0500000US20047","Edwards County, Kansas","1251","70","1251","70","0","11",
"0500000US20049","Elk County, Kansas","1005","72","994","71","11","12",
"0500000US20051","Ellis County, Kansas","11899","302","11897","302","2","4",
"0500000US20053","Ellsworth County, Kansas","2310","174","2293","171","17","10",
"0500000US20055","Finney County, Kansas","12924","285","12884","283","40","37",
"0500000US20057","Ford County, Kansas","11571","195","11499","211","72","70",
"0500000US20059","Franklin County, Kansas","10018","268","9922","256","96","103",
"0500000US20061","Geary County, Kansas","13429","440","13389","445","40","43",
"0500000US20063","Gove County, Kansas","1206","93","1206","93","0","11",
"0500000US20065","Graham County, Kansas","1182","79","1179","79","3","5",
"0500000US20067","Grant County, Kansas","2471","155","2471","155","0","15",
"0500000US20069","Gray County, Kansas","2054","73","2053","73","1","2",
"0500000US20071","Greeley County, Kansas","543","67","543","67","0","11",
"0500000US20073","Greenwood County, Kansas","2537","140","2524","140","13","12",
"0500000US20075","Hamilton County, Kansas","778","100","778","100","0","11",
"0500000US20077","Harper County, Kansas","2204","103","2200","102","4","5",
"0500000US20079","Harvey County, Kansas","13263","310","13206","317","57","50",
"0500000US20081","Haskell County, Kansas","1333","63","1318","65","15","18",
"0500000US20083","Hodgeman County, Kansas","725","73","725","73","0","11",
"0500000US20085","Jackson County, Kansas","5204","145","5168","155","36","38",
"0500000US20087","Jefferson County, Kansas","7262","141","7262","141","0","17",
"0500000US20089","Jewell County, Kansas","1240","79","1238","79","2","4",
"0500000US20091","Johnson County, Kansas","237949","1006","237521","1040","428","260",
"0500000US20093","Kearny County, Kansas","1306","84","1300","86","6","9",
"0500000US20095","Kingman County, Kansas","3177","118","3163","122","14","21",
"0500000US20097","Kiowa County, Kansas","926","55","926","55","0","11",
"0500000US20099","Labette County, Kansas","7857","250","7841","251","16","14",
"0500000US20101","Lane County, Kansas","659","77","659","77","0","11",
"0500000US20103","Leavenworth County, Kansas","28664","473","28593","480","71","52",
"0500000US20105","Lincoln County, Kansas","1212","74","1202","73","10","11",
"0500000US20107","Linn County, Kansas","4089","195","4060","195","29","31",
"0500000US20109","Logan County, Kansas","1156","66","1148","65","8","11",
"0500000US20111","Lyon County, Kansas","13215","323","13141","319","74","51",
"0500000US20113","McPherson County, Kansas","12180","240","12162","240","18","21",
"0500000US20115","Marion County, Kansas","4617","170","4608","169","9","7",
"0500000US20117","Marshall County, Kansas","4070","142","4057","140","13","15",
"0500000US20119","Meade County, Kansas","1632","82","1625","81","7","11",
"0500000US20121","Miami County, Kansas","12921","248","12818","255","103","77",
"0500000US20123","Mitchell County, Kansas","2445","141","2445","141","0","15",
"0500000US20125","Montgomery County, Kansas","12793","336","12599","353","194","108",
"0500000US20127","Morris County, Kansas","2294","131","2278","126","16","18",
"0500000US20129","Morton County, Kansas","938","96","938","96","0","11",
"0500000US20131","Nemaha County, Kansas","3971","116","3961","118","10","10",
"0500000US20133","Neosho County, Kansas","6232","204","6195","204","37","42",
"0500000US20135","Ness County, Kansas","1156","69","1156","69","0","11",
"0500000US20137","Norton County, Kansas","1816","157","1816","157","0","15",
"0500000US20139","Osage County, Kansas","6325","178","6316","177","9","11",
"0500000US20141","Osborne County, Kansas","1592","66","1579","65","13","15",
"0500000US20143","Ottawa County, Kansas","2356","98","2341","100","15","20",
"0500000US20145","Pawnee County, Kansas","2364","174","2361","174","3","4",
"0500000US20147","Phillips County, Kansas","2203","115","2198","116","5","6",
"0500000US20149","Pottawatomie County, Kansas","8788","277","8758","273","30","32",
"0500000US20151","Pratt County, Kansas","3671","191","3665","192","6","6",
"0500000US20153","Rawlins County, Kansas","1170","62","1170","62","0","11",
"0500000US20155","Reno County, Kansas","25023","456","24957","452","66","54",
"0500000US20157","Republic County, Kansas","2077","107","2069","107","8","8",
"0500000US20159","Rice County, Kansas","3766","142","3707","146","59","57",
"0500000US20161","Riley County, Kansas","26566","609","26554","609","12","19",
"0500000US20163","Rooks County, Kansas","2106","99","2101","99","5","7",
"0500000US20165","Rush County, Kansas","1318","90","1310","91","8","10",
"0500000US20167","Russell County, Kansas","2930","172","2925","174","5","6",
"0500000US20169","Saline County, Kansas","22048","388","21988","389","60","54",
"0500000US20171","Scott County, Kansas","2121","126","2121","126","0","15",
"0500000US20173","Sedgwick County, Kansas","200871","1317","200317","1343","554","183",
"0500000US20175","Seward County, Kansas","7249","243","7249","243","0","20",
"0500000US20177","Shawnee County, Kansas","74014","666","73732","686","282","129",
"0500000US20179","Sheridan County, Kansas","1004","60","1002","60","2","5",
"0500000US20181","Sherman County, Kansas","2239","222","2238","222","1","4",
"0500000US20183","Smith County, Kansas","1525","79","1525","79","0","11",
"0500000US20185","Stafford County, Kansas","1571","87","1565","87","6","8",
"0500000US20187","Stanton County, Kansas","834","91","834","91","0","11",
"0500000US20189","Stevens County, Kansas","1765","118","1765","118","0","15",
"0500000US20191","Sumner County, Kansas","8955","205","8940","207","15","13",
"0500000US20193","Thomas County, Kansas","3166","182","3164","183","2","3",
"0500000US20195","Trego County, Kansas","1304","90","1303","90","1","3",
"0500000US20197","Wabaunsee County, Kansas","2537","144","2523","145","14","18",
"0500000US20199","Wallace County, Kansas","662","68","662","68","0","11",
"0500000US20201","Washington County, Kansas","2274","112","2266","110","8","8",
"0500000US20203","Wichita County, Kansas","897","83","897","83","0","11",
"0500000US20205","Wilson County, Kansas","3461","141","3443","140","18","13",
"0500000US20207","Woodson County, Kansas","1237","73","1225","74","12","13",
"0500000US20209","Wyandotte County, Kansas","60882","646","60317","680","565","151",
"0500000US21001","Adair County, Kentucky","6890","228","6765","243","125","96",
"0500000US21003","Allen County, Kentucky","7629","276","7518","285","111","53",
"0500000US21005","Anderson County, Kentucky","9063","267","9019","273","44","39",
"0500000US21007","Ballard County, Kentucky","2945","150","2895","159","50","62",
"0500000US21009","Barren County, Kentucky","17307","377","17162","385","145","66",
"0500000US21011","Bath County, Kentucky","4756","222","4702","213","54","43",
"0500000US21013","Bell County, Kentucky","9483","270","9363","286","120","109",
"0500000US21015","Boone County, Kentucky","48683","483","48660","486","23","24",
"0500000US21017","Bourbon County, Kentucky","8135","259","8135","259","0","23",
"0500000US21019","Boyd County, Kentucky","18281","475","18238","474","43","36",
"0500000US21021","Boyle County, Kentucky","11612","280","11537","290","75","58",
"0500000US21023","Bracken County, Kentucky","3124","168","3108","168","16","18",
"0500000US21025","Breathitt County, Kentucky","5506","162","5388","168","118","57",
"0500000US21027","Breckinridge County, Kentucky","7532","249","7422","267","110","79",
"0500000US21029","Bullitt County, Kentucky","30485","331","30382","340","103","89",
"0500000US21031","Butler County, Kentucky","4403","171","4377","171","26","22",
"0500000US21033","Caldwell County, Kentucky","5259","218","5248","218","11","12",
"0500000US21035","Calloway County, Kentucky","14621","471","14606","469","15","18",
"0500000US21037","Campbell County, Kentucky","38030","474","37940","461","90","113",
"0500000US21039","Carlisle County, Kentucky","1795","102","1776","105","19","19",
"0500000US21041","Carroll County, Kentucky","4141","181","4113","187","28","36",
"0500000US21043","Carter County, Kentucky","9483","334","9425","326","58","42",
"0500000US21045","Casey County, Kentucky","5856","279","5789","285","67","61",
"0500000US21047","Christian County, Kentucky","25552","446","25468","446","84","56",
"0500000US21049","Clark County, Kentucky","14836","249","14813","255","23","29",
"0500000US21051","Clay County, Kentucky","7015","288","6957","288","58","49",
"0500000US21053","Clinton County, Kentucky","3791","179","3785","179","6","11",
"0500000US21055","Crittenden County, Kentucky","3452","161","3429","160","23","26",
"0500000US21057","Cumberland County, Kentucky","2451","187","2426","189","25","35",
"0500000US21059","Daviess County, Kentucky","40603","461","40507","457","96","65",
"0500000US21061","Edmonson County, Kentucky","4847","196","4824","199","23","32",
"0500000US21063","Elliott County, Kentucky","2173","216","2173","216","0","17",
"0500000US21065","Estill County, Kentucky","5598","220","5463","237","135","104",
"0500000US21067","Fayette County, Kentucky","134229","1000","133979","999","250","108",
"0500000US21069","Fleming County, Kentucky","5713","203","5683","208","30","27",
"0500000US21071","Floyd County, Kentucky","14040","352","14012","355","28","35",
"0500000US21073","Franklin County, Kentucky","22247","405","22163","408","84","68",
"0500000US21075","Fulton County, Kentucky","2315","162","2315","162","0","17",
"0500000US21077","Gallatin County, Kentucky","3004","199","2983","196","21","18",
"0500000US21079","Garrard County, Kentucky","6554","172","6514","179","40","51",
"0500000US21081","Grant County, Kentucky","9044","243","9018","246","26","46",
"0500000US21083","Graves County, Kentucky","14214","361","14127","354","87","53",
"0500000US21085","Grayson County, Kentucky","9398","290","9334","289","64","48",
"0500000US21087","Green County, Kentucky","4390","151","4390","151","0","19",
"0500000US21089","Greenup County, Kentucky","14182","259","14142","256","40","32",
"0500000US21091","Hancock County, Kentucky","3449","104","3441","105","8","9",
"0500000US21093","Hardin County, Kentucky","42288","708","42149","711","139","68",
"0500000US21095","Harlan County, Kentucky","10370","299","10263","309","107","73",
"0500000US21097","Harrison County, Kentucky","7264","213","7182","233","82","70",
"0500000US21099","Hart County, Kentucky","7064","231","7029","227","35","26",
"0500000US21101","Henderson County, Kentucky","18194","354","18178","356","16","20",
"0500000US21103","Henry County, Kentucky","5967","132","5943","127","24","24",
"0500000US21105","Hickman County, Kentucky","1674","165","1649","169","25","25",
"0500000US21107","Hopkins County, Kentucky","18314","353","18240","362","74","70",
"0500000US21109","Jackson County, Kentucky","4956","212","4859","223","97","78",
"0500000US21111","Jefferson County, Kentucky","323293","1353","322435","1369","858","220",
"0500000US21113","Jessamine County, Kentucky","19054","325","19025","329","29","37",
"0500000US21115","Johnson County, Kentucky","8376","377","8320","377","56","42",
"0500000US21117","Kenton County, Kentucky","66999","579","66798","586","201","84",
"0500000US21119","Knott County, Kentucky","5458","286","5402","284","56","37",
"0500000US21121","Knox County, Kentucky","11115","327","11018","329","97","70",
"0500000US21123","Larue County, Kentucky","5906","174","5792","171","114","82",
"0500000US21125","Laurel County, Kentucky","23146","425","23027","413","119","82",
"0500000US21127","Lawrence County, Kentucky","5524","274","5459","276","65","52",
"0500000US21129","Lee County, Kentucky","2616","147","2556","146","60","47",
"0500000US21131","Leslie County, Kentucky","3688","236","3624","238","64","56",
"0500000US21133","Letcher County, Kentucky","8406","271","8388","268","18","17",
"0500000US21135","Lewis County, Kentucky","4737","212","4713","216","24","25",
"0500000US21137","Lincoln County, Kentucky","9543","262","9522","260","21","26",
"0500000US21139","Livingston County, Kentucky","3560","201","3550","203","10","16",
"0500000US21141","Logan County, Kentucky","10749","338","10675","338","74","72",
"0500000US21143","Lyon County, Kentucky","3207","277","3199","276","8","14",
"0500000US21145","McCracken County, Kentucky","27062","578","26940","578","122","88",
"0500000US21147","McCreary County, Kentucky","5700","269","5691","269","9","13",
"0500000US21149","McLean County, Kentucky","3659","153","3656","153","3","4",
"0500000US21151","Madison County, Kentucky","35411","620","35329","614","82","62",
"0500000US21153","Magoffin County, Kentucky","4525","244","4516","246","9","16",
"0500000US21155","Marion County, Kentucky","7536","190","7523","190","13","11",
"0500000US21157","Marshall County, Kentucky","13217","489","13183","491","34","40",
"0500000US21159","Martin County, Kentucky","3637","293","3601","296","36","52",
"0500000US21161","Mason County, Kentucky","6591","251","6574","249","17","21",
"0500000US21163","Meade County, Kentucky","10331","331","10249","330","82","82",
"0500000US21165","Menifee County, Kentucky","2130","163","2115","165","15","17",
"0500000US21167","Mercer County, Kentucky","8909","244","8879","248","30","28",
"0500000US21169","Metcalfe County, Kentucky","4087","178","4087","178","0","19",
"0500000US21171","Monroe County, Kentucky","4491","132","4480","131","11","16",
"0500000US21173","Montgomery County, Kentucky","10748","324","10744","324","4","7",
"0500000US21175","Morgan County, Kentucky","4463","187","4457","188","6","10",
"0500000US21177","Muhlenberg County, Kentucky","11456","344","11408","342","48","51",
"0500000US21179","Nelson County, Kentucky","18163","288","18063","288","100","56",
"0500000US21181","Nicholas County, Kentucky","2730","145","2707","146","23","29",
"0500000US21183","Ohio County, Kentucky","8845","269","8827","269","18","20",
"0500000US21185","Oldham County, Kentucky","21934","270","21838","272","96","63",
"0500000US21187","Owen County, Kentucky","4167","211","4125","209","42","44",
"0500000US21189","Owsley County, Kentucky","1460","152","1441","155","19","22",
"0500000US21191","Pendleton County, Kentucky","5194","231","5186","230","8","14",
"0500000US21193","Perry County, Kentucky","11252","352","11059","382","193","113",
"0500000US21195","Pike County, Kentucky","23855","437","23804","445","51","49",
"0500000US21197","Powell County, Kentucky","4665","238","4554","231","111","87",
"0500000US21199","Pulaski County, Kentucky","25255","468","25020","476","235","131",
"0500000US21201","Robertson County, Kentucky","844","82","834","80","10","16",
"0500000US21203","Rockcastle County, Kentucky","6307","232","6248","228","59","35",
"0500000US21205","Rowan County, Kentucky","8819","618","8811","622","8","17",
"0500000US21207","Russell County, Kentucky","6982","259","6950","266","32","31",
"0500000US21209","Scott County, Kentucky","21347","248","21261","237","86","66",
"0500000US21211","Shelby County, Kentucky","17046","353","17013","354","33","30",
"0500000US21213","Simpson County, Kentucky","7222","285","7222","285","0","19",
"0500000US21215","Spencer County, Kentucky","6892","181","6877","182","15","26",
"0500000US21217","Taylor County, Kentucky","9771","316","9763","314","8","13",
"0500000US21219","Todd County, Kentucky","4355","169","4319","168","36","29",
"0500000US21221","Trigg County, Kentucky","5755","248","5723","251","32","37",
"0500000US21223","Trimble County, Kentucky","3238","155","3200","160","38","37",
"0500000US21225","Union County, Kentucky","4934","234","4924","236","10","15",
"0500000US21227","Warren County, Kentucky","51010","703","50872","701","138","101",
"0500000US21229","Washington County, Kentucky","4642","177","4605","178","37","31",
"0500000US21231","Wayne County, Kentucky","7856","285","7828","289","28","34",
"0500000US21233","Webster County, Kentucky","4759","172","4754","172","5","8",
"0500000US21235","Whitley County, Kentucky","12774","422","12645","422","129","106",
"0500000US21237","Wolfe County, Kentucky","2470","138","2356","173","114","112",
"0500000US21239","Woodford County, Kentucky","10395","214","10392","213","3","4",
"0500000US22001","Acadia Parish, Louisiana","21555","464","21516","471","39","59",
"0500000US22003","Allen Parish, Louisiana","7687","887","7679","886","8","11",
"0500000US22005","Ascension Parish, Louisiana","45195","582","45126","587","69","58",
"0500000US22007","Assumption Parish, Louisiana","8289","283","8224","283","65","69",
"0500000US22009","Avoyelles Parish, Louisiana","14446","517","14317","528","129","122",
"0500000US22011","Beauregard Parish, Louisiana","13352","382","13266","388","86","62",
"0500000US22013","Bienville Parish, Louisiana","5236","230","5217","229","19","18",
"0500000US22015","Bossier Parish, Louisiana","47849","775","47786","777","63","61",
"0500000US22017","Caddo Parish, Louisiana","94311","1097","93575","1154","736","393",
"0500000US22019","Calcasieu Parish, Louisiana","76829","1082","76710","1093","119","82",
"0500000US22021","Caldwell Parish, Louisiana","3468","286","3439","296","29","41",
"0500000US22023","Cameron Parish, Louisiana","2216","186","2216","186","0","19",
"0500000US22025","Catahoula Parish, Louisiana","3055","190","2868","206","187","119",
"0500000US22027","Claiborne Parish, Louisiana","5042","321","4992","323","50","60",
"0500000US22029","Concordia Parish, Louisiana","6273","386","6229","390","44","33",
"0500000US22031","De Soto Parish, Louisiana","10168","279","10041","296","127","87",
"0500000US22033","East Baton Rouge Parish, Louisiana","171349","1625","170840","1603","509","202",
"0500000US22035","East Carroll Parish, Louisiana","2213","379","2150","379","63","57",
"0500000US22037","East Feliciana Parish, Louisiana","6520","357","6464","353","56","46",
"0500000US22039","Evangeline Parish, Louisiana","12076","402","11964","399","112","90",
"0500000US22041","Franklin Parish, Louisiana","7279","316","7123","322","156","77",
"0500000US22043","Grant Parish, Louisiana","6577","286","6570","286","7","12",
"0500000US22045","Iberia Parish, Louisiana","26697","596","26440","607","257","170",
"0500000US22047","Iberville Parish, Louisiana","10933","409","10916","406","17","20",
"0500000US22049","Jackson Parish, Louisiana","5364","305","5343","303","21","21",
"0500000US22051","Jefferson Parish, Louisiana","174954","1046","174586","1059","368","157",
"0500000US22053","Jefferson Davis Parish, Louisiana","11351","385","11326","389","25","38",
"0500000US22055","Lafayette Parish, Louisiana","95607","1035","95451","1057","156","120",
"0500000US22057","Lafourche Parish, Louisiana","36412","530","36341","537","71","64",
"0500000US22059","LaSalle Parish, Louisiana","4533","260","4496","255","37","31",
"0500000US22061","Lincoln Parish, Louisiana","17729","388","17648","390","81","88",
"0500000US22063","Livingston Parish, Louisiana","48474","921","48344","933","130","115",
"0500000US22065","Madison Parish, Louisiana","3076","209","2996","200","80","48",
"0500000US22067","Morehouse Parish, Louisiana","9240","311","9129","308","111","87",
"0500000US22069","Natchitoches Parish, Louisiana","13765","512","13685","508","80","44",
"0500000US22071","Orleans Parish, Louisiana","156586","1132","156001","1143","585","166",
"0500000US22073","Ouachita Parish, Louisiana","58493","689","58168","704","325","134",
"0500000US22075","Plaquemines Parish, Louisiana","8039","240","7997","242","42","48",
"0500000US22077","Pointe Coupee Parish, Louisiana","8287","269","8213","275","74","71",
"0500000US22079","Rapides Parish, Louisiana","48651","664","48368","704","283","157",
"0500000US22081","Red River Parish, Louisiana","2800","197","2794","197","6","10",
"0500000US22083","Richland Parish, Louisiana","7202","280","7029","309","173","103",
"0500000US22085","Sabine Parish, Louisiana","8361","308","8261","312","100","91",
"0500000US22087","St. Bernard Parish, Louisiana","15472","248","15428","250","44","34",
"0500000US22089","St. Charles Parish, Louisiana","18640","368","18626","367","14","21",
"0500000US22091","St. Helena Parish, Louisiana","3991","229","3968","231","23","38",
"0500000US22093","St. James Parish, Louisiana","7464","226","7415","229","49","58",
"0500000US22095","St. John the Baptist Parish, Louisiana","15109","354","15069","363","40","63",
"0500000US22097","St. Landry Parish, Louisiana","30479","527","30428","530","51","40",
"0500000US22099","St. Martin Parish, Louisiana","19537","476","19378","492","159","102",
"0500000US22101","St. Mary Parish, Louisiana","18565","476","18470","467","95","73",
"0500000US22103","St. Tammany Parish, Louisiana","99293","800","99092","848","201","158",
"0500000US22105","Tangipahoa Parish, Louisiana","48390","852","48048","831","342","303",
"0500000US22107","Tensas Parish, Louisiana","1502","132","1457","133","45","42",
"0500000US22109","Terrebonne Parish, Louisiana","41960","649","41469","706","491","282",
"0500000US22111","Union Parish, Louisiana","7669","294","7622","297","47","49",
"0500000US22113","Vermilion Parish, Louisiana","21580","471","21504","465","76","75",
"0500000US22115","Vernon Parish, Louisiana","17263","567","17171","571","92","61",
"0500000US22117","Washington Parish, Louisiana","17367","489","17241","496","126","118",
"0500000US22119","Webster Parish, Louisiana","14831","355","14728","373","103","88",
"0500000US22121","West Baton Rouge Parish, Louisiana","9759","310","9696","313","63","68",
"0500000US22123","West Carroll Parish, Louisiana","3700","181","3657","182","43","26",
"0500000US22125","West Feliciana Parish, Louisiana","3852","222","3841","223","11","21",
"0500000US22127","Winn Parish, Louisiana","4726","279","4722","279","4","6",
"0500000US23001","Androscoggin County, Maine","45770","543","45644","557","126","100",
"0500000US23003","Aroostook County, Maine","28939","415","28749","414","190","51",
"0500000US23005","Cumberland County, Maine","125986","942","125240","952","746","307",
"0500000US23007","Franklin County, Maine","12018","371","11892","373","126","64",
"0500000US23009","Hancock County, Maine","24103","535","23985","535","118","39",
"0500000US23011","Kennebec County, Maine","52752","645","52571","650","181","100",
"0500000US23013","Knox County, Maine","17529","383","17461","389","68","34",
"0500000US23015","Lincoln County, Maine","15372","417","15297","410","75","44",
"0500000US23017","Oxford County, Maine","22747","526","22463","534","284","74",
