NAME,DP04_0073PE,DP04_0073PM,DP04_0074PE,DP04_0074PM,DP04_0075PE,DP04_0075PM
Geographic Area Name,Percent!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities,Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities,Percent!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities,Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities,Percent!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available,Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available
"Gadsden County, Florida",0.4,0.4,0.5,0.4,1.9,0.7
"Gilchrist County, Florida",0.5,0.6,0.1,0.1,1.2,0.7
"Glades County, Florida",2.3,2.4,0.5,0.7,1.1,0.9
"Gulf County, Florida",0.4,0.4,1.1,1.3,1.5,1.1
"Hamilton County, Florida",0.3,0.5,2,1.8,4.1,2.2
"Hardee County, Florida",0.2,0.2,0.2,0.4,5,2.3
"Hendry County, Florida",1,0.8,0.4,0.3,2.9,1.4
"Hernando County, Florida",0.3,0.1,0.7,0.2,1.1,0.3
"Highlands County, Florida",0.2,0.1,0.4,0.2,1.2,0.4
"Hillsborough County, Florida",0.3,0.1,0.7,0.1,1,0.1
"Holmes County, Florida",0.6,0.5,0.7,0.8,1.7,1.2
"Indian River County, Florida",0.1,0.1,0.3,0.2,0.8,0.3
"Jackson County, Florida",0.1,0.1,0.3,0.2,2.2,0.9
"Jefferson County, Florida",0,0.9,0,0.1,3.1,1.9
"Lafayette County, Florida",1.5,1.9,1,1.8,0.8,1.1
"Lake County, Florida",0.3,0.2,0.7,0.2,1,0.2
"Lee County, Florida",0.4,0.1,0.6,0.1,1.3,0.2
"Leon County, Florida",0.5,0.3,0.8,0.3,1,0.3
"Levy County, Florida",0.2,0.2,0.4,0.2,2.1,0.8
"Liberty County, Florida",0.5,1,1.2,1.5,0.5,0.7
"Madison County, Florida",0.2,0.3,0.2,0.3,2.9,1.4
"Manatee County, Florida",0.3,0.1,0.8,0.2,1.6,0.3
"Marion County, Florida",0.3,0.1,0.8,0.2,1,0.2
"Martin County, Florida",0.3,0.2,0.9,0.3,1.2,0.3
"Miami-Dade County, Florida",0.4,0.1,0.8,0.1,1.7,0.1
"Monroe County, Florida",0.2,0.2,0.7,0.4,1.3,0.5
"Nassau County, Florida",0.3,0.2,0.3,0.2,0.7,0.4
"Okaloosa County, Florida",0.2,0.1,0.7,0.2,1.3,0.3
"Okeechobee County, Florida",0.5,0.6,0.8,0.7,1.3,0.7
"Orange County, Florida",0.3,0.1,0.5,0.1,1.1,0.1
"Osceola County, Florida",0.2,0.1,0.5,0.2,1.4,0.3
"Palm Beach County, Florida",0.3,0.1,0.7,0.1,1.1,0.1
"Pasco County, Florida",0.2,0.1,0.4,0.1,1.2,0.2
"Pinellas County, Florida",0.3,0.1,0.9,0.1,1.5,0.2
"Polk County, Florida",0.3,0.1,0.5,0.1,1.7,0.2
"Putnam County, Florida",0.7,0.4,0.8,0.4,1,0.4
"St. Johns County, Florida",0.2,0.1,0.3,0.1,1.2,0.4
"St. Lucie County, Florida",0.3,0.2,0.6,0.2,1,0.2
"Santa Rosa County, Florida",0.2,0.1,0.5,0.2,0.7,0.3
"Sarasota County, Florida",0.2,0.1,1.2,0.2,1.8,0.3
"Seminole County, Florida",0.3,0.1,0.5,0.1,0.8,0.1
"Sumter County, Florida",0.1,0.1,1.4,1,0.8,0.3
"Suwannee County, Florida",0.4,0.2,1.1,0.6,1.4,1.1
"Taylor County, Florida",0.3,0.5,0.4,0.5,0.8,0.8
"Union County, Florida",0.1,0.2,0.2,0.3,0.4,0.6
"Volusia County, Florida",0.2,0.1,0.7,0.1,1.1,0.2
"Wakulla County, Florida",0.2,0.5,0.4,0.4,1.8,1.1
"Walton County, Florida",0.3,0.3,1,0.6,1.5,0.6
"Washington County, Florida",1,0.7,0.8,0.7,1.6,1.1
"Appling County, Georgia",0.3,0.4,0.5,0.5,2.7,1.7
"Atkinson County, Georgia",3.2,2.4,3,2.1,0.1,0.2
"Bacon County, Georgia",0,1.2,1.4,1.4,0.8,0.7
"Baker County, Georgia",0,3.9,0,3.9,1.2,1.3
"Baldwin County, Georgia",0.7,0.5,1,0.6,2.1,1
"Banks County, Georgia",0,0.7,0.3,0.3,1.4,0.8
"Barrow County, Georgia",0.3,0.2,0.5,0.3,0.9,0.4
"Bartow County, Georgia",0.4,0.3,0.3,0.3,1.3,0.6
"Ben Hill County, Georgia",0.1,0.2,0.1,0.2,2.1,1.4
"Berrien County, Georgia",0.8,0.7,0.3,0.4,1.7,0.9
"Bibb County, Georgia",0.4,0.2,1.1,0.3,1.4,0.4
"Bleckley County, Georgia",0.4,0.7,0.5,0.7,1,0.8
"Brantley County, Georgia",0.3,0.4,0.3,0.4,0.5,0.6
"Brooks County, Georgia",0,0.8,0.6,0.6,2.3,1.5
"Bryan County, Georgia",0,0.3,0,0.1,0.6,0.5
"Bulloch County, Georgia",0.1,0.1,0.4,0.2,1.5,0.7
"Burke County, Georgia",0.9,0.8,1.1,0.9,1,0.8
"Butts County, Georgia",0,0.6,0.1,0.2,0.4,0.4
"Calhoun County, Georgia",0.3,0.5,1.1,1.7,1.2,1.2
"Camden County, Georgia",0.7,0.8,1.1,0.8,1.1,0.8
"Candler County, Georgia",0,1.2,0.5,0.5,2,2.3
"Carroll County, Georgia",0.4,0.3,1,0.4,0.4,0.2
"Catoosa County, Georgia",0.5,0.4,0.2,0.2,0.9,0.5
"Charlton County, Georgia",0.3,0.5,0.6,0.7,1.8,1.8
"Chatham County, Georgia",0.3,0.2,0.7,0.2,0.7,0.1
"Chattahoochee County, Georgia",0,2,0.6,0.8,1.9,1.7
"Chattooga County, Georgia",0.3,0.3,0.2,0.2,0.8,0.5
"Cherokee County, Georgia",0.2,0.1,0.5,0.2,0.7,0.3
"Clarke County, Georgia",0.3,0.3,0.8,0.3,1.7,0.5
"Clay County, Georgia",0,3.6,0.9,1,1.8,1.9
"Clayton County, Georgia",0.4,0.2,0.6,0.2,1.2,0.3
"Clinch County, Georgia",2,3,2.2,3.1,3.7,2.6
"Cobb County, Georgia",0.1,0.1,0.4,0.1,0.6,0.1
"Coffee County, Georgia",0.1,0.1,0.5,0.4,1.4,0.9
"Colquitt County, Georgia",0.8,0.5,0.8,0.5,1.6,0.8
"Columbia County, Georgia",0.2,0.2,0.6,0.5,1.7,0.6
"Cook County, Georgia",0.2,0.3,1.1,1.4,2,1.2
"Coweta County, Georgia",0.3,0.2,0.3,0.2,0.9,0.4
"Crawford County, Georgia",0,1.1,0,0.1,1.1,1
"Crisp County, Georgia",0.6,0.7,1.7,1,1.3,0.9
"Dade County, Georgia",1.6,1.5,1,0.9,1.3,1.1
"Dawson County, Georgia",0,0.5,1,0.9,0.9,0.6
"Decatur County, Georgia",0.1,0.2,1.6,1.1,2.2,1.2
"DeKalb County, Georgia",0.2,0.1,0.5,0.1,0.9,0.2
"Dodge County, Georgia",0,0.1,0,0.1,2.3,1.7
"Dooly County, Georgia",0,1.2,1.2,1.5,0.9,1
"Dougherty County, Georgia",0.3,0.2,1.3,0.4,1,0.4
"Douglas County, Georgia",0.2,0.2,0.3,0.3,1.8,0.6
"Early County, Georgia",0.3,0.4,0.7,0.8,2.5,1.6
"Echols County, Georgia",0,3.5,0.2,0.4,3,2.7
"Effingham County, Georgia",0.2,0.2,0.3,0.3,0.4,0.3
"Elbert County, Georgia",0,0.1,0.6,0.7,2.1,0.8
"Emanuel County, Georgia",0.2,0.3,1.8,0.8,1.5,0.7
"Evans County, Georgia",0.3,0.5,0.8,0.9,1.3,1.1
"Fannin County, Georgia",0.4,0.5,0.7,0.7,1.7,1
"Fayette County, Georgia",0.2,0.1,0.6,0.3,0.4,0.2
"Floyd County, Georgia",0.3,0.2,1.7,0.7,1.9,0.5
"Forsyth County, Georgia",0.2,0.1,0.3,0.1,0.6,0.2
"Franklin County, Georgia",0.8,0.7,1.4,0.8,1.1,0.7
"Fulton County, Georgia",0.2,0.1,0.6,0.1,1.1,0.1
"Gilmer County, Georgia",0.8,0.8,0.9,0.6,1.5,0.7
"Glascock County, Georgia",0,4.4,0.4,0.7,0.2,0.4
"Glynn County, Georgia",0.4,0.3,0.5,0.3,2.1,0.9
"Gordon County, Georgia",0.1,0.2,0.9,0.8,1.6,0.7
"Grady County, Georgia",0.1,0.2,0.9,0.8,1.5,1.5
"Greene County, Georgia",0.3,0.5,0.6,0.6,0.2,0.2
"Gwinnett County, Georgia",0.3,0.1,0.3,0.1,0.9,0.2
"Habersham County, Georgia",0.1,0.1,0.4,0.3,1.7,0.8
"Hall County, Georgia",0.4,0.3,0.5,0.2,1.1,0.3
"Hancock County, Georgia",0.6,0.9,0.6,0.9,0.9,2.2
"Haralson County, Georgia",0,0.1,1.2,0.7,1.9,1.2
"Harris County, Georgia",0.3,0.3,0.3,0.3,0.2,0.2
"Hart County, Georgia",0.8,0.8,0.8,0.8,0.8,0.6
"Heard County, Georgia",0,0.1,0.1,0.1,1.1,0.8
"Henry County, Georgia",0.5,0.3,0.2,0.1,1,0.3
"Houston County, Georgia",0.5,0.4,0.6,0.4,0.6,0.3
"Irwin County, Georgia",1.5,1.4,1.5,1.4,2.6,2.1
"Jackson County, Georgia",0.4,0.3,0.7,0.5,1,0.4
"Jasper County, Georgia",0.1,0.1,0.1,0.2,0.9,0.7
"Jeff Davis County, Georgia",0.7,0.7,0.7,0.7,1.7,1.8
"Jefferson County, Georgia",0.5,0.8,0.6,0.8,2.1,1.2
"Jenkins County, Georgia",0,1.4,2.7,2.7,0,1.4
"Johnson County, Georgia",0.7,1.1,1.7,1.1,0.7,0.7
"Jones County, Georgia",0.1,0.2,0,0.5,0.9,0.9
"Lamar County, Georgia",0.7,0.7,0.7,0.6,2,1.5
"Lanier County, Georgia",0.6,0.9,3.1,2.8,3.1,2.8
"Laurens County, Georgia",0.6,0.4,1,0.5,2.1,0.9
"Lee County, Georgia",0.2,0.3,0.2,0.3,1.2,0.7
"Liberty County, Georgia",0.3,0.4,0.5,0.3,0.9,0.4
"Lincoln County, Georgia",0,1.6,0.4,0.7,0.8,1.1
"Long County, Georgia",0.4,0.8,1.1,1.7,2.5,1.6
"Lowndes County, Georgia",0.9,0.5,1,0.4,1.2,0.4
"Lumpkin County, Georgia",0.2,0.3,0.8,0.9,2.3,1.6
"McDuffie County, Georgia",0,0.1,0,0.6,2.2,1.8
"McIntosh County, Georgia",0.5,0.5,1,1,1.4,1.1
"Macon County, Georgia",0.5,0.6,0.4,0.4,7.1,3.2
"Madison County, Georgia",0.3,0.3,0.5,0.5,1,0.6
"Marion County, Georgia",0.2,0.3,0.3,0.4,2.6,1.7
"Meriwether County, Georgia",0.5,0.5,0.2,0.2,1.2,1
"Miller County, Georgia",0,1.9,0.4,0.8,2.6,1.8
"Mitchell County, Georgia",0.4,0.7,1.2,1.1,1.2,1.2
"Monroe County, Georgia",1.1,0.7,1.1,0.7,1.1,0.8
"Montgomery County, Georgia",0.7,1,0.6,0.6,2.1,1.4
"Morgan County, Georgia",0.2,0.2,0.2,0.2,1.1,0.8
"Murray County, Georgia",0.2,0.2,0.1,0.1,1.8,0.8
"Muscogee County, Georgia",0.2,0.1,1,0.3,1.4,0.4
"Newton County, Georgia",0.3,0.2,0.8,0.4,0.9,0.4
"Oconee County, Georgia",0.2,0.2,0.2,0.2,0.5,0.4
"Oglethorpe County, Georgia",1.3,2.1,1.4,2.1,1.6,1.2
"Paulding County, Georgia",0.2,0.2,0.7,0.4,1,0.4
"Peach County, Georgia",0.1,0.2,0.1,0.2,2.3,1.7
"Pickens County, Georgia",0.4,0.4,0.8,0.6,0.7,0.5
"Pierce County, Georgia",0.4,0.7,0.2,0.4,0.9,0.7
"Pike County, Georgia",0.2,0.3,1,0.7,2,0.9
"Polk County, Georgia",0.2,0.3,0.3,0.3,1.1,0.7
"Pulaski County, Georgia",0.6,1.1,0.4,0.6,1.7,1.7
"Putnam County, Georgia",1.1,1.2,1.2,1.2,0.8,0.8
"Quitman County, Georgia",3.9,5.7,3.9,5.7,9,7.2
"Rabun County, Georgia",0.5,0.5,1.4,0.8,1.9,1.2
"Randolph County, Georgia",1.1,1.8,0.2,0.3,0,2
"Richmond County, Georgia",0.3,0.1,0.4,0.1,1.3,0.3
"Rockdale County, Georgia",1.1,0.6,1.3,0.7,0.8,0.4
"Schley County, Georgia",1.3,1.7,0,2.9,1.1,1.4
"Screven County, Georgia",1,0.8,1.6,1.2,1.9,1.5
"Seminole County, Georgia",0.4,0.5,0,1.3,3.2,2.2
"Spalding County, Georgia",0.2,0.2,1,0.5,1.6,0.7
"Stephens County, Georgia",0.5,0.6,0.4,0.4,0.7,0.5
"Stewart County, Georgia",0,2.8,0.5,0.6,1.6,1.4
"Sumter County, Georgia",0,0.4,0.2,0.2,1.3,0.8
"Talbot County, Georgia",1.3,1.6,1.5,1.6,5.3,2.4
"Taliaferro County, Georgia",1.5,1.2,0.3,0.5,0.7,0.7
"Tattnall County, Georgia",0,0.1,0.3,0.5,1,1
"Taylor County, Georgia",0.8,0.7,0.4,0.5,5.6,3.7
"Telfair County, Georgia",0.5,0.7,0.6,0.7,6.8,2.9
"Terrell County, Georgia",0,1.4,0.4,0.3,0.4,0.4
"Thomas County, Georgia",0.7,0.4,0.7,0.5,1.6,0.7
"Tift County, Georgia",0.8,0.7,0.9,0.6,1.1,0.7
"Toombs County, Georgia",0.7,0.6,1.8,1,1.6,1.2
"Towns County, Georgia",0.2,0.2,0.4,0.4,1.1,0.7
"Treutlen County, Georgia",0.7,1.1,0.3,0.4,4.1,3
"Troup County, Georgia",0.3,0.2,0.4,0.3,2.1,0.8
"Turner County, Georgia",0,1.4,0,1.4,0.1,0.2
"Twiggs County, Georgia",1.8,1.6,1,1.3,3.2,2.4
"Union County, Georgia",0.2,0.2,0.4,0.3,0.7,0.5
"Upson County, Georgia",0.7,0.7,0.9,0.8,2.2,1.2
"Walker County, Georgia",0.5,0.4,1,0.6,1.2,0.5
"Walton County, Georgia",0.1,0.1,0.4,0.3,1.2,0.5
"Ware County, Georgia",0.1,0.2,0.3,0.3,1.6,1
"Warren County, Georgia",0.1,0.2,1.5,2.1,2,1.3
"Washington County, Georgia",0.7,0.7,0.7,0.7,0.2,0.2
"Wayne County, Georgia",0.7,0.9,0.8,1,1.9,0.8
"Webster County, Georgia",0,5,0.4,0.6,3.6,5
"Wheeler County, Georgia",0,3.1,0,3.1,6.9,4.6
"White County, Georgia",0.3,0.3,0.5,0.4,1.1,0.6
"Whitfield County, Georgia",0.3,0.3,0.8,0.4,1.1,0.6
"Wilcox County, Georgia",0.2,0.5,0.6,0.8,1.8,1.3
"Wilkes County, Georgia",0,1.2,0,1.2,1.2,1
"Wilkinson County, Georgia",0.1,0.2,0.2,0.2,2.8,1.6
"Worth County, Georgia",0.5,0.6,1.3,0.8,1.5,0.9
"Hawaii County, Hawaii",2,0.5,3,0.6,2,0.4
"Honolulu County, Hawaii",0.5,0.1,1.4,0.2,1.2,0.2
"Kalawao County, Hawaii",0,53.3,0,53.3,16.1,12.1
"Kauai County, Hawaii",0.4,0.3,1.5,0.6,0.9,0.4
"Maui County, Hawaii",0.5,0.2,1.4,0.4,0.9,0.3
"Ada County, Idaho",0.3,0.1,0.8,0.2,1,0.3
"Adams County, Idaho",0.4,0.5,0.8,0.7,1.7,1.5
"Bannock County, Idaho",0.2,0.2,0.9,0.4,1.2,0.5
"Bear Lake County, Idaho",0.4,0.5,0,0.1,1.6,1
"Benewah County, Idaho",1.3,0.7,1.6,0.8,2,1.3
"Bingham County, Idaho",0.2,0.2,0.2,0.2,1.3,0.8
"Blaine County, Idaho",0,0.4,0.1,0.2,0.5,0.6
"Boise County, Idaho",0.2,0.2,0.3,0.3,1.4,0.8
"Bonner County, Idaho",0.8,0.4,0.6,0.4,2.4,0.9
"Bonneville County, Idaho",0.5,0.3,1.4,0.6,1.5,0.4
"Boundary County, Idaho",1.6,1.4,2.5,1.8,2.1,1.2
"Butte County, Idaho",0.4,0.6,1.1,1.2,4.9,5.9
"Camas County, Idaho",0,10.6,0,10.6,0,10.6
"Canyon County, Idaho",0.5,0.2,0.8,0.2,1,0.3
"Caribou County, Idaho",0.8,0.7,1.7,1.3,2.3,1.5
"Cassia County, Idaho",0.1,0.2,0.7,0.8,0.4,0.3
"Clark County, Idaho",3.9,5.4,3.9,5.4,0,12.4
"Clearwater County, Idaho",1.6,1,1.8,1,3.1,1.5
"Custer County, Idaho",0,2.2,0,2.2,1.9,1.7
"Elmore County, Idaho",0.4,0.4,0.8,0.6,1.5,1
"Franklin County, Idaho",0,0.8,0.8,1.1,0.5,0.7
"Fremont County, Idaho",0.1,0.2,0.7,0.9,0.1,0.1
"Gem County, Idaho",0,0.5,1,1.1,1.2,0.9
"Gooding County, Idaho",0.3,0.5,2.1,1.5,1.6,1.3
"Idaho County, Idaho",1,0.6,1.2,0.7,2.2,1
"Jefferson County, Idaho",1.3,1,1.5,1,1.2,0.9
"Jerome County, Idaho",0.2,0.2,0.5,0.5,1.3,0.8
"Kootenai County, Idaho",0.4,0.2,1.4,0.4,1.1,0.4
"Latah County, Idaho",0.3,0.3,1.5,0.7,1.3,0.8
"Lemhi County, Idaho",1.5,1.1,0.6,0.7,0.9,0.9
"Lewis County, Idaho",0.9,0.7,0.4,0.5,4.3,1.4
"Lincoln County, Idaho",0.2,0.4,0.5,0.6,1.7,1.4
"Madison County, Idaho",0.4,0.4,1.3,0.7,1.9,1.4
"Minidoka County, Idaho",0.2,0.2,0,0.5,1.8,1.3
"Nez Perce County, Idaho",0.2,0.2,1.8,0.9,1.3,0.5
"Oneida County, Idaho",0,2.1,0,2.1,0.5,0.8
"Owyhee County, Idaho",0.6,0.6,0.7,0.6,4,1.6
"Payette County, Idaho",0.6,0.7,0.6,0.6,1.5,1
"Power County, Idaho",0,1.4,0,1.4,0.2,0.3
"Shoshone County, Idaho",0.2,0.3,0.6,0.5,1.3,0.8
"Teton County, Idaho",0.1,0.1,0.5,1,1.8,1.6
"Twin Falls County, Idaho",0.2,0.1,0.9,0.4,0.9,0.3
"Valley County, Idaho",1.4,2.2,2.2,2.6,1.7,2
"Washington County, Idaho",0.3,0.5,0.1,0.1,2.5,1.5
"Adams County, Illinois",0.5,0.3,1.4,0.6,1.3,0.5
"Alexander County, Illinois",0.1,0.2,0.6,0.6,2.5,1.7
"Bond County, Illinois",0.4,0.4,1.3,0.7,0.8,0.4
"Boone County, Illinois",0.9,0.6,1,0.8,1,0.6
"Brown County, Illinois",0,1.6,0,1.6,1.1,0.9
"Bureau County, Illinois",0.1,0.1,0.4,0.2,0.6,0.3
"Calhoun County, Illinois",2.1,2.6,0,2.5,7.3,3.7
"Carroll County, Illinois",0.3,0.3,0.3,0.3,0.4,0.3
"Cass County, Illinois",0.2,0.2,0.2,0.2,1.7,1.1
"Champaign County, Illinois",0.2,0.1,0.7,0.2,1.6,0.4
"Christian County, Illinois",0.2,0.3,0.2,0.1,1,0.4
"Clark County, Illinois",0,0.5,0.3,0.3,1,0.8
"Clay County, Illinois",0.5,0.6,2.8,1.7,1.4,0.9
"Clinton County, Illinois",0.2,0.2,0.8,0.4,1,0.5
"Coles County, Illinois",0.7,0.4,0.8,0.4,2.2,0.7
"Cook County, Illinois",0.3,0.1,0.7,0.1,1.2,0.1
"Crawford County, Illinois",0.3,0.5,1.5,0.8,0.9,0.5
"Cumberland County, Illinois",0.3,0.3,0.3,0.3,0.9,0.8
"DeKalb County, Illinois",0,0.1,0.6,0.3,1.2,0.5
"De Witt County, Illinois",0,0.5,0.1,0.2,1.8,0.8
"Douglas County, Illinois",0.2,0.2,0.5,0.3,4.5,1.2
"DuPage County, Illinois",0.2,0.1,0.6,0.1,0.7,0.1
"Edgar County, Illinois",0,0.4,0.7,0.8,1.7,0.8
"Edwards County, Illinois",0.2,0.2,0,0.1,2.6,1.5
"Effingham County, Illinois",0.2,0.2,0.5,0.3,1.2,0.5
"Fayette County, Illinois",0.4,0.4,0.4,0.6,1.8,1
"Ford County, Illinois",0.2,0.3,0.7,0.5,1.7,0.9
"Franklin County, Illinois",0.4,0.3,1.5,0.6,1.4,0.5
"Fulton County, Illinois",0.1,0.2,1.2,0.5,1.9,0.5
"Gallatin County, Illinois",0,1.5,0.2,0.3,0.4,0.6
"Greene County, Illinois",0.5,0.4,0.4,0.4,4.8,1.8
"Grundy County, Illinois",0.4,0.4,1.1,0.6,0.5,0.4
"Hamilton County, Illinois",0,1,0.9,0.8,0.9,0.8
"Hancock County, Illinois",0.1,0.1,0.9,0.6,1.2,0.6
"Hardin County, Illinois",2.2,2.6,2.2,2.6,0.5,0.7
"Henderson County, Illinois",0.5,0.8,1.4,1.3,0.6,0.3
"Henry County, Illinois",0.3,0.3,0.7,0.4,0.9,0.4
"Iroquois County, Illinois",0.1,0.1,0.9,0.5,1.4,0.5
"Jackson County, Illinois",0.4,0.2,1,0.5,1.4,0.5
"Jasper County, Illinois",0.4,0.7,0.9,0.6,1,1
"Jefferson County, Illinois",0.9,0.5,2.1,0.9,2.2,0.9
"Jersey County, Illinois",0,0.4,0.3,0.3,4.5,1.6
"Jo Daviess County, Illinois",0.1,0.1,0.3,0.2,0.7,0.3
"Johnson County, Illinois",0.4,0.4,0.9,0.7,1.3,0.8
"Kane County, Illinois",0.2,0.1,1,0.2,0.9,0.2
"Kankakee County, Illinois",0.4,0.2,1,0.3,1.4,0.4
"Kendall County, Illinois",0.4,0.3,0.7,0.4,0.8,0.5
"Knox County, Illinois",0.4,0.2,0.6,0.4,1.6,0.6
"Lake County, Illinois",0.2,0.1,0.5,0.1,0.8,0.1
"LaSalle County, Illinois",0.2,0.1,0.6,0.2,1.1,0.4
"Lawrence County, Illinois",0.4,0.3,0.3,0.4,1.9,1
"Lee County, Illinois",0.3,0.3,2.7,1.3,0.8,0.5
"Livingston County, Illinois",0.6,0.5,1,0.7,0.8,0.5
"Logan County, Illinois",0,0.1,0.4,0.3,0.6,0.3
"McDonough County, Illinois",1,0.9,2.1,1.2,2.8,1.4
"McHenry County, Illinois",0.1,0.1,0.5,0.1,0.6,0.2
"McLean County, Illinois",0.4,0.2,0.8,0.2,0.7,0.2
"Macon County, Illinois",0.3,0.1,0.7,0.2,1,0.4
"Macoupin County, Illinois",0.3,0.2,0.8,0.3,1.9,0.7
"Madison County, Illinois",0.1,0.1,0.9,0.2,0.9,0.2
"Marion County, Illinois",0.6,0.4,1.8,0.7,1.5,0.5
"Marshall County, Illinois",0.4,0.6,0.5,0.4,1.1,0.6
"Mason County, Illinois",0.1,0.2,0.5,0.3,0.7,0.3
"Massac County, Illinois",0.1,0.2,0.3,0.3,0.5,0.6
"Menard County, Illinois",0,0.6,0.6,0.5,1.1,0.7
"Mercer County, Illinois",0.3,0.3,1.8,1.1,0.5,0.3
"Monroe County, Illinois",0,0.2,0.7,0.5,1.1,0.7
"Montgomery County, Illinois",0.1,0.1,0.8,0.6,1.6,0.8
"Morgan County, Illinois",0.2,0.2,0.9,0.5,3,0.9
"Moultrie County, Illinois",0,0.6,1.8,0.8,2.9,1.1
"Ogle County, Illinois",0.3,0.4,0.3,0.4,1.4,0.5
"Peoria County, Illinois",0.3,0.2,1.1,0.3,1.7,0.4
"Perry County, Illinois",0.5,0.4,0.4,0.3,0.9,0.6
"Piatt County, Illinois",0.3,0.2,0.9,0.5,0.5,0.3
"Pike County, Illinois",0.5,0.4,0.4,0.3,3.3,1.2
"Pope County, Illinois",0.4,0.7,0,2.3,4.9,2.6
"Pulaski County, Illinois",0.4,0.4,0.6,0.6,2.3,1.5
"Putnam County, Illinois",0,1.4,0.2,0.2,0.9,0.7
"Randolph County, Illinois",0.4,0.4,1.2,0.6,1,0.5
"Richland County, Illinois",0.5,0.3,1.1,0.7,1.6,0.7
"Rock Island County, Illinois",0.3,0.2,1.5,0.4,1.3,0.4
"St. Clair County, Illinois",0.2,0.1,0.7,0.2,1.3,0.2
"Saline County, Illinois",1.1,0.7,1.3,0.7,2.5,1.3
"Sangamon County, Illinois",0.1,0.1,0.5,0.2,1.7,0.3
"Schuyler County, Illinois",0.4,0.5,1.5,1.4,1.9,1.4
"Scott County, Illinois",0.7,0.6,0.4,0.3,2.3,1.2
"Shelby County, Illinois",0.3,0.2,0.5,0.6,0.6,0.5
"Stark County, Illinois",0.1,0.2,1.3,1.3,1.3,1.3
"Stephenson County, Illinois",0.2,0.1,1.5,0.5,1.3,0.5
"Tazewell County, Illinois",0.1,0.1,1.2,0.3,1.4,0.4
"Union County, Illinois",0.2,0.4,0.2,0.2,1.7,0.9
"Vermilion County, Illinois",0.4,0.3,0.6,0.2,1.9,0.5
"Wabash County, Illinois",1,0.9,2.2,1.3,1.8,1.2
"Warren County, Illinois",0.6,0.7,1.3,1,1,1
"Washington County, Illinois",0,0.1,0.5,0.6,1.3,0.7
"Wayne County, Illinois",2.4,1.1,1.4,0.7,2.2,1.1
"White County, Illinois",0.2,0.3,0.4,0.4,1.4,0.9
"Whiteside County, Illinois",0.7,0.6,1.2,0.5,1.1,0.4
"Will County, Illinois",0.2,0.1,0.6,0.1,0.8,0.1
"Williamson County, Illinois",0.1,0.1,0.7,0.4,1.2,0.6
"Winnebago County, Illinois",0.2,0.1,1,0.2,1.2,0.2
"Woodford County, Illinois",0,0.1,0.4,0.2,0.6,0.3
"Adams County, Indiana",9.7,1.4,10,1.4,9.3,1.5
"Allen County, Indiana",0.2,0.1,0.5,0.1,0.9,0.2
"Bartholomew County, Indiana",0.2,0.1,0.4,0.2,0.8,0.3
"Benton County, Indiana",0,1,0.4,0.3,1.2,0.7
"Blackford County, Indiana",0,0.7,0.1,0.2,1,0.8
"Boone County, Indiana",0.1,0.1,0.2,0.2,0.5,0.3
"Brown County, Indiana",0.2,0.4,0.6,0.4,0.2,0.2
"Carroll County, Indiana",0,0.1,0.6,0.5,1.3,0.7
"Cass County, Indiana",0.5,0.4,1.4,0.7,1.3,0.5
"Clark County, Indiana",0.2,0.1,0.8,0.3,1,0.3
"Clay County, Indiana",0.1,0.1,0.3,0.2,2,1.1
"Clinton County, Indiana",0.4,0.4,0.7,0.5,1.9,0.9
"Crawford County, Indiana",1.1,0.8,1.1,0.7,5.7,2.4
"Daviess County, Indiana",0.1,0.1,1.7,0.7,1.8,0.7
"Dearborn County, Indiana",0.3,0.4,0.4,0.4,0.6,0.5
"Decatur County, Indiana",0.2,0.2,0.3,0.3,1.3,0.6
"DeKalb County, Indiana",0.2,0.1,0.3,0.2,1,0.5
"Delaware County, Indiana",0.3,0.2,0.8,0.3,1.6,0.4
"Dubois County, Indiana",0.2,0.2,0.2,0.2,1.1,0.6
"Elkhart County, Indiana",0.1,0.1,0.9,0.3,1.8,0.3
"Fayette County, Indiana",0.7,0.6,0.4,0.3,1.4,0.6
"Floyd County, Indiana",0.2,0.2,0.6,0.2,1.4,0.5
"Fountain County, Indiana",0.5,0.7,0.2,0.2,1.4,0.6
"Franklin County, Indiana",0.3,0.4,0.4,0.4,1.6,0.8
"Fulton County, Indiana",0,0.4,0.4,0.6,0.4,0.4
"Gibson County, Indiana",0.2,0.2,0.3,0.3,1,0.7
"Grant County, Indiana",0.3,0.3,0.4,0.3,1.2,0.5
"Greene County, Indiana",0.6,0.4,1,0.6,1,0.4
"Hamilton County, Indiana",0.2,0.1,0.8,0.3,0.5,0.2
"Hancock County, Indiana",0,0.1,0.7,0.3,1.2,0.6
"Harrison County, Indiana",0.3,0.3,0.7,0.4,1.4,0.8
"Hendricks County, Indiana",0.1,0.1,0.7,0.3,0.5,0.3
"Henry County, Indiana",0.3,0.3,0.8,0.3,1.5,0.5
