NAME,DP04_0073PE,DP04_0073PM,DP04_0074PE,DP04_0074PM,DP04_0075PE,DP04_0075PM
Geographic Area Name,Percent!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities,Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities,Percent!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities,Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities,Percent!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available,Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available
"Avoyelles Parish, Louisiana",0.9,0.8,0.8,0.5,1.3,0.8
"Beauregard Parish, Louisiana",0.6,0.5,0.9,0.5,0.9,0.5
"Bienville Parish, Louisiana",0.4,0.3,0.3,0.4,2.2,1.2
"Bossier Parish, Louisiana",0.1,0.1,0.6,0.2,0.7,0.3
"Caddo Parish, Louisiana",0.8,0.4,1.1,0.3,1.6,0.3
"Calcasieu Parish, Louisiana",0.2,0.1,0.4,0.2,1.5,0.4
"Caldwell Parish, Louisiana",0.8,1.2,0.8,1.2,0.7,0.6
"Cameron Parish, Louisiana",0,1.9,1.2,1.6,0.4,0.4
"Catahoula Parish, Louisiana",6.1,3.9,8.1,4.4,2.7,1.7
"Claiborne Parish, Louisiana",1,1.2,0.6,0.7,2,1
"Concordia Parish, Louisiana",0.7,0.5,0.6,0.5,1.2,1.1
"De Soto Parish, Louisiana",1.2,0.9,1.4,0.8,2.5,1.1
"East Baton Rouge Parish, Louisiana",0.3,0.1,0.7,0.2,1.2,0.2
"East Carroll Parish, Louisiana",2.8,2.6,5.6,5.4,5,3.1
"East Feliciana Parish, Louisiana",0.9,0.7,1.2,0.9,2.7,1.5
"Evangeline Parish, Louisiana",0.9,0.7,0.9,0.6,1.9,0.8
"Franklin Parish, Louisiana",2.1,1.1,2.3,1.1,1.6,1
"Grant Parish, Louisiana",0.1,0.2,0.1,0.2,2.2,1.4
"Iberia Parish, Louisiana",1,0.6,1.2,0.7,1.7,0.8
"Iberville Parish, Louisiana",0.2,0.2,0.2,0.2,1.7,1.4
"Jackson Parish, Louisiana",0.4,0.4,0.7,0.6,1,0.7
"Jefferson Parish, Louisiana",0.2,0.1,0.4,0.1,1.3,0.2
"Jefferson Davis Parish, Louisiana",0.2,0.3,1.1,0.7,1.3,0.6
"Lafayette Parish, Louisiana",0.2,0.1,0.6,0.4,0.9,0.4
"Lafourche Parish, Louisiana",0.2,0.2,0.6,0.3,1.2,0.4
"LaSalle Parish, Louisiana",0.8,0.7,1.1,0.7,1.3,1.4
"Lincoln Parish, Louisiana",0.5,0.5,1.3,0.7,1,0.5
"Livingston Parish, Louisiana",0.3,0.2,0.5,0.3,1.1,0.4
"Madison Parish, Louisiana",2.6,1.5,2.9,1.5,1.8,1.4
"Morehouse Parish, Louisiana",1.2,0.9,1.8,1,5.2,2.1
"Natchitoches Parish, Louisiana",0.6,0.3,0.6,0.3,5.1,1.3
"Orleans Parish, Louisiana",0.4,0.1,0.9,0.2,1.8,0.3
"Ouachita Parish, Louisiana",0.6,0.2,0.7,0.3,2.2,0.6
"Plaquemines Parish, Louisiana",0.5,0.6,0.7,0.6,1.4,0.8
"Pointe Coupee Parish, Louisiana",0.9,0.9,0.5,0.6,1.2,0.9
"Rapides Parish, Louisiana",0.6,0.3,1.3,0.4,1.5,0.4
"Red River Parish, Louisiana",0.2,0.4,0.2,0.4,1,1.1
"Richland Parish, Louisiana",2.4,1.4,3.1,1.9,0.3,0.4
"Sabine Parish, Louisiana",1.2,1.1,1.3,1.1,1.9,0.8
"St. Bernard Parish, Louisiana",0.3,0.2,0.5,0.3,1.4,0.6
"St. Charles Parish, Louisiana",0.1,0.1,0.4,0.3,1.1,0.5
"St. Helena Parish, Louisiana",0.6,1,0.9,1.1,0.8,0.9
"St. James Parish, Louisiana",0.7,0.8,0.1,0.1,0.8,0.6
"St. John the Baptist Parish, Louisiana",0.3,0.4,0.6,0.4,0.8,0.8
"St. Landry Parish, Louisiana",0.2,0.1,0.4,0.2,1.5,0.5
"St. Martin Parish, Louisiana",0.8,0.5,0.1,0.1,0.7,0.5
"St. Mary Parish, Louisiana",0.5,0.4,0.9,0.4,2.9,1.4
"St. Tammany Parish, Louisiana",0.2,0.2,0.5,0.2,0.6,0.2
"Tangipahoa Parish, Louisiana",0.7,0.6,0.3,0.2,1.2,0.4
"Tensas Parish, Louisiana",3,2.8,3,2.8,1.8,1.4
"Terrebonne Parish, Louisiana",1.2,0.7,0.7,0.3,1.9,0.7
"Union Parish, Louisiana",0.6,0.6,0.7,0.6,4.4,2
"Vermilion Parish, Louisiana",0.4,0.3,0.4,0.3,1.1,0.4
"Vernon Parish, Louisiana",0.5,0.4,0.5,0.3,1.6,0.7
"Washington Parish, Louisiana",0.7,0.7,0.7,0.5,3.2,1.4
"Webster Parish, Louisiana",0.7,0.6,1.1,0.7,3,1.1
"West Baton Rouge Parish, Louisiana",0.6,0.7,0.1,0.2,1.4,1.1
"West Carroll Parish, Louisiana",1.2,0.7,1.2,0.7,1.8,1.2
"West Feliciana Parish, Louisiana",0.3,0.5,0,1.1,0.1,0.2
"Winn Parish, Louisiana",0.1,0.1,0.4,0.7,2.5,1.7
"Androscoggin County, Maine",0.3,0.2,1.7,0.8,1.2,0.4
"Aroostook County, Maine",0.7,0.2,0.7,0.2,2,0.5
"Cumberland County, Maine",0.6,0.2,0.9,0.2,1,0.2
"Franklin County, Maine",1,0.5,1.4,0.8,1,0.4
"Hancock County, Maine",0.5,0.2,0.6,0.2,0.8,0.3
"Kennebec County, Maine",0.3,0.2,0.5,0.2,1,0.3
"Knox County, Maine",0.4,0.2,0.4,0.2,0.7,0.4
"Lincoln County, Maine",0.5,0.3,0.4,0.2,0.9,0.4
"Oxford County, Maine",1.2,0.3,1,0.3,1.7,0.4
"Penobscot County, Maine",0.5,0.2,0.9,0.3,1,0.3
"Piscataquis County, Maine",1.2,0.4,0.7,0.3,0.7,0.4
"Sagadahoc County, Maine",0.4,0.3,0.5,0.3,0.8,0.5
"Somerset County, Maine",0.8,0.4,0.8,0.4,1.5,0.7
"Waldo County, Maine",0.9,0.3,1.6,0.6,1.6,0.7
"Washington County, Maine",1.2,0.5,1.2,0.3,1.4,0.3
"York County, Maine",0.4,0.2,1.2,0.4,1,0.3
"Allegany County, Maryland",0.3,0.3,0.8,0.4,1.2,0.5
"Anne Arundel County, Maryland",0.3,0.1,0.6,0.1,0.7,0.1
"Baltimore County, Maryland",0.2,0.1,0.7,0.1,1,0.2
"Calvert County, Maryland",0.6,0.3,0.7,0.4,1.1,0.5
"Caroline County, Maryland",0.5,0.4,0.5,0.4,0.9,0.5
"Carroll County, Maryland",0.2,0.1,0.6,0.2,1.1,0.4
"Cecil County, Maryland",0.2,0.1,0.3,0.2,1.9,0.6
"Charles County, Maryland",0.5,0.2,0.5,0.2,1.2,0.4
"Dorchester County, Maryland",0.5,0.5,1.4,0.8,1.2,0.5
"Frederick County, Maryland",0.3,0.1,0.5,0.2,0.9,0.2
"Garrett County, Maryland",0.5,0.4,1.1,0.6,1.6,0.7
"Harford County, Maryland",0.3,0.1,0.6,0.2,1.1,0.3
"Howard County, Maryland",0.2,0.1,0.7,0.3,0.7,0.2
"Kent County, Maryland",0.2,0.2,0.2,0.2,0.4,0.5
"Montgomery County, Maryland",0.4,0.1,0.6,0.1,0.8,0.1
"Prince George's County, Maryland",0.3,0.1,0.4,0.1,0.8,0.1
"Queen Anne's County, Maryland",0.1,0.2,0.1,0.2,0.7,0.4
"St. Mary's County, Maryland",0.5,0.3,0.4,0.3,1,0.3
"Somerset County, Maryland",1.1,1.7,1.8,1.7,1.3,0.8
"Talbot County, Maryland",0.8,0.7,0.9,0.4,0.5,0.5
"Washington County, Maryland",0.3,0.2,1,0.3,1.5,0.5
"Wicomico County, Maryland",0.2,0.2,0.8,0.4,1.3,0.5
"Worcester County, Maryland",0.2,0.1,0.5,0.4,0.9,0.3
"Baltimore city, Maryland",0.4,0.1,0.6,0.1,1.9,0.2
"Barnstable County, Massachusetts",0.2,0.1,0.5,0.2,0.6,0.1
"Berkshire County, Massachusetts",0.2,0.2,0.8,0.3,1,0.3
"Bristol County, Massachusetts",0.5,0.1,0.9,0.2,1.2,0.2
"Dukes County, Massachusetts",0.1,0.1,0.6,0.8,0.4,0.5
"Essex County, Massachusetts",0.5,0.1,1,0.2,1.1,0.2
"Franklin County, Massachusetts",0.2,0.1,0.4,0.2,0.9,0.3
"Hampden County, Massachusetts",0.2,0.1,0.9,0.2,1.6,0.3
"Hampshire County, Massachusetts",0.2,0.2,0.8,0.3,1.1,0.3
"Middlesex County, Massachusetts",0.3,0.1,0.8,0.1,0.8,0.1
"Nantucket County, Massachusetts",0.3,0.4,0.3,0.4,1.5,1.3
"Norfolk County, Massachusetts",0.3,0.1,0.7,0.1,0.7,0.1
"Plymouth County, Massachusetts",0.3,0.1,0.4,0.1,0.6,0.1
"Suffolk County, Massachusetts",0.3,0.1,0.9,0.2,1.4,0.2
"Worcester County, Massachusetts",0.3,0.1,0.7,0.1,1,0.2
"Alcona County, Michigan",0.2,0.2,0.4,0.3,1.7,0.5
"Alger County, Michigan",1,1,1.8,1.1,0.4,0.4
"Allegan County, Michigan",0.1,0.1,0.4,0.2,1.1,0.3
"Alpena County, Michigan",0.2,0.2,0.2,0.2,0.9,0.3
"Antrim County, Michigan",0.6,0.3,0.7,0.3,1.2,0.5
"Arenac County, Michigan",0.1,0.1,1.6,0.7,1.8,0.6
"Baraga County, Michigan",0.7,0.4,0.9,0.5,1.9,0.8
"Barry County, Michigan",0,0.1,0.4,0.3,0.9,0.3
"Bay County, Michigan",0.5,0.3,1,0.3,1.2,0.3
"Benzie County, Michigan",0.2,0.2,0.6,0.4,0.7,0.4
"Berrien County, Michigan",0.3,0.2,1,0.3,1.5,0.3
"Branch County, Michigan",1.6,0.5,2.1,0.6,2.3,0.5
"Calhoun County, Michigan",0.3,0.3,0.7,0.3,0.8,0.2
"Cass County, Michigan",0.4,0.2,0.3,0.2,1.4,0.5
"Charlevoix County, Michigan",0.6,0.6,0.8,0.7,1.2,0.3
"Cheboygan County, Michigan",0.1,0.1,0.3,0.2,1,0.4
"Chippewa County, Michigan",0.4,0.2,1.6,0.7,1.8,0.5
"Clare County, Michigan",0.8,0.4,1.3,0.6,2.2,0.5
"Clinton County, Michigan",0.2,0.1,0.3,0.2,1.2,0.4
"Crawford County, Michigan",1.6,2,1.7,2,0.6,0.3
"Delta County, Michigan",0.3,0.2,0.2,0.2,1.7,0.7
"Dickinson County, Michigan",0.1,0.1,0.4,0.2,2.1,1.1
"Eaton County, Michigan",0.1,0.1,0.4,0.2,1.2,0.3
"Emmet County, Michigan",0.4,0.3,0.5,0.3,1.9,0.8
"Genesee County, Michigan",0.4,0.1,0.9,0.3,1.1,0.2
"Gladwin County, Michigan",1.3,0.4,1.2,0.4,3.2,0.9
"Gogebic County, Michigan",0.1,0.1,0.2,0.3,1.7,0.6
"Grand Traverse County, Michigan",0.2,0.2,0.4,0.2,1,0.4
"Gratiot County, Michigan",0.2,0.1,0.8,0.4,1.4,0.6
"Hillsdale County, Michigan",1.3,0.4,2.1,0.6,2.2,0.5
"Houghton County, Michigan",0.6,0.3,1.2,0.5,1.3,0.6
"Huron County, Michigan",0.1,0.1,0.3,0.1,1.8,0.4
"Ingham County, Michigan",0.2,0.1,0.5,0.1,1.2,0.2
"Ionia County, Michigan",0.2,0.2,0.5,0.3,1.7,0.5
"Iosco County, Michigan",0.1,0.1,1.2,0.5,1.6,0.6
"Iron County, Michigan",0.6,0.3,0.2,0.2,2.1,0.9
"Isabella County, Michigan",0.5,0.2,0.8,0.3,2.2,0.7
"Jackson County, Michigan",0.4,0.3,0.8,0.3,1.2,0.3
"Kalamazoo County, Michigan",0.2,0.1,0.5,0.2,0.9,0.2
"Kalkaska County, Michigan",0.7,0.9,0.4,0.3,2.3,0.7
"Kent County, Michigan",0.3,0.1,0.8,0.1,1,0.2
"Keweenaw County, Michigan",0.1,0.2,1.2,1.3,1.2,1
"Lake County, Michigan",0.7,0.4,1,0.5,2.6,1.1
"Lapeer County, Michigan",0.2,0.1,0.4,0.2,1.2,0.3
"Leelanau County, Michigan",0,0.1,0.3,0.3,0.8,0.4
"Lenawee County, Michigan",0.2,0.2,0.5,0.3,0.9,0.3
"Livingston County, Michigan",0.2,0.1,0.4,0.2,0.6,0.2
"Luce County, Michigan",0,1.3,0.8,1,1.3,0.9
"Mackinac County, Michigan",1.4,0.7,2.4,1.3,2.4,1
"Macomb County, Michigan",0.2,0.1,0.5,0.1,1,0.1
"Manistee County, Michigan",0.3,0.1,0.7,0.4,2.1,0.7
"Marquette County, Michigan",0.4,0.2,0.5,0.3,1,0.4
"Mason County, Michigan",0.1,0.1,0.4,0.3,1.1,0.3
"Mecosta County, Michigan",0.7,0.3,0.7,0.3,2.3,0.6
"Menominee County, Michigan",0.3,0.3,0.7,0.5,1.7,0.6
"Midland County, Michigan",0.3,0.2,0.2,0.1,1,0.4
"Missaukee County, Michigan",0.8,0.5,0.7,0.3,1.7,0.6
"Monroe County, Michigan",0.4,0.2,0.7,0.2,1,0.2
"Montcalm County, Michigan",0.5,0.3,1,0.5,1.7,0.7
"Montmorency County, Michigan",0.3,0.3,0.5,0.4,2,0.8
"Muskegon County, Michigan",0.3,0.1,0.7,0.2,0.9,0.2
"Newaygo County, Michigan",0.5,0.2,0.7,0.3,1.7,0.4
"Oakland County, Michigan",0.2,0.1,0.5,0.1,0.7,0.1
"Oceana County, Michigan",0.4,0.3,0.4,0.3,1.3,0.4
"Ogemaw County, Michigan",0.3,0.2,0.8,0.5,1.5,0.4
"Ontonagon County, Michigan",0.9,0.6,0.9,0.5,0.6,0.4
"Osceola County, Michigan",0.5,0.3,0.3,0.2,1.6,0.4
"Oscoda County, Michigan",1.3,0.8,0.4,0.5,3.8,1.2
"Otsego County, Michigan",0.1,0.2,1.2,0.9,2.1,0.9
"Ottawa County, Michigan",0.1,0.1,0.6,0.1,0.8,0.2
"Presque Isle County, Michigan",0.2,0.2,0.5,0.3,1.2,0.6
"Roscommon County, Michigan",0,0.1,0.8,0.5,1.3,0.5
"Saginaw County, Michigan",0.2,0.1,0.5,0.1,0.8,0.2
"St. Clair County, Michigan",0.3,0.1,0.6,0.2,1.2,0.2
"St. Joseph County, Michigan",0.3,0.2,0.6,0.2,1.4,0.4
"Sanilac County, Michigan",0.8,0.3,1.2,0.3,2.2,0.4
"Schoolcraft County, Michigan",0.6,0.4,0.5,0.4,1.9,1.4
"Shiawassee County, Michigan",0.3,0.2,0.5,0.3,1.2,0.4
"Tuscola County, Michigan",0.3,0.2,0.6,0.2,1.1,0.4
"Van Buren County, Michigan",0.4,0.2,0.7,0.4,1.1,0.3
"Washtenaw County, Michigan",0.2,0.1,0.6,0.1,0.8,0.2
"Wayne County, Michigan",0.5,0.1,0.8,0.1,1.1,0.1
"Wexford County, Michigan",0.6,0.3,0.6,0.4,0.9,0.4
"Aitkin County, Minnesota",1.4,0.5,1.7,0.6,1.1,0.4
"Anoka County, Minnesota",0.2,0.1,0.4,0.2,0.5,0.1
"Becker County, Minnesota",0.6,0.2,0.6,0.2,1.8,0.6
"Beltrami County, Minnesota",0.4,0.2,1.1,0.5,1.7,0.7
"Benton County, Minnesota",0.6,0.4,0.6,0.5,0.6,0.3
"Big Stone County, Minnesota",0,0.9,2.1,1.1,0.1,0.1
"Blue Earth County, Minnesota",0.4,0.3,0.7,0.3,1.3,0.5
"Brown County, Minnesota",0.3,0.3,0.5,0.3,0.9,0.4
"Carlton County, Minnesota",0.6,0.2,0.8,0.4,1.1,0.5
"Carver County, Minnesota",0.2,0.1,0.7,0.3,0.5,0.2
"Cass County, Minnesota",1,0.3,0.7,0.2,1,0.2
"Chippewa County, Minnesota",0.3,0.3,0.7,0.6,0.7,0.4
"Chisago County, Minnesota",0.4,0.3,0.6,0.4,1.2,0.5
"Clay County, Minnesota",0.1,0.1,0.7,0.3,1.2,0.5
"Clearwater County, Minnesota",2,1.1,2.9,1.2,3.2,1.2
"Cook County, Minnesota",2.8,1.3,3.1,1.4,0.8,0.6
"Cottonwood County, Minnesota",0.5,0.6,1.2,0.8,2,1
"Crow Wing County, Minnesota",0.4,0.3,0.4,0.3,0.6,0.2
"Dakota County, Minnesota",0.2,0.1,0.5,0.2,0.6,0.2
"Dodge County, Minnesota",0.4,0.2,0.4,0.2,0.7,0.2
"Douglas County, Minnesota",0.8,0.5,0.8,0.3,0.8,0.4
"Faribault County, Minnesota",0.4,0.3,1,0.6,1,0.3
"Fillmore County, Minnesota",1.6,0.4,2.5,0.5,3.3,0.6
"Freeborn County, Minnesota",0.2,0.1,1,0.6,1.3,0.7
"Goodhue County, Minnesota",0.1,0.1,0.4,0.3,0.9,0.4
"Grant County, Minnesota",0,0.8,0.6,0.3,1.1,0.5
"Hennepin County, Minnesota",0.3,0.1,0.5,0.1,0.8,0.1
"Houston County, Minnesota",1.2,0.8,1.9,0.9,1.1,0.8
"Hubbard County, Minnesota",1,0.4,0.9,0.4,1.2,0.4
"Isanti County, Minnesota",0.3,0.2,0.4,0.3,1.5,0.7
"Itasca County, Minnesota",1.2,0.4,1.3,0.4,1.2,0.3
"Jackson County, Minnesota",0.2,0.1,0.6,0.3,0.5,0.3
"Kanabec County, Minnesota",1.1,0.6,1.3,0.6,1.3,0.6
"Kandiyohi County, Minnesota",0.2,0.1,0.4,0.2,1,0.6
"Kittson County, Minnesota",0,1.2,0.4,0.4,2,1.2
"Koochiching County, Minnesota",1,0.6,1,0.7,1.1,0.8
"Lac qui Parle County, Minnesota",0.5,0.4,0.9,0.7,1.8,0.9
"Lake County, Minnesota",0.9,0.5,1.1,0.6,1.4,1
"Lake of the Woods County, Minnesota",0,1.4,0,1.4,4.1,2.7
"Le Sueur County, Minnesota",0.2,0.2,0.5,0.2,0.4,0.2
"Lincoln County, Minnesota",0.1,0.1,0.2,0.2,0.9,0.5
"Lyon County, Minnesota",0.1,0.1,0.8,0.6,1.5,0.6
"McLeod County, Minnesota",0.1,0.1,0.6,0.3,0.7,0.3
"Mahnomen County, Minnesota",0.9,0.5,0.5,0.3,1.8,0.8
"Marshall County, Minnesota",0.9,0.5,1.1,0.5,1.7,0.9
"Martin County, Minnesota",0.2,0.1,0.3,0.1,1.9,0.9
"Meeker County, Minnesota",0.1,0.1,0.3,0.2,1.3,0.7
"Mille Lacs County, Minnesota",0.2,0.1,0.1,0.1,1.1,0.4
"Morrison County, Minnesota",0.4,0.2,0.6,0.2,1.2,0.5
"Mower County, Minnesota",0.3,0.2,0.7,0.3,1.1,0.6
"Murray County, Minnesota",0.3,0.3,0.5,0.3,1.2,0.4
"Nicollet County, Minnesota",0.7,0.7,0.6,0.7,1.7,0.9
"Nobles County, Minnesota",0.3,0.5,0.6,0.5,1,0.6
"Norman County, Minnesota",1.1,0.6,1,0.6,1.8,0.8
"Olmsted County, Minnesota",0.5,0.2,0.8,0.3,0.8,0.2
"Otter Tail County, Minnesota",0.4,0.2,0.9,0.3,1,0.3
"Pennington County, Minnesota",0.3,0.3,1,0.8,1.3,0.9
"Pine County, Minnesota",1.2,0.4,1.3,0.5,1.5,0.6
"Pipestone County, Minnesota",0.2,0.2,1.8,0.8,0.8,0.4
"Polk County, Minnesota",0.3,0.2,0.6,0.3,0.7,0.3
"Pope County, Minnesota",0.2,0.2,0.3,0.2,0.9,0.6
"Ramsey County, Minnesota",0.2,0.1,0.7,0.1,1.1,0.2
"Red Lake County, Minnesota",1,0.8,1,0.8,0.7,0.5
"Redwood County, Minnesota",0.3,0.1,0.9,0.4,1.1,0.6
"Renville County, Minnesota",0.1,0.1,0.6,0.3,0.9,0.4
"Rice County, Minnesota",0.2,0.1,0.5,0.5,0.9,0.4
"Rock County, Minnesota",0,0.1,0.5,0.4,1.2,0.8
"Roseau County, Minnesota",1.4,1.2,1.9,1.3,1.3,0.6
"St. Louis County, Minnesota",0.8,0.2,1.1,0.2,1.1,0.3
"Scott County, Minnesota",0.3,0.2,0.5,0.3,0.8,0.4
"Sherburne County, Minnesota",0.4,0.3,1.2,0.5,1.2,0.6
"Sibley County, Minnesota",0.1,0.1,0.6,0.4,0.7,0.4
"Stearns County, Minnesota",0.1,0.1,0.3,0.1,0.9,0.2
"Steele County, Minnesota",0.4,0.4,2.1,0.8,0.8,0.4
"Stevens County, Minnesota",0.2,0.4,0.7,0.5,0.3,0.5
"Swift County, Minnesota",0.4,0.3,0.3,0.2,1,0.6
"Todd County, Minnesota",2.8,0.8,3.2,0.7,3.3,0.6
"Traverse County, Minnesota",0,1.4,0,1.4,1.1,1
"Wabasha County, Minnesota",0.4,0.2,1.4,0.7,1.9,1
"Wadena County, Minnesota",0.7,0.4,0.3,0.2,2.2,0.9
"Waseca County, Minnesota",0.3,0.2,1.2,0.9,2.3,1.2
"Washington County, Minnesota",0.1,0.1,0.5,0.1,0.6,0.2
"Watonwan County, Minnesota",0.1,0.2,0.5,0.5,1,0.7
"Wilkin County, Minnesota",0,0.1,0.6,0.7,0.5,0.7
"Winona County, Minnesota",0.8,0.4,1.9,0.6,1.6,0.5
"Wright County, Minnesota",0.3,0.2,0.4,0.2,0.6,0.2
"Yellow Medicine County, Minnesota",0.2,0.2,0.4,0.2,0.8,0.4
"Adams County, Mississippi",0.2,0.3,0.3,0.3,0.8,0.5
"Alcorn County, Mississippi",0.2,0.2,0.8,0.6,2.3,1.1
"Amite County, Mississippi",0.2,0.3,0.2,0.4,4.2,2.3
"Attala County, Mississippi",1.3,0.8,1.5,0.9,2.7,1.3
"Benton County, Mississippi",0.2,0.3,0.2,0.3,0.7,0.6
"Bolivar County, Mississippi",0.3,0.2,0.4,0.3,2.1,0.8
"Calhoun County, Mississippi",0.3,0.4,0,0.8,1.8,0.8
"Carroll County, Mississippi",0.5,0.7,1.2,1.4,2.2,1.9
"Chickasaw County, Mississippi",0,0.7,0.4,0.6,0.6,0.5
"Choctaw County, Mississippi",0.3,0.5,0.3,0.5,1.3,1.2
"Claiborne County, Mississippi",0.2,0.3,0.2,0.3,0,1.7
"Clarke County, Mississippi",1.1,0.8,1.2,1,1.1,0.6
"Clay County, Mississippi",0,0.6,0,0.6,0.9,0.9
"Coahoma County, Mississippi",0.6,0.3,1,0.6,0.8,0.5
"Copiah County, Mississippi",1.5,1,1.2,1,2.3,1.1
"Covington County, Mississippi",1,1.2,2.6,1.7,2.3,1.3
"DeSoto County, Mississippi",0.2,0.1,0.6,0.3,1.1,0.3
"Forrest County, Mississippi",0.3,0.3,0.9,0.5,1.1,0.5
"Franklin County, Mississippi",0,1.5,0,1.5,1.8,1.9
"George County, Mississippi",0.1,0.2,1.5,1.1,3.3,1.7
"Greene County, Mississippi",0.8,1,0.1,0.2,1.2,1.4
"Grenada County, Mississippi",0.2,0.2,1,0.8,0.7,0.7
"Hancock County, Mississippi",0.3,0.3,0.6,0.5,1.5,1
"Harrison County, Mississippi",0.1,0.1,0.8,0.2,1.8,0.4
"Hinds County, Mississippi",0.4,0.2,0.6,0.2,1.2,0.3
"Holmes County, Mississippi",0.9,0.7,1.3,0.9,4.1,1.9
"Humphreys County, Mississippi",0.1,0.2,0,1.5,2.2,1.5
"Issaquena County, Mississippi",2.1,2.5,0,11.2,8.7,7.2
"Itawamba County, Mississippi",1,1.2,0.1,0.2,0.9,0.8
"Jackson County, Mississippi",0.1,0.1,0.4,0.2,1,0.3
"Jasper County, Mississippi",0.7,0.9,1.7,1.2,3.6,2.1
"Jefferson County, Mississippi",0.5,2.1,1.3,2.8,2.2,3.7
"Jefferson Davis County, Mississippi",2.4,2.1,0.7,0.6,2.3,1.5
"Jones County, Mississippi",1.7,1,0.9,0.5,1.6,0.7
"Kemper County, Mississippi",1,1.2,1.7,1.6,2,2.5
"Lafayette County, Mississippi",0.1,0.1,0.6,0.3,1.4,0.6
"Lamar County, Mississippi",0,0.1,0.6,0.4,0.9,0.7
"Lauderdale County, Mississippi",0.5,0.4,0.7,0.5,1.6,0.7
"Lawrence County, Mississippi",6.2,3.3,3.4,2.8,6.2,3
"Leake County, Mississippi",1,0.8,0.6,0.8,2.4,1.4
"Lee County, Mississippi",0.1,0.1,1,0.6,0.9,0.3
"Leflore County, Mississippi",0.7,0.6,1.9,1.1,4.1,1.6
"Lincoln County, Mississippi",0.7,0.7,0.5,0.5,1.7,0.8
"Lowndes County, Mississippi",0.2,0.2,0.3,0.2,0.5,0.3
"Madison County, Mississippi",0.6,0.6,0.6,0.5,0.8,0.3
"Marion County, Mississippi",0.9,0.7,0.8,0.9,2.5,1.4
"Marshall County, Mississippi",0,0.4,0.2,0.2,1.9,0.9
"Monroe County, Mississippi",0.5,0.4,0.6,0.4,2,1
"Montgomery County, Mississippi",1.2,1.7,1.9,1.8,2.3,1.8
"Neshoba County, Mississippi",1,0.8,1.1,0.8,2.6,1.7
"Newton County, Mississippi",1,1,0.8,0.8,2.9,1.5
"Noxubee County, Mississippi",1.7,1.8,1.8,1.9,3.6,2.3
"Oktibbeha County, Mississippi",0.1,0.1,0.3,0.3,1.2,0.7
"Panola County, Mississippi",0.3,0.3,0.6,0.6,1.9,0.8
"Pearl River County, Mississippi",0.4,0.4,0.9,0.8,0.7,0.5
"Perry County, Mississippi",0.3,0.3,0.2,0.2,2.8,1.8
"Pike County, Mississippi",0.4,0.4,0.6,0.5,1.5,1
"Pontotoc County, Mississippi",0.7,0.5,1.3,0.7,2.4,1.1
"Prentiss County, Mississippi",0.3,0.5,0.3,0.5,1.4,1.3
"Quitman County, Mississippi",0.6,0.9,0.8,1,1.9,1.1
"Rankin County, Mississippi",0.3,0.3,0.7,0.4,0.5,0.2
"Scott County, Mississippi",0.1,0.1,0,0.5,0.8,0.7
"Sharkey County, Mississippi",0.1,0.3,2.1,2.9,5,3.4
"Simpson County, Mississippi",0.9,0.8,1.6,1,2.2,1.5
"Smith County, Mississippi",0.9,0.9,1.8,1.4,1.1,0.9
"Stone County, Mississippi",0.5,0.8,0,0.7,2.4,2
"Sunflower County, Mississippi",0.3,0.3,0.9,0.7,1.8,1.1
"Tallahatchie County, Mississippi",0.3,0.6,0.5,0.7,0.8,0.8
"Tate County, Mississippi",0.5,0.6,1.1,0.7,0.7,0.6
"Tippah County, Mississippi",0.6,0.4,0.7,0.4,4.7,2.8
"Tishomingo County, Mississippi",1.8,1.7,1.6,1.5,2.2,1.1
"Tunica County, Mississippi",0,1.2,0.7,1.1,0.5,0.8
"Union County, Mississippi",0,0.1,0.2,0.2,0.7,0.4
"Walthall County, Mississippi",0.3,0.5,0.1,0.4,2.2,2.2
"Warren County, Mississippi",0.9,0.6,0.8,0.5,1.6,0.7
"Washington County, Mississippi",0.3,0.3,1.1,0.5,3.7,1
"Wayne County, Mississippi",0.5,0.7,1.3,1.1,2.5,2.2
"Webster County, Mississippi",0.3,0.4,0.3,0.4,1,1
"Wilkinson County, Mississippi",0,1.3,0,1.3,1,1
"Winston County, Mississippi",0.3,0.4,0.8,0.7,1.2,0.9
"Yalobusha County, Mississippi",1.2,1.4,0.8,1.1,0.9,0.9
"Yazoo County, Mississippi",0.6,0.6,0.4,0.4,0.9,1.1
"Adair County, Missouri",0.9,0.6,1.3,0.7,1,0.6
"Andrew County, Missouri",0.1,0.1,0.7,1,0.4,0.2
"Atchison County, Missouri",0.2,0.3,0.7,0.5,1.7,1
"Audrain County, Missouri",0.5,0.5,0.9,0.6,1.7,0.9
"Barry County, Missouri",1.8,1,0.8,0.4,0.4,0.2
"Barton County, Missouri",0.6,0.7,0.3,0.2,1.4,0.7
